E T I
0.53 5953 8
0.67 5954 8
0.59 5955 8
0.62 5956 8
0.80 5957 8
0.83 5958 8
0.53 5959 8
0.54 5960 8
0.63 5961 8
0.75 5962 8
0.67 5963 8
0.80 5964 8
0.55 5965 8
0.78 5966 8
0.56 5967 8
1.00 5968 8
0.89 5969 8
0.67 5970 8
0.69 5971 8
0.80 5972 8
0.51 5973 8
0.70 5974 8
0.59 5975 8
0.73 5976 8
0.76 5977 8
0.71 5978 8
0.59 5979 8
0.84 5980 8
0.53 5981 8
0.84 5982 8
0.86 5983 8
0.69 5984 8
0.67 5985 8
0.67 5986 8
0.81 5987 8
0.76 5988 8
0.92 5989 8
0.98 6427 9
0.67 6428 9
0.64 6429 9
0.78 6430 9
0.48 6431 9
0.65 6432 9
0.56 6433 9
0.44 6434 9
0.87 6435 9
0.45 6436 9
0.62 6437 9
0.61 6438 9
0.67 6439 9
0.55 6440 9
1.02 6441 9
1.50 6442 9
0.25 6443 9
0.87 6444 9
0.44 6445 9
0.33 6446 9
1.07 6447 9
0.85 6448 9
0.55 6449 9
0.25 6450 9
0.48 6451 9
0.75 6452 9
0.60 6453 9
0.71 6454 9
0.79 6455 9
0.92 6456 9
0.90 6457 9
0.77 6458 9
0.73 6459 9
0.68 6460 9
0.63 6461 9
0.65 6462 9
0.59 6463 9
0.67 6464 9
0.57 6465 9
0.83 6466 9
0.59 6467 9
0.78 6468 9
0.75 6469 9
0.75 6470 9
0.91 6471 9
0.62 6472 9
0.70 6473 9
0.71 6474 9
0.78 6475 9
0.91 6476 9
0.91 6477 9
0.43 6478 9
0.83 6479 9
1.02 6480 9
0.90 6481 9
0.90 6482 9
1.27 6483 9
0.81 6484 9
0.72 6485 9
0.87 6486 9
0.68 6487 9
1.09 6488 9
1.31 6489 9
0.72 6490 9
0.77 6491 9
0.50 6492 9
0.60 6493 9
0.36 6494 9
0.73 6495 9
0.81 6496 9
0.90 6497 9
1.06 6498 9
0.65 6499 9
0.63 6500 9
0.82 6501 9
0.88 6502 9
0.77 6503 9
0.81 6504 9
0.83 6505 9
0.94 6506 9
0.71 6507 9
0.65 6508 9
0.63 6509 9
1.30 6510 9
1.12 6511 9
0.74 6512 9
1.16 6513 9
0.82 6514 9
0.62 6515 9
0.75 6516 9
1.07 6517 9
0.93 6518 9
0.82 6519 9
0.96 6520 9
0.44 6521 9
0.75 6522 9
0.75 6523 9
1.03 6524 9
0.74 6525 9
0.66 6526 9
0.84 6527 9
0.73 6528 9
0.85 6529 9
0.90 6530 9
0.72 6531 9
0.72 6532 9
0.88 6533 9
0.78 6534 9
1.00 6535 9
0.81 6536 9
1.06 6537 9
0.73 6538 9
0.81 6539 9
0.77 6540 9
0.76 6541 9
0.68 6542 9
0.84 6543 9
0.71 6544 9
0.65 6545 9
0.95 6546 9
0.84 6547 9
0.84 6548 9
0.97 6549 9
0.85 6550 9
0.62 6551 9
0.83 6552 9
0.70 6553 9
0.81 6554 9
0.84 6555 9
0.75 6556 9
0.97 6557 9
0.74 6558 9
0.69 6559 9
0.99 6560 9
0.59 6561 9
1.03 6562 9
0.86 6563 9
0.96 6564 9
0.75 6565 9
0.85 6566 9
1.11 6567 9
0.88 6568 9
0.72 6569 9
0.79 6570 9
0.89 6571 9
0.98 6572 9
0.59 6573 9
0.85 6574 9
0.58 6575 9
0.63 6576 9
0.89 6577 9
0.62 6578 9
0.59 6579 9
0.82 6580 9
0.81 6581 9
0.79 6582 9
0.74 6583 9
0.74 6584 9
0.94 6585 9
0.84 6586 9
0.78 6587 9
0.69 6588 9
0.96 6589 9
0.86 6590 9
0.74 6591 9
0.79 6592 9
0.72 6593 9
0.67 6594 9
0.75 6595 9
0.98 6596 9
0.73 6597 9
0.74 6598 9
0.89 6599 9
0.83 6600 9
0.87 6601 9
1.00 6602 9
0.88 6603 9
0.88 6604 9
1.05 6605 9
0.77 6606 9
0.79 6607 9
0.89 6608 9
0.49 6609 9
0.35 6610 9
0.69 6611 9
1.06 6612 9
0.84 6613 9
0.78 6614 9
0.81 6615 9
0.99 6616 9
0.53 6617 9
1.01 6618 9
0.65 6619 9
0.74 6620 9
0.42 6621 9
0.59 6622 9
1.50 6623 9
0.74 6624 9
1.04 6625 9
0.78 6626 9
0.82 6627 9
0.62 6628 9
0.86 6629 9
0.69 6630 9
0.75 6631 9
1.40 6632 9
1.03 6633 9
0.72 6634 9
0.56 6635 9
0.67 6636 9
0.35 6637 9
0.77 6638 9
0.76 6639 9
0.77 6640 9
0.70 6641 9
0.79 6642 9
0.76 6643 9
0.88 6644 9
0.71 6645 9
0.82 6646 9
0.77 6647 9
0.51 6648 9
0.41 6649 9
0.77 6650 9
1.41 6651 9
1.44 6652 9
0.30 6653 9
0.52 6654 9
0.51 6655 9
0.52 6656 9
0.95 6657 9
0.63 6658 9
0.37 6659 9
0.85 6660 9
0.70 6661 9
1.07 6662 9
1.52 6663 9
-0.05 6664 9
0.09 6665 9
0.05 6666 9
-0.01 6667 9
-1.63 6668 9
0.14 6669 9
0.60 6670 9
0.48 6671 9
0.63 6706 9
0.58 6707 9
0.90 6708 9
0.30 7201 10
0.43 7202 10
0.63 7203 10
0.66 7204 10
0.74 7205 10
0.89 7206 10
0.89 7207 10
0.61 7208 10
0.77 7209 10
0.82 7210 10
0.74 7211 10
0.71 7212 10
0.61 7213 10
-0.04 7214 10
0.07 7215 10
0.50 7216 10
0.52 7217 10
0.71 7218 10
0.73 7219 10
0.75 7220 10
0.89 7221 10
0.73 7222 10
0.54 7223 10
0.72 7224 10
0.66 7225 10
0.59 7226 10
0.65 7227 10
0.74 7228 10
0.73 7229 10
0.58 7230 10
0.59 7231 10
0.64 7232 10
0.71 7233 10
0.75 7234 10
0.71 7235 10
0.65 7236 10
0.67 7237 10
0.55 7238 10
0.45 7239 10
0.83 7240 10
0.60 7241 10
0.75 7242 10
0.61 7243 10
0.85 7244 10
0.77 7245 10
0.64 7246 10
0.89 7247 10
0.77 7248 10
0.69 7249 10
0.59 7250 10
0.74 7251 10
0.60 7252 10
0.64 7253 10
0.64 7254 10
0.76 7255 10
0.56 7256 10
0.51 7257 10
0.66 7258 10
0.75 7259 10
0.70 7260 10
0.66 7261 10
0.58 7262 10
0.63 7263 10
0.63 7264 10
0.72 7265 10
0.45 7266 10
0.36 7267 10
0.63 7268 10
0.58 7269 10
0.71 7270 10
0.73 7271 10
0.80 7272 10
0.47 7273 10
0.61 7274 10
0.67 7275 10
0.66 7276 10
0.76 7277 10
0.78 7278 10
0.77 7279 10
0.73 7280 10
0.62 7281 10
0.74 7282 10
0.50 7283 10
0.72 7284 10
0.65 7285 10
0.64 7286 10
0.78 7287 10
0.63 7288 10
0.91 7289 10
0.81 7290 10
0.66 7291 10
1.07 7292 10
0.73 7293 10
0.46 7294 10
0.63 7295 10
0.77 7296 10
0.68 7297 10
0.65 7298 10
0.84 7299 10
0.66 7300 10
0.62 7301 10
0.87 7302 10
0.48 7303 10
0.14 7304 10
0.46 7305 10
0.46 7306 10
0.42 7307 10
0.64 7308 10
0.51 7309 10
0.56 7310 10
0.70 7311 10
0.66 7312 10
0.85 7313 10
0.75 7314 10
0.71 7315 10
0.72 7316 10
0.71 7317 10
0.46 7318 10
0.67 7319 10
0.61 7320 10
0.68 7321 10
0.68 7322 10
0.63 7323 10
0.57 7324 10
0.71 7325 10
0.65 7326 10
0.74 7327 10
0.59 7328 10
0.46 7329 10
0.47 7330 10
0.39 7331 10
0.69 7332 10
0.42 7333 10
0.59 7334 10
0.79 8012 11
0.83 8013 11
1.02 8014 11
0.81 8015 11
0.42 8016 11
0.70 8017 11
0.88 8018 11
0.85 8019 11
0.75 8020 11
0.62 8021 11
1.22 8022 11
0.65 8023 11
0.89 8024 11
1.33 8025 11
0.75 8026 11
1.12 8027 11
1.36 8028 11
0.69 8029 11
0.59 8030 11
1.27 8031 11
0.70 8032 11
0.58 8033 11
1.11 8034 11
1.01 8035 11
0.86 8036 11
0.85 8037 11
0.94 8038 11
0.90 8039 11
0.67 8040 11
0.75 8041 11
0.80 8042 11
0.81 8043 11
0.80 8044 11
0.85 8045 11
0.62 8046 11
1.01 8047 11
0.85 8048 11
0.89 8049 11
1.21 8050 11
1.07 8051 11
1.15 8052 11
0.76 8053 11
0.74 8054 11
1.23 8055 11
0.83 8056 11
0.25 8057 11
0.52 8058 11
0.30 8059 11
0.19 8060 11
0.46 8061 11
0.57 8062 11
0.14 8063 11
0.43 8064 11
0.36 8065 11
0.30 8066 11
0.34 8067 11
0.23 8068 11
0.03 8069 11
0.13 8070 11
-0.06 8071 11
-0.10 8072 11
0.00 8073 11
-0.11 8074 11
0.14 8075 11
0.07 8076 11
0.13 8077 11
0.04 8078 11
-0.15 8079 11
0.15 8080 11
-0.00 8081 11
-0.07 8082 11
-0.06 8083 11
-0.01 8084 11
0.09 8085 11
0.02 8086 11
0.07 8087 11
-0.10 8088 11
-0.09 8089 11
0.15 8090 11
0.13 8091 11
0.17 8092 11
-0.09 8093 11
-0.15 8094 11
-0.06 8095 11
-0.04 8096 11
-0.09 8097 11
-0.06 8098 11
0.04 8099 11
-0.00 8100 11
-0.03 8101 11
0.04 8102 11
0.06 8103 11
0.01 8104 11
0.18 8105 11
0.10 8106 11
0.04 8107 11
0.07 8108 11
-0.01 8109 11
-0.02 8110 11
0.06 8111 11
-0.07 8112 11
-0.11 8113 11
-0.08 8114 11
-0.07 8115 11
-0.00 8116 11
0.17 8117 11
-0.12 8118 11
0.11 8119 11
-0.03 8120 11
-0.43 8121 11
-0.07 8122 11
-0.12 8123 11
0.00 8124 11
-0.00 8125 11
0.17 8126 11
-0.12 8127 11
0.07 8128 11
0.05 8129 11
-0.00 8130 11
-0.06 8131 11
0.15 8132 11
-0.02 8133 11
0.07 8134 11
0.01 8135 11
0.02 8136 11
0.13 8137 11
-0.18 8138 11
0.00 8139 11
-0.17 8140 11
-0.14 8141 11
-0.11 8142 11
0.03 8143 11
0.17 8144 11
-0.14 8145 11
0.16 8146 11
0.02 8147 11
0.11 8148 11
0.06 8149 11
0.04 8150 11
0.17 8151 11
-0.10 8152 11
0.04 8153 11
0.06 8154 11
0.13 8155 11
0.03 8156 11
0.04 8157 11
0.05 8158 11
0.23 8159 11
0.15 8160 11
0.15 8161 11
-0.01 8162 11
-0.00 8163 11
0.00 8164 11
-0.12 8165 11
0.00 8166 11
-0.03 8167 11
-0.20 8168 11
0.07 8169 11
0.55 8809 12
0.43 8810 12
0.46 8811 12
0.41 8812 12
0.27 8813 12
0.54 8814 12
0.43 8815 12
0.50 8816 12
0.48 8817 12
0.44 8818 12
0.75 8819 12
0.52 8820 12
0.49 8821 12
0.48 8822 12
0.63 8823 12
0.38 8824 12
0.31 8825 12
0.50 8826 12
0.48 8827 12
0.55 8828 12
0.61 8829 12
0.50 8830 12
0.52 8831 12
0.44 8832 12
0.54 8833 12
0.16 8834 12
0.53 8835 12
0.33 8836 12
0.68 8837 12
0.31 8838 12
0.39 8839 12
0.54 8840 12
0.37 8841 12
0.36 8842 12
0.63 8843 12
0.70 8844 12
0.51 8845 12
0.49 8846 12
0.57 8847 12
0.21 8848 12
0.21 8849 12
0.04 8850 12
0.57 8851 12
0.52 8852 12
0.56 8853 12
0.35 8854 12
0.43 8855 12
0.59 8856 12
0.30 8857 12
0.42 8858 12
0.43 8859 12
0.68 8860 12
0.53 8861 12
0.26 8862 12
0.56 8863 12
0.35 8864 12
0.43 8865 12
0.54 8866 12
0.61 8867 12
0.66 8868 12
0.70 8869 12
0.38 8870 12
0.31 8871 12
0.38 8872 12
0.09 8873 12
0.35 8874 12
0.67 8875 12
0.60 8876 12
0.49 8877 12
0.19 8878 12
0.24 8879 12
0.58 8880 12
0.39 8881 12
0.27 8882 12
0.17 8883 12
0.45 8884 12
0.34 8885 12
0.32 8886 12
0.51 8887 12
0.24 8888 12
0.16 8889 12
0.25 8890 12
0.42 8891 12
0.40 8892 12
0.44 8893 12
0.66 8894 12
0.32 8895 12
0.40 8896 12
0.61 8897 12
0.28 8898 12
0.50 8899 12
0.47 8900 12
0.60 8901 12
0.40 8902 12
0.55 8903 12
0.46 8904 12
0.58 8905 12
0.47 8906 12
0.50 8907 12
0.26 8908 12
0.67 8909 12
0.42 8910 12
0.36 8911 12
0.32 8912 12
0.46 8913 12
0.27 8914 12
0.38 8915 12
0.59 8916 12
0.28 8917 12
0.46 8918 12
0.57 8919 12
0.84 8920 12
0.37 8921 12
0.49 8922 12
0.43 8923 12
0.33 8924 12
0.56 8925 12
0.45 8926 12
0.45 8927 12
0.33 8928 12
0.48 8929 12
0.20 8930 12
0.62 8931 12
0.64 8932 12
0.40 8933 12
0.37 8934 12
0.30 8935 12
0.29 8936 12
0.51 8937 12
0.33 8938 12
0.40 8939 12
0.54 8940 12
0.32 8941 12
0.94 8942 12
0.47 8943 12
0.55 8944 12
0.57 8945 12
0.89 9058 12
1.01 9059 12
0.80 9060 12
0.56 9061 12
0.88 9062 12
-0.05 9217 12
0.22 9218 12
0.13 9219 12
0.01 9220 12
0.10 9221 12
-0.07 9222 12
-0.23 9223 12
-0.06 9224 12
0.30 9225 12
-0.02 9226 12
0.13 9227 12
0.05 9228 12
-0.19 9229 12
0.24 9230 12
-0.08 9231 12
0.25 9232 12
0.22 9233 12
0.14 9234 12
0.23 9235 12
0.18 9276 12
0.02 9277 12
0.16 9278 12
0.23 9279 12
0.06 9280 12
0.12 9320 12
0.02 9321 12
-0.11 9322 12
-0.06 9323 12
0.13 9324 12
0.36 9325 12
0.28 9326 12
0.26 9327 12
0.06 9378 12
0.13 9379 12
0.45 9380 12
0.15 9381 12
-0.27 9382 12
0.38 9383 12
-0.03 9384 12
0.62 9385 12
-0.15 9386 12
-0.19 9387 12
0.43 9388 12
0.19 9389 12
0.30 9390 12
0.41 9391 12
-0.16 9392 12
0.21 9393 12
-0.04 9394 12
0.03 9395 12
-0.09 9396 12
-0.10 9397 12
0.08 9398 12
-0.53 9399 12
0.00 9400 12
-0.25 9401 12
0.27 9402 12
0.16 9403 12
0.14 9404 12
-0.41 9405 12
-0.10 9406 12
0.24 9407 12
0.32 9408 12
0.36 9409 12
0.22 9410 12
-0.16 9411 12
-0.11 9412 12
0.33 9413 12
0.12 9414 12
-0.12 9415 12
-0.09 9416 12
-0.03 9417 12
-0.17 9418 12
-0.28 9419 12
0.04 9420 12
-0.18 9421 12
-0.11 9422 12
-0.05 9423 12
0.33 9424 12
-0.24 9425 12
-0.01 9426 12
-0.21 9427 12
0.07 9428 12
0.19 9429 12
0.02 9430 12
-0.01 9431 12
-0.05 9432 12
0.22 9433 12
0.16 9434 12
0.34 9435 12
-0.15 9436 12
-0.16 9437 12
0.18 9438 12
0.12 9439 12
0.17 9440 12
0.01 9441 12
0.19 9465 12
0.00 9466 12
0.47 9467 12
0.20 9468 12
0.07 9469 12
0.65 9524 12
-0.12 9525 12
-0.11 9526 12
0.06 9527 12
-0.19 9528 12
0.11 9529 12
-0.31 9530 12
0.15 9531 12
0.47 9532 12
0.54 9707 13
0.41 9708 13
0.49 9709 13
0.55 9710 13
0.17 9711 13
-0.05 9712 13
0.18 9713 13
0.09 9714 13
-0.19 9715 13
0.23 9716 13
0.38 9717 13
0.04 9718 13
-0.20 9719 13
0.10 9720 13
-0.05 9721 13
0.09 9722 13
0.04 9723 13
0.24 9724 13
0.26 9725 13
-0.02 9726 13
0.20 9727 13
-0.09 9728 13
0.18 9729 13
-0.05 9730 13
0.09 9731 13
0.08 9781 13
0.36 9782 13
0.26 9783 13
0.06 9784 13
-0.11 9785 13
0.04 9786 13
-0.10 9787 13
-0.22 9788 13
0.05 9789 13
-0.25 9790 13
-0.14 9791 13
0.05 9792 13
0.24 9793 13
0.60 9794 13
0.25 9795 13
0.17 9796 13
0.27 9797 13
0.30 9798 13
0.01 9799 13
-0.15 9800 13
-0.29 9801 13
-0.22 9802 13
-0.01 9803 13
-0.19 9804 13
0.28 9805 13
0.08 9806 13
0.06 9807 13
0.12 9808 13
0.09 9809 13
-1.03 9810 13
-0.11 9811 13
0.09 9812 13
0.30 9813 13
0.14 9814 13
0.01 9815 13
0.34 9816 13
0.23 9817 13
-0.04 9818 13
-0.08 9819 13
-0.06 9850 13
0.23 9851 13
0.23 9852 13
0.26 9853 13
0.46 9854 13
0.22 9855 13
0.10 9856 13
-0.32 9857 13
0.12 9858 13
0.24 9859 13
0.03 9860 13
-0.06 9861 13
0.09 9862 13
0.22 9863 13
-0.06 9864 13
-0.10 9865 13
0.10 9866 13
-0.32 9867 13
0.02 9868 13
0.19 9869 13
0.29 10144 13
0.31 10412 14
0.12 10413 14
0.16 10414 14
0.11 10415 14
0.13 10416 14
0.19 10417 14
0.25 10418 14
0.19 10419 14
0.25 10420 14
0.26 10421 14
0.13 10422 14
0.06 10423 14
0.04 10424 14
-0.05 10425 14
0.10 10426 14
-0.03 10427 14
0.21 10428 14
0.13 10429 14
0.01 10430 14
0.16 10431 14
0.35 10432 14
0.10 10433 14
0.19 10434 14
-0.03 10435 14
-0.06 10436 14
0.13 10437 14
0.09 10438 14
0.26 10439 14
0.28 10440 14
-0.02 10441 14
0.04 10442 14
-0.06 10443 14
0.10 10444 14
0.13 10445 14
0.19 10446 14
0.17 10447 14
0.19 10448 14
0.11 10449 14
0.04 10450 14
0.10 10451 14
0.12 10452 14
0.22 10453 14
0.00 10454 14
0.06 10455 14
0.12 10456 14
0.03 10457 14
0.11 10458 14
0.19 10459 14
0.02 10460 14
0.05 10461 14
-0.13 10462 14
0.03 10463 14
0.13 10464 14
0.08 10465 14
0.16 10466 14
0.11 10467 14
0.09 10468 14
0.29 10469 14
0.23 10470 14
0.05 10471 14
0.32 10472 14
0.18 10473 14
0.13 10474 14
0.18 10475 14
0.09 10476 14
0.21 10477 14
0.06 10478 14
0.13 10479 14
0.15 10480 14
-0.00 10481 14
0.09 10482 14
0.14 10483 14
-0.17 10484 14
0.00 10485 14
-0.16 10486 14
0.00 10487 14
-0.13 10488 14
-0.06 10489 14
-0.02 10490 14
0.05 10491 14
0.02 10492 14
-0.08 10493 14
-0.00 10494 14
-0.02 10495 14
-0.09 10496 14
0.01 10497 14
0.12 10498 14
0.08 10499 14
0.03 10500 14
0.12 10501 14
0.09 10502 14
0.20 10503 14
0.23 10504 14
0.23 10505 14
0.16 10506 14
0.32 10507 14
0.25 10508 14
0.04 10509 14
0.05 10510 14
-0.07 10511 14
0.07 10512 14
0.05 10513 14
0.09 10514 14
0.03 10515 14
-0.12 10516 14
0.12 10517 14
0.23 10518 14
0.29 10519 14
0.02 10520 14
0.08 10521 14
0.27 10522 14
0.16 10523 14
-0.18 10524 14
0.08 10525 14
0.29 10526 14
-0.07 10527 14
-0.33 10528 14
0.19 10529 14
0.34 10530 14
0.06 10531 14
0.04 10532 14
0.57 10623 14
0.80 10624 14
1.20 10625 14
1.07 10626 14
0.77 10627 14
1.02 10628 14
0.63 10629 14
0.67 10630 14
0.34 10631 14
0.73 10684 14
0.67 10685 14
1.04 10686 14
0.54 10687 14
0.74 10688 14
0.58 10689 14
0.54 10690 14
0.49 10691 14
0.44 10692 14
0.79 10693 14
0.57 10694 14
0.27 10695 14
0.95 10696 14
1.18 10697 14
0.69 10698 14
0.55 10699 14
0.95 10700 14
1.93 10701 14
0.89 10702 14
0.74 10703 14
0.79 10704 14
0.53 10705 14
1.01 10706 14
0.49 10707 14
1.25 10708 14
0.75 10709 14
0.67 11203 15
0.98 11204 15
1.04 11205 15
0.59 11206 15
0.48 11207 15
1.28 11208 15
0.75 11209 15
0.40 11210 15
0.55 11211 15
0.72 11212 15
0.90 11213 15
0.75 11214 15
0.97 11215 15
0.84 11216 15
0.82 11217 15
0.66 11218 15
0.30 11308 15
-0.02 11309 15
-0.18 11310 15
-0.07 11311 15
-0.08 11312 15
-0.14 11313 15
-0.09 11314 15
-0.42 11315 15
-0.10 11316 15
0.32 11317 15
0.06 11318 15
0.04 11319 15
-0.11 11320 15
-0.05 11321 15
-0.02 11322 15
0.33 11323 15
0.18 11324 15
0.01 11325 15
-0.00 11326 15
-0.17 11327 15
-0.03 11328 15
0.19 11329 15
0.03 11369 15
-0.00 11370 15
-0.16 11371 15
0.03 11372 15
-0.13 11373 15
-1.26 11374 15
0.23 11375 15
-0.04 11376 15
-0.09 11377 15
-0.03 11378 15
0.45 12008 16
0.39 12009 16
0.46 12010 16
0.41 12011 16
0.40 12012 16
0.41 12013 16
0.42 12014 16
0.46 12015 16
0.61 12016 16
0.54 12017 16
0.57 12018 16
0.55 12019 16
0.61 12020 16
0.27 12021 16
0.43 12022 16
0.71 12023 16
0.51 12024 16
0.57 12025 16
0.65 12026 16
0.57 12027 16
0.55 12028 16
0.65 12029 16
0.64 12030 16
0.89 12031 16
0.66 12032 16
0.47 12033 16
0.67 12034 16
0.62 12035 16
0.57 12036 16
0.73 12037 16
0.66 12038 16
0.65 12039 16
0.89 12040 16
0.82 12041 16
0.66 12042 16
0.75 12043 16
0.43 12044 16
0.46 12045 16
0.48 12046 16
0.36 12047 16
0.55 12048 16
0.67 12049 16
0.62 12050 16
0.70 12051 16
0.80 12052 16
0.96 12053 16
0.48 12054 16
0.57 12055 16
0.64 12056 16
0.48 12057 16
0.60 12058 16
0.69 12059 16
0.41 12060 16
0.70 12061 16
0.46 12062 16
0.49 12063 16
0.87 12064 16
0.92 12065 16
0.68 12066 16
0.78 12067 16
0.84 12068 16
0.87 12069 16
0.75 12070 16
0.64 12071 16
0.64 12072 16
0.70 12073 16
0.83 12074 16
0.70 12075 16
0.62 12076 16
0.77 12077 16
0.87 12078 16
0.55 12079 16
0.31 12080 16
0.79 12081 16
0.50 12082 16
0.44 12083 16
0.56 12084 16
0.47 12085 16
0.44 12086 16
0.66 12087 16
0.45 12088 16
0.62 12089 16
0.70 12090 16
0.63 12091 16
0.52 12092 16
0.70 12093 16
0.41 12094 16
0.61 12095 16
0.51 12096 16
0.55 12097 16
0.43 12098 16
0.56 12099 16
0.39 12100 16
0.77 12101 16
0.64 12102 16
0.37 12103 16
0.70 12104 16
0.56 12105 16
0.56 12106 16
0.77 12107 16
0.64 12108 16
0.50 12109 16
0.94 12110 16
0.92 12111 16
0.70 12112 16
0.39 12113 16
0.40 12114 16
0.48 12115 16
0.50 12116 16
0.43 12117 16
0.50 12118 16
0.73 12119 16
0.50 12120 16
0.80 12121 16
0.91 12122 16
0.87 12123 16
0.51 12124 16
0.70 12125 16
0.83 12126 16
0.73 12127 16
0.92 12128 16
0.69 12129 16
0.84 12130 16
0.83 12131 16
0.58 12132 16
0.74 12133 16
0.89 12134 16
0.89 12135 16
0.96 12136 16
1.13 12137 16
0.94 12138 16
0.68 12139 16
0.90 12140 16
1.11 12141 16
0.62 12142 16
0.91 12143 16
0.97 12144 16
0.98 12145 16
0.88 12146 16
1.08 12147 16
0.64 12148 16
0.71 12149 16
0.88 12150 16
0.69 12151 16
0.65 12152 16
0.60 12153 16
0.83 12154 16
0.38 12155 16
0.61 12156 16
0.84 12157 16
0.89 12158 16
0.68 12159 16
0.58 12160 16
0.78 12161 16
0.77 12162 16
0.68 12163 16
0.68 12164 16
0.66 12165 16
0.55 12166 16
0.52 12167 16
0.57 12168 16
0.65 12169 16
0.46 12170 16
0.46 12171 16
0.62 12172 16
0.47 12173 16
0.44 12174 16
0.25 12175 16
0.50 12176 16
0.35 12177 16
0.61 12178 16
0.53 12179 16
0.67 12180 16
0.45 12181 16
0.51 12182 16
0.49 12183 16
0.59 12184 16
0.58 12185 16
0.38 12186 16
0.34 12187 16
0.63 12188 16
0.48 12189 16
0.64 12190 16
0.59 12191 16
0.42 12192 16
0.46 12193 16
0.52 12194 16
0.73 12195 16
0.94 12196 16
0.70 12197 16
0.56 12198 16
0.89 12199 16
0.70 12200 16
0.76 12201 16
0.91 12202 16
1.03 12203 16
0.50 12204 16
0.63 12205 16
0.64 12206 16
0.88 12207 16
0.69 12208 16
0.74 12209 16
0.81 12210 16
0.56 12211 16
0.60 12212 16
0.63 12213 16
0.50 12214 16
0.52 12215 16
0.45 12216 16
0.42 12217 16
0.51 12218 16
0.74 12219 16
0.32 12220 16
0.63 12221 16
0.69 12222 16
0.78 12223 16
0.55 12224 16
0.45 12225 16
0.97 12226 16
1.16 12227 16
0.84 12228 16
0.70 12229 16
0.52 12230 16
0.66 12231 16
0.93 12232 16
0.94 12233 16
0.74 12234 16
0.87 12235 16
1.03 12236 16
0.48 12237 16
0.67 12238 16
0.61 12239 16
0.74 12240 16
0.65 12241 16
0.86 12242 16
0.73 12243 16
0.73 12244 16
0.67 12245 16
0.97 12246 16
0.83 12247 16
0.68 12248 16
0.79 12249 16
0.82 12250 16
0.64 12251 16
0.67 12252 16
0.77 12253 16
0.77 12254 16
0.85 12255 16
0.72 12256 16
0.99 12257 16
0.82 12258 16
0.65 12259 16
0.63 12260 16
0.45 12261 16
0.76 12262 16
1.00 12263 16
0.67 12264 16
1.20 12265 16
0.94 12266 16
0.61 12267 16
0.79 12268 16
0.69 12269 16
0.71 12270 16
0.54 12271 16
0.49 12272 16
0.71 12273 16
0.64 12274 16
0.71 12275 16
0.66 12276 16
0.81 12277 16
0.59 12278 16
0.72 12279 16
0.61 12280 16
0.77 12281 16
0.80 12282 16
0.71 12283 16
0.52 12284 16
0.65 12285 16
0.63 12286 16
0.85 12287 16
0.61 12288 16
0.89 12289 16
0.74 12290 16
0.62 12291 16
0.55 12292 16
0.64 12293 16
0.71 12294 16
0.94 12295 16
1.27 12296 16
0.50 12297 16
0.62 12298 16
0.65 12299 16
0.62 12300 16
0.45 12301 16
1.10 12302 16
0.66 12303 16
0.47 12304 16
0.42 12305 16
0.62 12306 16
0.58 12307 16
0.69 12308 16
0.56 12309 16
0.67 12310 16
0.61 12311 16
0.60 12312 16
0.72 12313 16
0.65 12314 16
0.70 12315 16
0.85 12316 16
0.79 12317 16
0.60 12318 16
0.66 12319 16
0.56 12320 16
0.46 12321 16
0.38 12322 16
0.48 12323 16
0.55 12324 16
0.41 12325 16
0.48 12326 16
0.46 12327 16
0.45 12328 16
0.85 12329 16
0.61 12330 16
0.88 12331 16
0.58 12332 16
0.71 12333 16
0.48 12334 16
0.97 12335 16
0.69 12336 16
0.52 12337 16
0.73 12338 16
0.66 12339 16
0.75 12340 16
0.51 12341 16
0.74 12342 16
0.82 12343 16
0.59 12344 16
0.86 12345 16
0.58 12346 16
0.68 12347 16
0.77 12348 16
0.62 12349 16
0.36 12350 16
1.13 12351 16
0.91 12352 16
0.49 12353 16
0.68 12354 16
0.66 12355 16
0.76 12356 16
0.52 12357 16
0.62 12358 16
0.90 12359 16
0.58 12360 16
0.76 12361 16
0.67 12362 16
0.70 12363 16
0.58 12364 16
0.88 12365 16
0.78 12366 16
0.85 12367 16
0.71 12368 16
0.90 12369 16
0.67 12370 16
1.00 12371 16
0.96 12372 16
0.71 12373 16
0.56 12374 16
0.66 12375 16
0.78 12376 16
1.11 12377 16
0.59 12378 16
0.49 12379 16
0.39 12380 16
0.15 12381 16
-0.08 12382 16
0.23 12383 16
0.13 12384 16
-0.00 12385 16
-0.08 12386 16
-0.01 12387 16
0.05 12388 16
0.11 12389 16
0.09 12390 16
0.24 12391 16
-0.12 12392 16
0.11 12393 16
-0.29 12394 16
-0.04 12395 16
0.03 12396 16
-0.03 12397 16
0.06 12398 16
-0.20 12399 16
-0.14 12400 16
-0.09 12401 16
0.03 12402 16
-0.01 12403 16
-0.12 12404 16
0.02 12405 16
0.12 12406 16
-0.02 12407 16
0.14 12408 16
0.09 12409 16
-0.13 12410 16
0.00 12411 16
-0.03 12412 16
-0.10 12413 16
-0.20 12414 16
-0.09 12415 16
-0.10 12416 16
-0.28 12417 16
-0.53 12418 16
0.18 12419 16
0.54 12420 16
-0.03 12421 16
-0.11 12422 16
0.63 12423 16
