E T I
-0.49 12424 16
0.28 12425 16
-0.08 12426 16
0.37 12427 16
0.38 12428 16
0.19 12429 16
0.19 12430 16
0.15 12431 16
-0.05 12432 16
0.25 12433 16
-0.02 12434 16
0.24 12435 16
0.00 12436 16
-0.01 12437 16
0.65 12460 16
0.43 12461 16
0.32 12462 16
0.09 12463 16
0.76 12464 16
0.19 12465 16
0.50 12466 16
0.46 12467 16
0.18 12468 16
0.49 12469 16
1.16 12470 16
-0.06 12471 16
0.35 12472 16
0.29 12473 16
-0.14 12474 16
-0.06 12475 16
0.23 12476 16
-0.67 12477 16
-0.32 12478 16
-0.10 12479 16
0.42 12480 16
-0.14 12481 16
0.20 12482 16
-0.08 12483 16
-0.32 12484 16
0.15 12485 16
0.01 12486 16
0.01 12517 16
0.11 12518 16
0.05 12519 16
0.39 12520 16
0.03 12521 16
0.22 12522 16
0.13 12523 16
0.12 12524 16
0.34 12525 16
0.06 12526 16
-0.19 12527 16
0.14 12528 16
-0.86 12529 16
0.23 12530 16
8.83 12531 16
0.58 12532 16
-0.96 12533 16
0.08 12534 16
0.10 12535 16
0.09 12536 16
0.10 12537 16
-0.35 12538 16
0.62 12539 16
0.27 12540 16
0.47 12541 16
0.14 12542 16
-0.02 12543 16
-0.06 12544 16
-0.12 12545 16
-0.04 12546 16
-0.02 12547 16
0.13 12548 16
-0.21 12549 16
-0.00 12550 16
-0.12 12551 16
-0.01 12552 16
-0.03 12553 16
0.32 12554 16
0.08 12555 16
0.18 12556 16
-0.09 12557 16
0.08 12558 16
0.07 12559 16
0.07 12560 16
-0.00 12561 16
-0.06 12562 16
-0.03 12563 16
0.11 12564 16
0.06 12565 16
0.10 12566 16
-0.10 12567 16
0.02 12568 16
-0.02 12569 16
-0.33 12570 16
0.01 12571 16
0.10 12572 16
0.10 12573 16
0.03 12574 16
-0.02 12575 16
0.02 12576 16
-0.06 12577 16
0.08 12578 16
0.03 12579 16
0.13 12580 16
0.01 12581 16
0.07 12582 16
0.05 12583 16
0.09 12584 16
-0.02 12585 16
0.16 12586 16
0.38 12587 16
0.07 12588 16
0.29 12589 16
0.10 12590 16
0.04 12591 16
0.10 12592 16
0.18 12593 16
0.08 12594 16
-0.01 12595 16
0.28 12596 16
-0.01 12597 16
0.08 12598 16
0.16 12599 16
-0.00 12600 16
0.10 12601 16
0.27 12602 16
0.06 12603 16
0.08 12604 16
0.12 12605 16
-0.13 12606 16
0.16 12607 16
0.13 12608 16
0.12 12609 16
0.06 12610 16
-0.03 12611 16
-0.12 12612 16
0.12 12613 16
0.21 12614 16
-0.63 12615 16
0.30 12616 16
0.10 12617 16
0.09 12618 16
0.09 12619 16
-0.11 12620 16
-0.00 12621 16
0.02 12622 16
0.18 12623 16
0.01 12624 16
0.04 12625 16
0.28 12626 16
0.17 12627 16
0.15 12628 16
0.26 12629 16
-0.01 12630 16
-0.08 12631 16
0.20 12632 16
0.02 12633 16
0.20 12634 16
-0.04 12635 16
0.01 12636 16
0.32 12637 16
0.19 12638 16
0.09 12639 16
0.13 12640 16
0.32 12641 16
0.41 12642 16
0.14 12643 16
-0.01 12644 16
-0.45 12645 16
0.41 12646 16
0.21 12647 16
0.16 12648 16
0.94 12813 17
0.91 12814 17
0.99 12815 17
0.96 12846 17
0.97 12847 17
0.77 12848 17
0.33 12849 17
0.41 12850 17
0.92 12851 17
0.87 12852 17
0.35 12853 17
0.40 12854 17
1.01 12855 17
1.70 12856 17
0.17 12857 17
0.04 12858 17
0.12 12859 17
-0.02 12860 17
-0.12 12861 17
0.04 12862 17
-0.04 12863 17
0.29 12864 17
-0.10 12865 17
-0.03 12866 17
-0.00 12867 17
-0.08 12868 17
-0.08 12869 17
-0.03 12870 17
0.18 12871 17
-0.04 12872 17
0.03 12873 17
-0.14 12874 17
-0.20 12875 17
0.13 12876 17
0.12 12877 17
-0.20 12878 17
-0.21 12879 17
0.01 12880 17
-0.13 12881 17
0.05 12882 17
0.02 12883 17
0.02 12884 17
-0.11 12885 17
-0.20 12886 17
-0.11 12887 17
-0.00 12888 17
0.06 12889 17
-0.16 12890 17
-0.03 12891 17
0.89 13606 18
1.64 13607 18
1.19 13608 18
0.89 13609 18
0.55 13610 18
0.83 13611 18
1.10 13612 18
0.80 13613 18
1.14 13614 18
0.80 13615 18
1.05 13616 18
0.88 13617 18
0.76 13618 18
0.68 13619 18
0.75 13620 18
1.05 13621 18
1.10 13622 18
1.28 13623 18
0.85 13624 18
0.79 13625 18
0.77 13626 18
0.98 13627 18
0.72 13628 18
0.63 13629 18
0.77 13630 18
0.75 13631 18
0.76 13632 18
1.84 13633 18
0.97 13634 18
0.69 13635 18
0.54 13636 18
0.86 13637 18
0.87 13638 18
1.00 13639 18
0.75 13640 18
0.97 13641 18
0.83 13642 18
0.93 13643 18
0.99 13644 18
1.00 13645 18
0.61 13646 18
1.05 13647 18
0.87 13648 18
1.01 13649 18
0.83 13650 18
1.11 13651 18
2.70 13652 18
0.94 13653 18
0.89 13654 18
0.59 13655 18
1.04 13656 18
0.66 13657 18
0.97 13658 18
0.77 13659 18
1.05 13660 18
0.78 13661 18
0.93 13662 18
1.43 13663 18
0.52 13664 18
0.58 13665 18
0.76 13666 18
0.67 13667 18
0.60 13668 18
0.74 13669 18
0.78 13670 18
0.58 13671 18
1.05 13672 18
0.96 13673 18
0.86 13674 18
0.73 13675 18
0.99 13676 18
1.52 13677 18
0.57 13678 18
1.16 13679 18
1.25 13680 18
0.74 13681 18
0.77 13682 18
0.79 13683 18
0.85 13684 18
0.76 13685 18
0.75 13686 18
1.07 13687 18
0.86 13688 18
0.65 13689 18
1.34 13690 18
0.75 13691 18
0.47 13692 18
0.56 13693 18
0.92 13694 18
0.64 13695 18
0.68 13696 18
0.49 13697 18
0.95 13698 18
0.77 13699 18
0.83 13700 18
0.78 13701 18
0.56 13702 18
0.79 13703 18
0.77 13704 18
0.60 13705 18
0.70 13706 18
0.65 13707 18
0.73 13708 18
0.66 13709 18
0.61 13710 18
0.90 13711 18
1.01 13712 18
1.06 13713 18
1.73 13714 18
0.89 13715 18
1.11 13716 18
0.65 13717 18
0.94 13718 18
0.80 13719 18
0.89 13720 18
0.65 13721 18
0.80 13722 18
0.40 13723 18
1.20 13724 18
0.87 13725 18
1.25 13726 18
0.99 13727 18
0.70 13728 18
1.09 13729 18
0.84 13730 18
0.95 13753 18
0.76 13754 18
0.63 13755 18
1.18 13756 18
0.47 13757 18
0.59 13758 18
0.74 13759 18
1.11 13760 18
0.63 13761 18
0.78 13762 18
0.98 13763 18
1.26 13764 18
1.04 13765 18
0.72 13766 18
0.65 13767 18
0.71 13768 18
0.58 13769 18
0.68 13770 18
0.99 13771 18
0.72 13772 18
0.47 13773 18
1.27 13774 18
0.71 13775 18
0.62 13776 18
0.80 13777 18
0.72 13778 18
0.64 13779 18
0.47 13780 18
0.91 13781 18
0.09 13782 18
-0.02 13783 18
0.00 13784 18
-0.19 13785 18
0.10 13786 18
-0.03 13787 18
0.16 13788 18
0.01 13789 18
-0.15 13790 18
-0.13 13791 18
0.01 13792 18
-0.00 13793 18
-0.00 13794 18
-0.05 13795 18
0.05 13796 18
0.05 13797 18
-0.04 13798 18
-0.19 13799 18
0.14 13800 18
0.00 13801 18
-0.09 13802 18
-0.01 13803 18
-0.15 13804 18
-0.03 13805 18
-0.13 13806 18
0.12 13807 18
-0.20 13808 18
0.05 13809 18
0.11 13810 18
0.92 14409 19
0.84 14410 19
1.00 14411 19
0.76 14412 19
0.91 14413 19
0.91 14414 19
0.88 14415 19
0.79 14416 19
0.80 14417 19
0.77 14418 19
0.72 14419 19
0.42 14420 19
0.90 14421 19
0.83 14422 19
0.86 14423 19
0.92 14424 19
0.59 14425 19
0.72 14426 19
0.77 14427 19
0.68 14428 19
0.78 14429 19
0.66 14430 19
0.84 14431 19
0.96 14432 19
0.56 14433 19
0.39 14434 19
0.65 14435 19
0.85 14436 19
0.31 14437 19
0.73 14438 19
1.71 14439 19
0.77 14440 19
0.55 14441 19
0.97 14442 19
0.75 14443 19
1.09 14444 19
0.74 14445 19
0.65 14446 19
0.55 14447 19
0.67 14448 19
0.73 14449 19
0.85 14450 19
0.73 14451 19
0.69 14452 19
1.05 14453 19
0.63 14454 19
0.90 14455 19
0.74 14456 19
0.99 14457 19
0.93 14458 19
0.84 14459 19
1.01 14460 19
0.91 14461 19
0.86 14462 19
0.93 14463 19
-0.08 14507 19
-0.14 14508 19
0.09 14509 19
-0.01 14510 19
-0.24 14511 19
-0.06 14512 19
0.13 14513 19
-0.06 14514 19
0.27 14515 19
-0.00 14516 19
-0.04 14517 19
0.11 14518 19
-0.15 14519 19
0.18 14520 19
0.07 14521 19
0.00 14522 19
-0.34 14523 19
0.11 14524 19
0.04 14525 19
0.03 14526 19
0.42 14527 19
0.37 14528 19
0.04 14529 19
0.00 14530 19
0.15 14531 19
0.01 14532 19
-0.06 14533 19
-0.55 14534 19
-0.18 14535 19
-0.03 14536 19
0.17 14537 19
0.03 14538 19
0.05 14539 19
0.09 14540 19
-0.13 14541 19
0.07 14542 19
-0.17 14543 19
0.65 15212 20
1.06 15213 20
1.15 15214 20
0.72 15215 20
0.73 15216 20
0.91 15217 20
0.78 15218 20
0.89 15219 20
1.16 15220 20
0.77 15221 20
0.96 15222 20
0.93 15223 20
1.27 15224 20
0.95 15225 20
0.90 15226 20
0.78 15227 20
0.84 15228 20
0.81 15229 20
0.96 15230 20
1.14 15231 20
0.87 15232 20
0.96 15233 20
0.76 15234 20
0.95 15235 20
1.06 15236 20
0.68 15237 20
0.71 15238 20
0.84 15239 20
0.73 15240 20
0.92 15241 20
0.93 15242 20
0.78 15243 20
1.48 15244 20
0.82 15245 20
0.65 15246 20
0.76 15247 20
0.64 15248 20
0.57 15249 20
1.46 15250 20
1.12 15251 20
0.79 15252 20
0.74 15253 20
1.53 15254 20
1.01 15255 20
0.76 15256 20
0.71 15257 20
0.68 15258 20
0.82 15259 20
0.77 15260 20
0.61 15261 20
0.89 15262 20
0.90 15263 20
0.63 15264 20
0.47 15265 20
-0.06 15266 20
0.18 15267 20
0.29 15268 20
0.51 15269 20
0.09 15270 20
0.39 15271 20
0.03 15272 20
0.24 15273 20
0.30 15274 20
0.54 15275 20
0.47 15276 20
0.48 15277 20
0.41 15278 20
0.78 15279 20
0.47 15280 20
0.06 15281 20
0.07 15282 20
-0.29 15283 20
-0.02 15284 20
0.08 15285 20
0.38 15286 20
0.05 15287 20
0.26 15288 20
0.42 15289 20
0.28 15290 20
0.33 15291 20
0.41 15292 20
0.27 15293 20
0.15 15294 20
0.56 15295 20
0.50 15296 20
0.29 15297 20
0.34 15298 20
0.13 15299 20
0.45 15300 20
0.37 15301 20
0.74 15302 20
0.34 15303 20
0.42 15304 20
0.23 15305 20
0.36 15306 20
0.56 15307 20
0.40 15308 20
0.39 15309 20
0.59 15310 20
0.14 15311 20
0.00 15312 20
0.06 15313 20
-0.15 15314 20
-0.26 15315 20
-0.39 15316 20
0.11 15317 20
0.14 15318 20
0.13 15319 20
-0.03 15320 20
0.45 15321 20
0.17 15322 20
0.15 15323 20
0.75 16012 21
0.90 16013 21
0.70 16014 21
1.16 16015 21
0.68 16016 21
0.71 16017 21
0.77 16018 21
0.75 16019 21
0.90 16020 21
0.96 16021 21
0.85 16022 21
0.89 16023 21
0.81 16024 21
0.82 16025 21
1.02 16026 21
0.82 16027 21
0.91 16028 21
0.80 16029 21
0.40 16030 21
0.06 16031 21
0.04 16032 21
-0.06 16033 21
-0.23 16034 21
-0.01 16035 21
-0.03 16036 21
0.03 16037 21
0.03 16038 21
0.04 16039 21
-0.13 16040 21
-0.05 16041 21
-0.03 16042 21
0.02 16043 21
0.05 16044 21
-0.08 16045 21
0.03 16046 21
0.19 16047 21
-0.07 16048 21
0.10 16049 21
0.00 16050 21
0.04 16051 21
-0.09 16052 21
-0.15 16053 21
0.01 16054 21
0.87 16811 22
0.83 16812 22
0.60 16813 22
0.67 16814 22
0.64 16815 22
0.34 16816 22
0.45 16817 22
0.29 16818 22
0.70 16819 22
0.72 16820 22
0.57 16821 22
0.59 16822 22
0.52 16823 22
0.60 16824 22
0.55 16825 22
0.78 16826 22
0.56 16827 22
0.55 16828 22
0.57 16829 22
1.21 16830 22
0.77 16831 22
0.81 16832 22
0.59 16833 22
0.52 16834 22
0.42 16835 22
0.21 16836 22
0.45 16837 22
0.70 16838 22
0.63 16839 22
0.79 16840 22
0.30 16841 22
0.07 16842 22
-3.51 16843 22
0.19 16844 22
-0.14 16845 22
-0.09 16846 22
0.10 16847 22
0.03 16848 22
0.03 16849 22
-0.06 16850 22
-0.01 16851 22
0.05 16852 22
-0.04 16853 22
-0.15 16854 22
0.09 16855 22
-0.12 16856 22
-0.16 16857 22
-0.00 16858 22
-0.22 16859 22
-0.04 16860 22
-0.13 16861 22
0.03 16862 22
-0.15 16863 22
0.05 16864 22
0.12 16865 22
-0.03 16866 22
0.05 16867 22
-0.06 16868 22
-0.05 16869 22
0.06 16870 22
0.02 16871 22
0.00 16872 22
-0.06 16873 22
-0.00 16874 22
-0.13 16875 22
0.10 16876 22
0.05 16877 22
-0.28 16878 22
-0.13 16879 22
-0.05 16880 22
0.01 16881 22
0.02 16882 22
-0.06 16883 22
-0.04 16884 22
-0.16 16885 22
-0.01 16886 22
0.05 16887 22
-0.00 16888 22
0.03 16889 22
0.09 16890 22
-0.02 16891 22
0.03 16892 22
-0.02 16893 22
0.07 16894 22
-0.26 16895 22
-0.04 16896 22
-0.01 16897 22
0.00 16898 22
0.10 16899 22
-0.16 16900 22
-0.16 16901 22
0.02 16902 22
-0.10 16903 22
-0.19 16904 22
0.04 16905 22
0.22 16906 22
0.91 17613 23
0.65 17614 23
0.64 17615 23
0.64 17616 23
0.70 17617 23
0.52 17618 23
0.92 17619 23
0.66 17620 23
0.52 17621 23
0.64 17622 23
0.32 17623 23
0.41 17624 23
0.42 17625 23
0.11 17626 23
0.36 17627 23
0.38 17628 23
0.58 17629 23
0.35 17630 23
0.80 17631 23
0.49 17632 23
0.63 17633 23
0.71 17634 23
0.56 17635 23
0.69 17636 23
0.48 17637 23
0.83 17638 23
0.77 17639 23
0.51 17640 23
0.65 17641 23
0.52 17642 23
0.68 17643 23
0.71 17644 23
0.76 17645 23
0.83 17646 23
0.45 17647 23
0.33 17648 23
0.52 17649 23
0.77 17650 23
0.41 17651 23
0.32 17652 23
0.55 17653 23
0.66 17654 23
0.48 17655 23
0.68 17656 23
0.80 17657 23
0.49 17658 23
0.47 17659 23
0.61 17660 23
0.58 17661 23
0.42 17662 23
0.66 17663 23
0.51 17664 23
0.66 17665 23
0.51 17666 23
0.69 17667 23
0.67 17668 23
0.59 17669 23
0.64 17670 23
0.92 17671 23
0.20 17811 23
0.07 17812 23
-0.19 17813 23
-0.02 17814 23
0.07 17815 23
-0.00 17816 23
0.06 17817 23
0.28 17818 23
0.68 17819 23
-0.13 17902 23
0.34 17903 23
0.26 17904 23
-0.07 17905 23
0.05 17906 23
0.25 17907 23
0.68 17908 23
0.33 17909 23
0.81 17910 23
-0.01 17911 23
0.57 17912 23
0.17 17913 23
0.56 17914 23
0.29 17915 23
0.42 17916 23
0.15 17917 23
0.51 17918 23
-0.17 17968 23
-0.08 17969 23
0.30 17970 23
-0.15 17971 23
0.09 17972 23
0.10 17973 23
0.38 17974 23
0.42 17975 23
0.22 17976 23
-0.08 17977 23
1.73 17978 23
0.34 17979 23
1.03 17980 23
0.26 17981 23
0.69 17982 23
-0.05 17983 23
0.18 17984 23
-0.71 17985 23
0.27 17986 23
-0.05 17987 23
-0.08 17988 23
-0.56 17989 23
-0.13 17990 23
-0.40 17991 23
0.02 17992 23
-0.04 17993 23
0.29 17994 23
0.50 17995 23
-0.01 17996 23
0.36 17997 23
0.40 17998 23
0.21 17999 23
0.26 18125 23
0.28 18126 23
0.08 18127 23
0.75 18128 23
0.20 18129 23
-0.15 18130 23
-0.19 18131 23
0.72 18132 23
-0.06 18133 23
-0.04 18134 23
-0.05 18135 23
0.16 18136 23
-0.12 18137 23
-0.30 18138 23
0.39 18139 23
0.03 18140 23
0.70 18178 23
0.21 18179 23
0.31 18180 23
-0.20 18181 23
0.31 18182 23
0.16 18204 23
0.20 18205 23
0.31 18206 23
1.00 18207 23
0.77 18208 23
0.72 18209 23
0.76 18210 23
0.64 18211 23
0.92 18212 23
0.97 18213 23
0.75 18214 23
0.62 18215 23
0.64 18216 23
0.91 18217 23
0.75 18218 23
0.66 18219 23
0.85 18220 23
0.57 18221 23
0.97 18222 23
0.66 18223 23
0.88 18224 23
0.98 18225 23
0.66 18226 23
0.63 18227 23
0.78 18228 23
0.60 18229 23
0.76 18230 23
0.68 18231 23
0.51 18232 23
0.47 18233 23
0.64 18234 23
0.87 18235 23
0.74 18236 23
0.74 18237 23
1.03 18238 23
0.27 18239 23
0.64 18240 23
0.60 18241 23
0.45 18242 23
0.88 18243 23
0.68 18244 23
0.86 18245 23
1.28 18246 23
0.63 18247 23
0.33 18248 23
0.55 18249 23
0.67 18250 23
0.61 18251 23
1.14 18252 23
0.39 18253 23
0.81 18254 23
0.68 18255 23
0.54 18256 23
0.68 18257 23
0.54 18258 23
0.50 18259 23
0.53 18260 23
0.79 18261 23
0.51 18262 23
0.68 18263 23
0.56 18264 23
0.56 18265 23
0.51 18266 23
0.90 18267 23
0.74 18268 23
0.75 18269 23
0.21 18384 23
0.12 18385 23
0.25 18386 23
-0.01 18387 23
0.09 18388 23
-0.15 18389 23
0.12 18390 23
0.00 18391 23
-0.66 18392 23
0.20 18393 23
0.21 18394 23
0.15 18395 23
0.26 18396 23
-0.22 18397 23
0.45 18398 23
-0.03 18399 23
-0.02 18400 23
