E T Indicator
-0.18 15127 19
-0.36 15128 19
0.51 15129 19
0.66 15130 19
-7.44 15131 19
0.94 15132 19
0.91 15133 19
2.08 15134 19
2.27 15135 19
0.07 15136 19
0.32 15137 19
-0.04 15138 19
0.19 15139 19
0.26 15140 19
-0.39 15141 19
0.74 15142 19
0.44 15143 19
1.96 15144 19
0.83 15145 19
-0.18 15146 19
-2.06 15147 19
3.03 15148 19
0.61 15149 19
0.94 15150 19
0.42 15151 19
0.36 15152 19
0.77 15153 19
1.21 15154 19
-0.80 15155 19
0.04 15156 19
-1.22 15157 19
18.42 15158 19
0.61 15159 19
0.98 15160 19
-2.31 15161 19
0.24 15162 19
0.64 15163 19
0.29 15164 19
0.36 15165 19
-0.67 15166 19
0.68 15167 19
-0.25 15168 19
0.45 15169 19
0.43 15170 19
-0.23 15171 19
0.38 15172 19
1.07 15173 19
-0.73 15174 19
-2.39 15175 19
7.03 15176 19
0.70 15177 19
2.27 15178 19
0.44 15179 19
-2.67 15180 19
1.05 15181 19
0.35 15182 19
12.87 15183 19
-1.04 15184 19
1.03 15185 19
5.72 15186 19
0.12 15187 19
0.83 15188 19
-4.15 15189 19
2.93 15190 19
0.86 15191 19
-0.37 15192 19
-0.25 15193 19
-0.09 15194 19
2.71 15195 19
0.89 15196 19
0.96 15197 19
-0.04 15198 19
0.01 15199 19
0.15 15200 19
0.23 15201 20
0.23 15202 20
-0.25 15203 20
2.48 15204 20
0.60 15205 20
0.77 15206 20
-0.11 15207 20
0.24 15208 20
0.93 15209 20
0.77 15210 20
0.96 15211 20
0.65 15212 20
1.06 15213 20
1.15 15214 20
0.72 15215 20
0.73 15216 20
0.91 15217 20
0.78 15218 20
0.89 15219 20
1.16 15220 20
0.77 15221 20
0.96 15222 20
0.93 15223 20
1.27 15224 20
0.95 15225 20
0.90 15226 20
0.78 15227 20
0.84 15228 20
0.81 15229 20
0.96 15230 20
1.14 15231 20
0.87 15232 20
0.96 15233 20
0.76 15234 20
0.95 15235 20
1.06 15236 20
0.68 15237 20
0.71 15238 20
0.84 15239 20
0.73 15240 20
0.92 15241 20
0.93 15242 20
0.78 15243 20
1.48 15244 20
0.82 15245 20
0.65 15246 20
0.76 15247 20
0.64 15248 20
0.57 15249 20
1.46 15250 20
1.12 15251 20
0.79 15252 20
0.74 15253 20
1.53 15254 20
1.01 15255 20
0.76 15256 20
0.71 15257 20
0.68 15258 20
0.82 15259 20
0.77 15260 20
0.61 15261 20
0.89 15262 20
0.90 15263 20
0.63 15264 20
0.47 15265 20
-0.06 15266 20
0.18 15267 20
0.29 15268 20
0.51 15269 20
0.09 15270 20
0.39 15271 20
0.03 15272 20
0.24 15273 20
0.30 15274 20
0.54 15275 20
0.47 15276 20
0.48 15277 20
0.41 15278 20
0.78 15279 20
0.47 15280 20
0.06 15281 20
0.07 15282 20
-0.29 15283 20
-0.02 15284 20
0.08 15285 20
0.38 15286 20
0.05 15287 20
0.26 15288 20
0.42 15289 20
0.28 15290 20
0.33 15291 20
0.41 15292 20
0.27 15293 20
0.15 15294 20
0.56 15295 20
0.50 15296 20
0.29 15297 20
0.34 15298 20
0.13 15299 20
0.45 15300 20
0.37 15301 20
0.74 15302 20
0.34 15303 20
0.42 15304 20
0.23 15305 20
0.36 15306 20
0.56 15307 20
0.40 15308 20
0.39 15309 20
0.59 15310 20
0.14 15311 20
0.00 15312 20
0.06 15313 20
-0.15 15314 20
-0.26 15315 20
-0.39 15316 20
0.11 15317 20
0.14 15318 20
0.13 15319 20
-0.03 15320 20
0.45 15321 20
0.17 15322 20
0.15 15323 20
0.26 15324 20
0.48 15325 20
0.61 15326 20
0.54 15327 20
-0.12 15328 20
-0.14 15329 20
-1.47 15330 20
0.80 15331 20
-0.18 15332 20
-0.75 15333 20
0.32 15334 20
0.31 15335 20
0.51 15336 20
-4.98 15337 20
0.04 15338 20
0.83 15339 20
10.42 15340 20
0.41 15341 20
-0.06 15342 20
-1.22 15343 20
-0.60 15344 20
0.14 15345 20
-0.90 15346 20
-0.54 15347 20
0.35 15348 20
0.19 15349 20
-0.61 15350 20
-0.08 15351 20
-0.55 15352 20
-1.26 15353 20
-0.29 15354 20
0.09 15355 20
0.36 15356 20
0.23 15357 20
1.42 15358 20
-0.34 15359 20
3.72 15360 20
-0.10 15361 20
-0.56 15362 20
0.29 15363 20
0.46 15364 20
0.23 15365 20
-0.34 15366 20
-0.28 15367 20
-0.39 15368 20
0.66 15369 20
0.34 15370 20
-0.58 15371 20
-0.48 15372 20
0.30 15373 20
0.59 15374 20
0.35 15375 20
-0.10 15376 20
0.68 15377 20
-0.06 15378 20
2.32 15379 20
2.04 15380 20
0.42 15381 20
10.05 15382 20
0.37 15383 20
0.90 15384 20
0.68 15385 20
0.77 15386 20
-0.07 15387 20
0.17 15388 20
0.24 15389 20
-0.22 15390 20
0.95 15391 20
0.80 15392 20
0.09 15393 20
0.08 15394 20
-7.71 15395 20
0.11 15396 20
0.10 15397 20
0.42 15398 20
0.00 15399 20
-0.24 15400 20
0.16 15401 20
0.00 15402 20
0.00 15403 20
-0.81 15404 20
0.12 15405 20
0.26 15406 20
0.20 15407 20
1.19 15408 20
-0.04 15409 20
0.01 15410 20
0.11 15411 20
-0.20 15412 20
-1.21 15413 20
0.10 15414 20
-0.80 15415 20
0.18 15416 20
1.05 15417 20
1.79 15418 20
-0.24 15419 20
0.06 15420 20
-0.01 15421 20
-0.20 15422 20
-0.11 15423 20
0.25 15424 20
-1.72 15425 20
-0.11 15426 20
-0.83 15427 20
0.10 15428 20
-0.40 15429 20
-0.08 15430 20
-0.46 15431 20
0.15 15432 20
-0.70 15433 20
-0.11 15434 20
0.09 15435 20
0.03 15436 20
-0.52 15437 20
-11.68 15438 20
-0.39 15439 20
0.73 15440 20
0.33 15441 20
0.04 15442 20
-0.09 15443 20
0.57 15444 20
-1.15 15445 20
0.05 15446 20
0.14 15447 20
0.57 15448 20
-0.72 15449 20
-0.18 15450 20
-0.54 15451 20
0.06 15452 20
-1.29 15453 20
0.31 15454 20
-1.56 15455 20
-0.25 15456 20
0.08 15457 20
1.94 15458 20
-2.83 15459 20
1.34 15460 20
-1.89 15461 20
0.35 15462 20
0.13 15463 20
0.59 15464 20
12.41 15465 20
5.44 15466 20
-0.25 15467 20
-0.00 15468 20
-0.53 15469 20
-0.00 15470 20
-1.00 15471 20
-0.86 15472 20
3.79 15473 20
0.59 15474 20
0.22 15475 20
3.04 15476 20
-0.69 15477 20
0.56 15478 20
-1.47 15479 20
-0.42 15480 20
0.48 15481 20
-0.77 15482 20
0.09 15483 20
0.54 15484 20
0.49 15485 20
-0.29 15486 20
0.94 15487 20
2.46 15488 20
0.37 15489 20
0.61 15490 20
0.02 15491 20
-0.18 15492 20
-0.24 15493 20
-0.45 15494 20
-0.02 15495 20
0.19 15496 20
-0.01 15497 20
0.51 15498 20
0.31 15499 20
0.18 15500 20
0.15 15501 20
0.48 15502 20
-0.36 15503 20
-27.45 15504 20
3.45 15505 20
-0.49 15506 20
-0.09 15507 20
0.03 15508 20
-0.26 15509 20
0.64 15510 20
-0.07 15511 20
-0.34 15512 20
1.61 15513 20
-0.48 15514 20
0.51 15515 20
-87.32 15516 20
2.00 15517 20
0.51 15518 20
0.44 15519 20
-0.35 15520 20
0.53 15521 20
0.30 15522 20
1.19 15523 20
-0.22 15524 20
-0.23 15525 20
0.43 15526 20
-0.17 15527 20
2.40 15528 20
-5.21 15529 20
-0.24 15530 20
0.04 15531 20
0.33 15532 20
-0.63 15533 20
1.98 15534 20
-0.27 15535 20
0.24 15536 20
-34.90 15537 20
-2.27 15538 20
-1.64 15539 20
0.07 15540 20
0.04 15541 20
0.41 15542 20
0.09 15543 20
-0.31 15544 20
0.76 15545 20
5.92 15546 20
1.67 15547 20
-0.62 15548 20
0.86 15549 20
0.50 15550 20
0.63 15551 20
-0.06 15552 20
0.36 15553 20
0.57 15554 20
-0.11 15555 20
0.31 15556 20
1.13 15557 20
1.18 15558 20
-1.22 15559 20
0.24 15560 20
-0.09 15561 20
0.10 15562 20
0.52 15563 20
0.45 15564 20
-0.96 15565 20
-0.77 15566 20
-20.37 15567 20
0.65 15568 20
0.22 15569 20
-4.18 15570 20
1.45 15571 20
1.45 15572 20
-1.68 15573 20
-1.10 15574 20
-0.18 15575 20
0.57 15576 20
0.62 15577 20
-0.38 15578 20
0.32 15579 20
-0.06 15580 20
-0.13 15581 20
0.76 15582 20
0.70 15583 20
-0.31 15584 20
0.18 15585 20
-0.23 15586 20
0.20 15587 20
0.14 15588 20
-0.12 15589 20
-0.06 15590 20
0.02 15591 20
-0.75 15592 20
0.24 15593 20
1.02 15594 20
0.48 15595 20
-0.12 15596 20
1.16 15597 20
-0.01 15598 20
0.15 15599 20
0.63 15600 20
-1.09 15601 20
-0.01 15602 20
3.70 15603 20
-0.45 15604 20
-1.74 15605 20
-0.99 15606 20
0.29 15607 20
5.86 15608 20
4.15 15609 20
0.20 15610 20
0.36 15611 20
-0.14 15612 20
-0.27 15613 20
0.79 15614 20
-0.77 15615 20
-0.36 15616 20
-0.40 15617 20
0.21 15618 20
-0.93 15619 20
0.38 15620 20
0.31 15621 20
0.20 15622 20
1.51 15623 20
0.19 15624 20
-0.23 15625 20
0.17 15626 20
0.00 15627 20
-0.09 15628 20
0.73 15629 20
0.45 15630 20
0.01 15631 20
-6.70 15632 20
-1.06 15633 20
1.12 15634 20
-0.43 15635 20
0.31 15636 20
-0.05 15637 20
-0.00 15638 20
-2.55 15639 20
-1.15 15640 20
-0.92 15641 20
0.83 15642 20
0.05 15643 20
-0.05 15644 20
-0.16 15645 20
1.07 15646 20
-0.43 15647 20
0.79 15648 20
-0.05 15649 20
0.38 15650 20
0.41 15651 20
0.18 15652 20
-1.68 15653 20
-0.29 15654 20
0.01 15655 20
0.22 15656 20
0.28 15657 20
1.03 15658 20
0.49 15659 20
0.45 15660 20
-0.10 15661 20
0.92 15662 20
-0.40 15663 20
0.61 15664 20
0.01 15665 20
-0.28 15666 20
0.37 15667 20
-2.90 15668 20
0.20 15669 20
2.99 15670 20
-1.50 15671 20
-3.74 15672 20
-0.05 15673 20
0.04 15674 20
-1.26 15675 20
4.37 15676 20
-0.11 15677 20
-0.19 15678 20
0.66 15679 20
0.07 15680 20
3.72 15681 20
0.84 15682 20
0.19 15683 20
0.04 15684 20
2.20 15685 20
-0.66 15686 20
-1.44 15687 20
0.19 15688 20
4.62 15689 20
0.63 15690 20
0.02 15691 20
0.05 15692 20
0.08 15693 20
-0.99 15694 20
0.26 15695 20
-0.64 15696 20
-0.74 15697 20
-13.98 15698 20
0.26 15699 20
-0.81 15700 20
-0.35 15701 20
-0.29 15702 20
-0.40 15703 20
-0.19 15704 20
-1.60 15705 20
0.66 15706 20
-0.01 15707 20
0.50 15708 20
0.36 15709 20
2.13 15710 20
0.35 15711 20
0.05 15712 20
-0.72 15713 20
0.31 15714 20
-0.03 15715 20
-18.58 15716 20
0.53 15717 20
0.65 15718 20
0.78 15719 20
0.97 15720 20
0.43 15721 20
-0.44 15722 20
-0.73 15723 20
0.27 15724 20
0.14 15725 20
0.27 15726 20
0.81 15727 20
-0.17 15728 20
0.41 15729 20
-1.44 15730 20
0.74 15731 20
-0.51 15732 20
0.17 15733 20
-0.34 15734 20
0.06 15735 20
0.02 15736 20
-0.59 15737 20
-0.17 15738 20
0.28 15739 20
-0.11 15740 20
-0.03 15741 20
-0.00 15742 20
0.16 15743 20
0.26 15744 20
-0.25 15745 20
0.87 15746 20
0.21 15747 20
-0.38 15748 20
-0.14 15749 20
-0.19 15750 20
-0.97 15751 20
0.15 15752 20
0.40 15753 20
0.51 15754 20
1.17 15755 20
0.40 15756 20
-0.06 15757 20
0.03 15758 20
-0.29 15759 20
-1.02 15760 20
0.15 15761 20
0.33 15762 20
0.05 15763 20
0.05 15764 20
1.42 15765 20
-2.82 15766 20
0.37 15767 20
3.09 15768 20
0.14 15769 20
0.27 15770 20
-0.09 15771 20
-0.33 15772 20
0.22 15773 20
-0.92 15774 20
-0.22 15775 20
0.27 15776 20
-3.15 15777 20
-0.32 15778 20
0.33 15779 20
-0.39 15780 20
-0.90 15781 20
0.57 15782 20
0.16 15783 20
0.23 15784 20
0.29 15785 20
0.04 15786 20
-12.98 15787 20
0.63 15788 20
-0.04 15789 20
-0.12 15790 20
-0.27 15791 20
-0.19 15792 20
0.61 15793 20
0.39 15794 20
-0.55 15795 20
0.66 15796 20
-0.30 15797 20
-0.79 15798 20
-0.38 15799 20
1.16 15800 20
0.00 15801 20
0.47 15802 20
0.85 15803 20
0.53 15804 20
0.13 15805 20
-0.92 15806 20
0.00 15807 20
-0.32 15808 20
-0.28 15809 20
0.06 15810 20
-1.47 15811 20
-0.07 15812 20
-0.10 15813 20
0.05 15814 20
-14.94 15815 20
0.25 15816 20
0.11 15817 20
-0.12 15818 20
0.55 15819 20
6.47 15820 20
-0.49 15821 20
0.60 15822 20
-0.09 15823 20
-0.74 15824 20
0.48 15825 20
0.41 15826 20
-0.76 15827 20
0.52 15828 20
12.84 15829 20
2.16 15830 20
2.46 15831 20
-0.06 15832 20
0.10 15833 20
-15.01 15834 20
0.38 15835 20
0.12 15836 20
1.09 15837 20
0.33 15838 20
-0.85 15839 20
0.04 15840 20
0.42 15841 20
0.30 15842 20
0.41 15843 20
-0.01 15844 20
-0.59 15845 20
7.82 15846 20
1.68 15847 20
0.47 15848 20
0.52 15849 20
0.82 15850 20
-2.71 15851 20
1.26 15852 20
0.41 15853 20
-0.35 15854 20
-0.13 15855 20
-0.27 15856 20
0.39 15857 20
-0.67 15858 20
0.58 15859 20
0.03 15860 20
-0.11 15861 20
0.60 15862 20
0.66 15863 20
0.79 15864 20
-14.45 15865 20
-0.58 15866 20
0.58 15867 20
0.13 15868 20
-3.00 15869 20
-2.86 15870 20
-0.58 15871 20
0.33 15872 20
0.12 15873 20
0.55 15874 20
-0.17 15875 20
0.21 15876 20
0.86 15877 20
1.15 15878 20
3.64 15879 20
0.63 15880 20
0.57 15881 20
1.12 15882 20
0.05 15883 20
0.79 15884 20
0.25 15885 20
0.03 15886 20
0.24 15887 20
0.62 15888 20
0.11 15889 20
-0.10 15890 20
-5.04 15891 20
0.66 15892 20
0.56 15893 20
-1.13 15894 20
2.15 15895 20
-1.04 15896 20
-0.56 15897 20
0.25 15898 20
0.21 15899 20
-0.06 15900 20
-0.04 15901 20
-0.96 15902 20
0.65 15903 20
-0.08 15904 20
-7.35 15905 20
0.11 15906 20
-0.21 15907 20
0.55 15908 20
-0.59 15909 20
-2.38 15910 20
0.92 15911 20
0.58 15912 20
-0.14 15913 20
3.10 15914 20
0.00 15915 20
-0.16 15916 20
0.32 15917 20
0.35 15918 20
0.56 15919 20
-0.06 15920 20
0.75 15921 20
0.33 15922 20
-6.40 15923 20
0.07 15924 20
0.23 15925 20
-0.31 15926 20
0.28 15927 20
-0.56 15928 20
-0.92 15929 20
0.35 15930 20
0.02 15931 20
0.55 15932 20
0.58 15933 20
-0.14 15934 20
0.53 15935 20
-60.26 15936 20
0.43 15937 20
-1.08 15938 20
1.66 15939 20
0.68 15940 20
0.78 15941 20
0.58 15942 20
-3.92 15943 20
-0.12 15944 20
-0.70 15945 20
-0.28 15946 20
0.15 15947 20
0.15 15948 20
0.28 15949 20
-0.16 15950 20
-4.25 15951 20
-0.11 15952 20
-0.73 15953 20
0.66 15954 20
-0.81 15955 20
2.31 15956 20
-0.11 15957 20
0.16 15958 20
0.65 15959 20
-0.00 15960 20
0.31 15961 20
1.33 15962 20
-0.55 15963 20
0.25 15964 20
2.06 15965 20
0.21 15966 20
0.13 15967 20
0.18 15968 20
0.37 15969 20
0.01 15970 20
0.13 15971 20
-0.54 15972 20
-3.57 15973 20
1.41 15974 20
0.29 15975 20
0.05 15976 20
-0.32 15977 20
0.34 15978 20
-0.19 15979 20
0.97 15980 20
0.81 15981 20
0.04 15982 20
0.14 15983 20
0.59 15984 20
0.27 15985 20
-0.16 15986 20
-1.02 15987 20
0.14 15988 20
-0.14 15989 20
0.54 15990 20
-0.07 15991 20
3.86 15992 20
-0.59 15993 20
-1.37 15994 20
0.01 15995 20
-0.30 15996 20
-0.26 15997 20
-0.15 15998 20
0.18 15999 20
-0.00 16000 20
0.60 16001 21
0.68 16002 21
1.02 16003 21
1.08 16004 21
0.76 16005 21
0.78 16006 21
0.60 16007 21
0.69 16008 21
0.83 16009 21
0.82 16010 21
0.83 16011 21
0.75 16012 21
0.90 16013 21
0.70 16014 21
1.16 16015 21
0.68 16016 21
0.71 16017 21
0.77 16018 21
0.75 16019 21
0.90 16020 21
0.96 16021 21
0.85 16022 21
0.89 16023 21
0.81 16024 21
0.82 16025 21
1.02 16026 21
0.82 16027 21
0.91 16028 21
0.80 16029 21
0.40 16030 21
0.06 16031 21
0.04 16032 21
-0.06 16033 21
-0.23 16034 21
-0.01 16035 21
-0.03 16036 21
0.03 16037 21
0.03 16038 21
0.04 16039 21
-0.13 16040 21
-0.05 16041 21
-0.03 16042 21
0.02 16043 21
0.05 16044 21
-0.08 16045 21
0.03 16046 21
0.19 16047 21
-0.07 16048 21
0.10 16049 21
0.00 16050 21
0.04 16051 21
-0.09 16052 21
-0.15 16053 21
0.01 16054 21
0.08 16055 21
0.09 16056 21
-0.13 16057 21
-0.04 16058 21
-0.01 16059 21
0.07 16060 21
-0.02 16061 21
-1.36 16062 21
1.21 16063 21
0.16 16064 21
0.01 16065 21
0.69 16066 21
0.25 16067 21
0.00 16068 21
3.96 16069 21
22.70 16070 21
-0.16 16071 21
0.13 16072 21
-0.13 16073 21
1.84 16074 21
-0.03 16075 21
18.88 16076 21
0.34 16077 21
-239.40 16078 21
-1.31 16079 21
0.63 16080 21
-0.33 16081 21
0.06 16082 21
12.40 16083 21
-0.63 16084 21
-0.26 16085 21
-0.44 16086 21
-5.76 16087 21
0.15 16088 21
1.37 16089 21
0.87 16090 21
1.17 16091 21
1.94 16092 21
0.46 16093 21
1.29 16094 21
1.42 16095 21
1.27 16096 21
-0.48 16097 21
0.96 16098 21
-0.07 16099 21
2.67 16100 21
0.08 16101 21
0.51 16102 21
0.24 16103 21
-1.02 16104 21
0.40 16105 21
-0.81 16106 21
0.75 16107 21
-0.76 16108 21
-2.65 16109 21
-0.41 16110 21
0.80 16111 21
0.91 16112 21
0.91 16113 21
1.63 16114 21
-0.85 16115 21
0.73 16116 21
1.24 16117 21
-0.69 16118 21
1.27 16119 21
21.86 16120 21
0.38 16121 21
0.71 16122 21
0.69 16123 21
1.00 16124 21
1.11 16125 21
0.90 16126 21
-91.56 16127 21
-0.17 16128 21
-0.89 16129 21
-0.10 16130 21
-0.21 16131 21
0.52 16132 21
1.71 16133 21
1.84 16134 21
1.61 16135 21
0.25 16136 21
0.01 16137 21
0.10 16138 21
1.12 16139 21
0.93 16140 21
0.12 16141 21
-0.94 16142 21
-0.79 16143 21
1.57 16144 21
3.54 16145 21
0.33 16146 21
1.40 16147 21
-0.27 16148 21
0.09 16149 21
-0.33 16150 21
-0.32 16151 21
-0.19 16152 21
-4.68 16153 21
0.33 16154 21
0.39 16155 21
0.67 16156 21
1.28 16157 21
-2.63 16158 21
-0.31 16159 21
0.48 16160 21
-0.97 16161 21
0.16 16162 21
-0.31 16163 21
2.14 16164 21
-0.03 16165 21
-1.15 16166 21
-0.36 16167 21
0.83 16168 21
-0.47 16169 21
0.53 16170 21
0.36 16171 21
-1.26 16172 21
6.81 16173 21
-18.77 16174 21
3.05 16175 21
-0.62 16176 21
0.11 16177 21
-0.33 16178 21
0.34 16179 21
0.75 16180 21
-0.02 16181 21
2.44 16182 21
-1.05 16183 21
-0.29 16184 21
-0.80 16185 21
-0.22 16186 21
-1.75 16187 21
0.62 16188 21
0.64 16189 21
-2.71 16190 21
0.71 16191 21
-0.25 16192 21
-0.03 16193 21
1.19 16194 21
0.16 16195 21
-0.17 16196 21
-0.11 16197 21
1.01 16198 21
0.55 16199 21
0.73 16200 21
0.70 16201 21
0.50 16202 21
7.46 16203 21
-0.04 16204 21
0.69 16205 21
0.46 16206 21
1.60 16207 21
0.40 16208 21
0.45 16209 21
0.66 16210 21
-2.01 16211 21
0.68 16212 21
0.41 16213 21
0.37 16214 21
0.08 16215 21
0.12 16216 21
2.47 16217 21
-1.86 16218 21
-0.31 16219 21
0.15 16220 21
-0.24 16221 21
0.04 16222 21
-0.87 16223 21
-2.23 16224 21
0.41 16225 21
2.08 16226 21
0.33 16227 21
0.90 16228 21
-2.16 16229 21
-0.35 16230 21
0.41 16231 21
2.39 16232 21
-0.31 16233 21
-2.39 16234 21
0.33 16235 21
0.59 16236 21
1.11 16237 21
1.21 16238 21
-0.30 16239 21
0.32 16240 21
-1.19 16241 21
1.39 16242 21
-0.54 16243 21
-0.81 16244 21
0.49 16245 21
0.29 16246 21
0.32 16247 21
-10.35 16248 21
0.06 16249 21
1.40 16250 21
0.90 16251 21
1.49 16252 21
-0.43 16253 21
-0.28 16254 21
-0.68 16255 21
1.16 16256 21
-0.30 16257 21
0.63 16258 21
1.03 16259 21
3.39 16260 21
-0.11 16261 21
-0.70 16262 21
0.99 16263 21
0.02 16264 21
-0.47 16265 21
-0.22 16266 21
2.22 16267 21
0.73 16268 21
0.49 16269 21
1.09 16270 21
-0.02 16271 21
-3.31 16272 21
-1.97 16273 21
0.69 16274 21
13.74 16275 21
-0.42 16276 21
1.03 16277 21
-7.16 16278 21
-2.44 16279 21
0.05 16280 21
-2.05 16281 21
-1.15 16282 21
0.69 16283 21
-0.20 16284 21
-0.04 16285 21
0.88 16286 21
-15.96 16287 21
-0.29 16288 21
-4.72 16289 21
2.86 16290 21
5.89 16291 21
-1.76 16292 21
0.70 16293 21
0.11 16294 21
-0.22 16295 21
1.24 16296 21
1.16 16297 21
0.56 16298 21
0.35 16299 21
-0.08 16300 21
0.10 16301 21
0.66 16302 21
0.55 16303 21
9.09 16304 21
0.67 16305 21
13.09 16306 21
10.83 16307 21
-0.37 16308 21
1.43 16309 21
-0.67 16310 21
2.36 16311 21
1.22 16312 21
20.89 16313 21
-0.75 16314 21
-2.04 16315 21
0.06 16316 21
0.92 16317 21
0.59 16318 21
-1.03 16319 21
-3.47 16320 21
-0.69 16321 21
0.26 16322 21
0.06 16323 21
-0.11 16324 21
-0.20 16325 21
-0.16 16326 21
0.61 16327 21
0.53 16328 21
-4.82 16329 21
0.05 16330 21
-0.58 16331 21
0.36 16332 21
0.21 16333 21
-0.14 16334 21
0.31 16335 21
-0.53 16336 21
1.30 16337 21
1.56 16338 21
0.46 16339 21
-8.82 16340 21
-0.18 16341 21
0.20 16342 21
0.87 16343 21
0.75 16344 21
0.60 16345 21
-0.47 16346 21
-0.20 16347 21
1.20 16348 21
0.29 16349 21
-1.53 16350 21
-1.80 16351 21
-0.45 16352 21
0.00 16353 21
0.46 16354 21
0.44 16355 21
-0.74 16356 21
-0.58 16357 21
0.80 16358 21
2.85 16359 21
0.30 16360 21
-0.64 16361 21
1.15 16362 21
0.82 16363 21
0.73 16364 21
-11.58 16365 21
0.37 16366 21
0.88 16367 21
-1.83 16368 21
6.83 16369 21
1.61 16370 21
2.61 16371 21
0.81 16372 21
0.62 16373 21
-0.25 16374 21
-0.32 16375 21
2.39 16376 21
3.75 16377 21
0.33 16378 21
0.74 16379 21
0.15 16380 21
0.23 16381 21
0.58 16382 21
0.41 16383 21
0.82 16384 21
0.55 16385 21
3.91 16386 21
-3.48 16387 21
0.50 16388 21
0.84 16389 21
0.41 16390 21
0.82 16391 21
0.47 16392 21
0.16 16393 21
-0.36 16394 21
1.65 16395 21
0.16 16396 21
-4.38 16397 21
0.86 16398 21
0.14 16399 21
0.48 16400 21
-0.72 16401 21
-56.00 16402 21
0.76 16403 21
0.48 16404 21
-0.25 16405 21
1.51 16406 21
-0.17 16407 21
2.16 16408 21
0.06 16409 21
8.34 16410 21
-1.99 16411 21
-0.08 16412 21
0.92 16413 21
-0.86 16414 21
0.57 16415 21
0.39 16416 21
0.34 16417 21
1.38 16418 21
0.29 16419 21
0.45 16420 21
1.80 16421 21
-0.23 16422 21
0.58 16423 21
-0.10 16424 21
-0.18 16425 21
-0.24 16426 21
2.43 16427 21
-0.22 16428 21
433.26 16429 21
-1.12 16430 21
-0.02 16431 21
1.11 16432 21
-0.24 16433 21
2.58 16434 21
-0.81 16435 21
3.60 16436 21
-0.00 16437 21
-0.54 16438 21
1.69 16439 21
0.03 16440 21
0.29 16441 21
0.26 16442 21
1.37 16443 21
-0.14 16444 21
1.18 16445 21
0.14 16446 21
0.69 16447 21
-3.54 16448 21
5.09 16449 21
0.00 16450 21
-0.33 16451 21
-0.79 16452 21
-0.03 16453 21
0.79 16454 21
0.77 16455 21
-0.34 16456 21
-0.98 16457 21
9.99 16458 21
-0.69 16459 21
-0.20 16460 21
449.95 16461 21
11.13 16462 21
2.68 16463 21
0.24 16464 21
0.79 16465 21
0.33 16466 21
0.75 16467 21
-1.35 16468 21
0.06 16469 21
10.11 16470 21
-0.15 16471 21
-2.31 16472 21
0.35 16473 21
0.40 16474 21
0.13 16475 21
-8.75 16476 21
1.98 16477 21
7.15 16478 21
-0.08 16479 21
0.85 16480 21
1.23 16481 21
0.28 16482 21
0.25 16483 21
1.33 16484 21
-0.67 16485 21
0.59 16486 21
0.46 16487 21
0.65 16488 21
-0.42 16489 21
0.77 16490 21
0.39 16491 21
1.36 16492 21
0.42 16493 21
0.56 16494 21
-0.41 16495 21
0.42 16496 21
-0.61 16497 21
0.58 16498 21
0.28 16499 21
-0.87 16500 21
0.51 16501 21
0.24 16502 21
0.48 16503 21
-0.01 16504 21
0.36 16505 21
0.27 16506 21
-0.12 16507 21
-0.84 16508 21
0.23 16509 21
-0.76 16510 21
1.89 16511 21
0.63 16512 21
87.49 16513 21
0.56 16514 21
-0.37 16515 21
-0.19 16516 21
0.36 16517 21
0.69 16518 21
-2.25 16519 21
-0.51 16520 21
0.49 16521 21
0.55 16522 21
-0.67 16523 21
0.79 16524 21
-2.29 16525 21
0.96 16526 21
0.02 16527 21
1.98 16528 21
-0.14 16529 21
-0.36 16530 21
-0.43 16531 21
-1.87 16532 21
1.38 16533 21
0.63 16534 21
0.60 16535 21
0.63 16536 21
0.62 16537 21
0.43 16538 21
-0.26 16539 21
0.18 16540 21
-1.30 16541 21
0.51 16542 21
1.57 16543 21
0.12 16544 21
0.12 16545 21
-0.01 16546 21
0.41 16547 21
-1.98 16548 21
-0.70 16549 21
-0.00 16550 21
0.79 16551 21
0.35 16552 21
1.04 16553 21
-3.82 16554 21
0.00 16555 21
1.21 16556 21
-0.52 16557 21
-0.21 16558 21
0.02 16559 21
0.81 16560 21
-56.96 16561 21
2.67 16562 21
-0.12 16563 21
1.11 16564 21
0.57 16565 21
1.35 16566 21
1.21 16567 21
0.93 16568 21
-0.27 16569 21
-0.08 16570 21
0.25 16571 21
1.10 16572 21
0.52 16573 21
0.55 16574 21
-0.78 16575 21
0.06 16576 21
0.27 16577 21
-0.08 16578 21
-0.45 16579 21
-0.63 16580 21
0.74 16581 21
-1.60 16582 21
0.09 16583 21
0.04 16584 21
1.20 16585 21
-0.18 16586 21
0.87 16587 21
0.50 16588 21
-0.11 16589 21
-0.10 16590 21
-0.40 16591 21
0.03 16592 21
0.85 16593 21
0.41 16594 21
-0.62 16595 21
0.46 16596 21
0.68 16597 21
-0.71 16598 21
0.19 16599 21
-0.00 16600 21
0.63 16601 21
0.42 16602 21
1.57 16603 21
2.94 16604 21
-0.39 16605 21
-92.28 16606 21
3.83 16607 21
-0.12 16608 21
1.31 16609 21
1.07 16610 21
1.51 16611 21
0.86 16612 21
-0.23 16613 21
-1.33 16614 21
3.13 16615 21
4.31 16616 21
2.39 16617 21
-0.66 16618 21
15.29 16619 21
2.34 16620 21
