E T Indicator
0.64 3826 5
-0.54 3827 5
-0.13 3828 5
-0.28 3829 5
1.37 3830 5
-0.33 3831 5
1.36 3832 5
0.15 3833 5
0.67 3834 5
0.86 3835 5
0.25 3836 5
0.35 3837 5
-28.52 3838 5
0.36 3839 5
-0.18 3840 5
0.41 3841 5
-0.06 3842 5
0.27 3843 5
0.01 3844 5
-0.20 3845 5
0.65 3846 5
-1.17 3847 5
-6.46 3848 5
-0.73 3849 5
-0.36 3850 5
0.42 3851 5
-1.28 3852 5
0.12 3853 5
4.09 3854 5
0.48 3855 5
-0.00 3856 5
-0.04 3857 5
0.03 3858 5
-0.28 3859 5
-0.14 3860 5
0.79 3861 5
0.47 3862 5
-1.81 3863 5
-0.06 3864 5
1.33 3865 5
0.72 3866 5
0.06 3867 5
0.37 3868 5
0.52 3869 5
-0.80 3870 5
-0.80 3871 5
0.04 3872 5
-0.27 3873 5
-0.35 3874 5
0.60 3875 5
0.36 3876 5
0.10 3877 5
4.41 3878 5
-0.40 3879 5
-0.07 3880 5
-0.53 3881 5
0.40 3882 5
-0.08 3883 5
-0.83 3884 5
-0.43 3885 5
0.05 3886 5
-0.40 3887 5
0.08 3888 5
0.94 3889 5
0.56 3890 5
0.60 3891 5
-0.25 3892 5
-0.26 3893 5
0.14 3894 5
-2.39 3895 5
-0.09 3896 5
-2.02 3897 5
-0.39 3898 5
-0.14 3899 5
-0.32 3900 5
0.48 3901 5
0.70 3902 5
-3.07 3903 5
0.63 3904 5
5.20 3905 5
-1.13 3906 5
0.31 3907 5
-3.49 3908 5
-1.35 3909 5
-1.40 3910 5
-0.22 3911 5
0.05 3912 5
0.51 3913 5
0.33 3914 5
-0.32 3915 5
1.76 3916 5
-0.10 3917 5
0.49 3918 5
0.49 3919 5
0.61 3920 5
0.11 3921 5
-0.28 3922 5
-0.53 3923 5
-0.71 3924 5
-0.41 3925 5
2.55 3926 5
0.90 3927 5
0.21 3928 5
-0.06 3929 5
0.19 3930 5
1.77 3931 5
0.34 3932 5
0.46 3933 5
-0.13 3934 5
1.02 3935 5
0.37 3936 5
-0.05 3937 5
1.03 3938 5
1.25 3939 5
-0.24 3940 5
0.20 3941 5
-0.29 3942 5
0.63 3943 5
-0.61 3944 5
-0.91 3945 5
-0.91 3946 5
-1.52 3947 5
-0.37 3948 5
0.51 3949 5
0.59 3950 5
1.73 3951 5
0.13 3952 5
0.14 3953 5
-0.45 3954 5
-0.12 3955 5
0.17 3956 5
0.93 3957 5
1.54 3958 5
0.02 3959 5
-0.28 3960 5
-0.13 3961 5
2.23 3962 5
-9.64 3963 5
0.58 3964 5
-0.35 3965 5
-0.22 3966 5
0.50 3967 5
-0.87 3968 5
1.34 3969 5
0.05 3970 5
0.34 3971 5
0.26 3972 5
0.61 3973 5
0.20 3974 5
0.09 3975 5
0.14 3976 5
-0.48 3977 5
-1.88 3978 5
0.30 3979 5
-2.24 3980 5
-0.13 3981 5
1.04 3982 5
-0.02 3983 5
-1.13 3984 5
-4.65 3985 5
-0.22 3986 5
0.08 3987 5
-0.01 3988 5
-1.84 3989 5
2.19 3990 5
-0.84 3991 5
0.38 3992 5
-0.11 3993 5
0.06 3994 5
0.32 3995 5
0.45 3996 5
0.15 3997 5
-1.61 3998 5
0.18 3999 5
-0.04 4000 5
0.57 4001 6
0.73 4002 6
1.62 4003 6
1.37 4004 6
0.76 4005 6
1.91 4006 6
1.13 4007 6
0.73 4008 6
0.73 4009 6
0.81 4010 6
0.81 4011 6
0.97 4012 6
0.86 4013 6
0.89 4014 6
1.01 4015 6
0.80 4016 6
0.78 4017 6
0.93 4018 6
0.56 4019 6
0.85 4020 6
0.46 4021 6
1.07 4022 6
0.85 4023 6
0.74 4024 6
0.89 4025 6
0.20 4026 6
0.41 4027 6
0.23 4028 6
0.00 4029 6
8.96 4030 6
0.66 4031 6
-0.44 4032 6
0.22 4033 6
0.10 4034 6
-0.10 4035 6
-0.19 4036 6
-0.22 4037 6
-0.03 4038 6
0.11 4039 6
0.06 4040 6
-0.11 4041 6
-0.02 4042 6
-0.53 4043 6
0.15 4044 6
-0.12 4045 6
-0.02 4046 6
-0.16 4047 6
-0.04 4048 6
-0.26 4049 6
-0.09 4050 6
-0.03 4051 6
-0.01 4052 6
0.19 4053 6
-0.00 4054 6
0.13 4055 6
0.18 4056 6
-0.10 4057 6
0.13 4058 6
0.01 4059 6
0.00 4060 6
-0.05 4061 6
-0.04 4062 6
-0.00 4063 6
-0.27 4064 6
-0.10 4065 6
-0.07 4066 6
0.02 4067 6
0.09 4068 6
0.04 4069 6
0.13 4070 6
0.10 4071 6
-0.02 4072 6
-0.80 4073 6
-0.14 4074 6
-0.19 4075 6
-0.25 4076 6
-0.15 4077 6
0.10 4078 6
-0.04 4079 6
-0.04 4080 6
-0.06 4081 6
0.70 4082 6
-0.26 4083 6
1.39 4084 6
0.01 4085 6
0.60 4086 6
0.23 4087 6
0.86 4088 6
0.46 4089 6
0.29 4090 6
-0.09 4091 6
-0.34 4092 6
-0.53 4093 6
0.17 4094 6
-0.27 4095 6
-1.67 4096 6
-0.57 4097 6
-0.35 4098 6
0.48 4099 6
-9.37 4100 6
-0.30 4101 6
0.53 4102 6
1.09 4103 6
-0.07 4104 6
-2.08 4105 6
1.48 4106 6
45.01 4107 6
0.95 4108 6
0.24 4109 6
1.32 4110 6
-1.22 4111 6
0.11 4112 6
1.29 4113 6
0.28 4114 6
-0.34 4115 6
-0.97 4116 6
11.90 4117 6
0.42 4118 6
-1.18 4119 6
-4.17 4120 6
3.89 4121 6
0.84 4122 6
0.49 4123 6
-4.60 4124 6
-0.62 4125 6
0.94 4126 6
-1.16 4127 6
-0.84 4128 6
-1.02 4129 6
-1.16 4130 6
0.39 4131 6
2.04 4132 6
0.50 4133 6
-0.29 4134 6
0.30 4135 6
0.13 4136 6
0.24 4137 6
-0.35 4138 6
-0.14 4139 6
0.71 4140 6
0.08 4141 6
24.04 4142 6
-0.25 4143 6
-0.25 4144 6
0.42 4145 6
-8.48 4146 6
4.96 4147 6
1.65 4148 6
0.26 4149 6
0.66 4150 6
1.31 4151 6
0.39 4152 6
2.30 4153 6
-0.17 4154 6
2.70 4155 6
1.51 4156 6
0.12 4157 6
2.65 4158 6
-1.56 4159 6
0.21 4160 6
-0.24 4161 6
-5.36 4162 6
3.69 4163 6
0.38 4164 6
-0.56 4165 6
-1.01 4166 6
0.23 4167 6
1.37 4168 6
0.39 4169 6
1.43 4170 6
-0.31 4171 6
2.29 4172 6
1.09 4173 6
0.04 4174 6
-0.12 4175 6
-0.15 4176 6
-0.08 4177 6
0.09 4178 6
-1.21 4179 6
0.43 4180 6
-1.54 4181 6
0.07 4182 6
3.41 4183 6
0.63 4184 6
0.84 4185 6
1.39 4186 6
-0.25 4187 6
-0.35 4188 6
-1.97 4189 6
0.01 4190 6
-1.55 4191 6
0.83 4192 6
1.04 4193 6
0.10 4194 6
-0.18 4195 6
0.63 4196 6
-0.40 4197 6
1.73 4198 6
0.61 4199 6
0.47 4200 6
2.90 4201 6
1.97 4202 6
1.19 4203 6
-0.17 4204 6
0.04 4205 6
0.27 4206 6
0.00 4207 6
-0.15 4208 6
0.05 4209 6
3.35 4210 6
0.31 4211 6
-0.00 4212 6
-0.34 4213 6
1.15 4214 6
-2.76 4215 6
3.41 4216 6
6.22 4217 6
-1.40 4218 6
-0.83 4219 6
0.45 4220 6
1.29 4221 6
0.25 4222 6
1.56 4223 6
-0.47 4224 6
0.44 4225 6
-0.10 4226 6
0.54 4227 6
0.19 4228 6
0.20 4229 6
-5.65 4230 6
0.12 4231 6
1.22 4232 6
0.74 4233 6
1.91 4234 6
-3.06 4235 6
-0.05 4236 6
-0.01 4237 6
0.06 4238 6
0.25 4239 6
33.13 4240 6
0.30 4241 6
0.18 4242 6
0.05 4243 6
1.43 4244 6
-5.99 4245 6
-0.10 4246 6
0.20 4247 6
-1.73 4248 6
0.06 4249 6
-1.64 4250 6
-13.00 4251 6
-0.40 4252 6
0.14 4253 6
0.00 4254 6
0.67 4255 6
-0.08 4256 6
1.53 4257 6
0.11 4258 6
0.72 4259 6
0.12 4260 6
0.16 4261 6
-2.72 4262 6
-0.64 4263 6
0.32 4264 6
-2.34 4265 6
-5.76 4266 6
-0.37 4267 6
-1.42 4268 6
-0.64 4269 6
10.92 4270 6
0.04 4271 6
-0.42 4272 6
-1.66 4273 6
0.47 4274 6
-0.16 4275 6
0.13 4276 6
0.32 4277 6
-0.67 4278 6
-10.45 4279 6
0.38 4280 6
1.18 4281 6
0.75 4282 6
-0.06 4283 6
-2.37 4284 6
0.27 4285 6
-0.08 4286 6
1.11 4287 6
0.43 4288 6
1.15 4289 6
-1.08 4290 6
-2.74 4291 6
2.13 4292 6
-0.07 4293 6
2.25 4294 6
-3.26 4295 6
-5.94 4296 6
0.10 4297 6
0.34 4298 6
0.20 4299 6
-0.32 4300 6
1.19 4301 6
-1.13 4302 6
-0.19 4303 6
-0.61 4304 6
1.38 4305 6
-0.08 4306 6
0.00 4307 6
-1.10 4308 6
1.12 4309 6
-0.44 4310 6
0.26 4311 6
-0.34 4312 6
-0.13 4313 6
0.05 4314 6
-0.09 4315 6
0.68 4316 6
7.02 4317 6
-0.07 4318 6
-0.38 4319 6
0.86 4320 6
0.25 4321 6
-7.62 4322 6
0.03 4323 6
-1.68 4324 6
-0.76 4325 6
1.24 4326 6
-0.42 4327 6
0.26 4328 6
0.28 4329 6
0.62 4330 6
0.24 4331 6
-0.20 4332 6
-0.05 4333 6
1.00 4334 6
2.62 4335 6
-1.84 4336 6
1.87 4337 6
0.01 4338 6
0.50 4339 6
-0.57 4340 6
0.84 4341 6
2.29 4342 6
-0.92 4343 6
1.43 4344 6
4.48 4345 6
1.42 4346 6
-0.01 4347 6
-0.50 4348 6
0.23 4349 6
0.42 4350 6
-0.44 4351 6
0.42 4352 6
0.00 4353 6
0.17 4354 6
0.54 4355 6
0.42 4356 6
-0.92 4357 6
0.40 4358 6
-1.48 4359 6
0.24 4360 6
-0.12 4361 6
-12.68 4362 6
-0.81 4363 6
0.24 4364 6
0.57 4365 6
1.36 4366 6
0.45 4367 6
0.27 4368 6
-0.38 4369 6
1.11 4370 6
0.57 4371 6
-0.26 4372 6
-0.25 4373 6
3.41 4374 6
-1.97 4375 6
-0.40 4376 6
-2.00 4377 6
1.11 4378 6
-0.68 4379 6
5.48 4380 6
0.06 4381 6
0.24 4382 6
2.22 4383 6
0.77 4384 6
1.12 4385 6
-0.00 4386 6
-0.54 4387 6
0.59 4388 6
0.19 4389 6
-0.16 4390 6
1.29 4391 6
-0.27 4392 6
1.49 4393 6
2.55 4394 6
-0.19 4395 6
0.27 4396 6
1.19 4397 6
-1.02 4398 6
0.32 4399 6
0.28 4400 6
0.55 4401 6
-77.84 4402 6
-4.88 4403 6
0.33 4404 6
-1.19 4405 6
2.04 4406 6
-0.55 4407 6
0.40 4408 6
0.37 4409 6
2.26 4410 6
0.75 4411 6
1.95 4412 6
-1.46 4413 6
-0.02 4414 6
1.00 4415 6
1.39 4416 6
2.61 4417 6
-0.92 4418 6
0.95 4419 6
-0.02 4420 6
-1.07 4421 6
0.88 4422 6
15.62 4423 6
1.67 4424 6
-0.44 4425 6
-0.82 4426 6
0.31 4427 6
6.32 4428 6
0.77 4429 6
-0.13 4430 6
0.94 4431 6
0.38 4432 6
0.79 4433 6
-0.03 4434 6
-34.42 4435 6
0.12 4436 6
1.00 4437 6
-0.96 4438 6
-2.94 4439 6
-4.39 4440 6
-0.95 4441 6
-2.71 4442 6
0.52 4443 6
-0.56 4444 6
0.61 4445 6
0.25 4446 6
0.37 4447 6
0.63 4448 6
0.74 4449 6
0.33 4450 6
32.85 4451 6
0.39 4452 6
-0.01 4453 6
0.32 4454 6
-0.12 4455 6
1.89 4456 6
0.18 4457 6
0.30 4458 6
5.67 4459 6
0.91 4460 6
0.98 4461 6
9.30 4462 6
-0.24 4463 6
0.01 4464 6
-0.84 4465 6
0.17 4466 6
-2.23 4467 6
-2.56 4468 6
-0.03 4469 6
0.14 4470 6
0.53 4471 6
0.18 4472 6
0.58 4473 6
-0.02 4474 6
0.41 4475 6
0.06 4476 6
-0.23 4477 6
-0.63 4478 6
-0.40 4479 6
-0.25 4480 6
1.32 4481 6
8.41 4482 6
-1.16 4483 6
1.07 4484 6
-0.30 4485 6
2.65 4486 6
1.47 4487 6
3.39 4488 6
0.33 4489 6
-0.48 4490 6
0.83 4491 6
0.40 4492 6
-0.07 4493 6
1.65 4494 6
0.47 4495 6
1.18 4496 6
0.68 4497 6
-1.62 4498 6
1.34 4499 6
-1.31 4500 6
0.21 4501 6
-0.05 4502 6
-1.94 4503 6
0.21 4504 6
0.68 4505 6
-4.09 4506 6
-0.09 4507 6
1.10 4508 6
3.32 4509 6
-0.23 4510 6
-0.40 4511 6
-1.10 4512 6
-0.13 4513 6
2.71 4514 6
0.79 4515 6
0.83 4516 6
0.60 4517 6
-1.93 4518 6
0.08 4519 6
1.20 4520 6
5.80 4521 6
-0.07 4522 6
-3.47 4523 6
0.39 4524 6
1.85 4525 6
-0.08 4526 6
2.24 4527 6
-0.89 4528 6
0.05 4529 6
-0.05 4530 6
0.04 4531 6
-0.06 4532 6
0.87 4533 6
-0.75 4534 6
0.33 4535 6
4.13 4536 6
-0.88 4537 6
-1.15 4538 6
1.63 4539 6
0.01 4540 6
-6.68 4541 6
-0.47 4542 6
-0.13 4543 6
-10.69 4544 6
0.26 4545 6
0.71 4546 6
0.48 4547 6
0.57 4548 6
0.44 4549 6
-0.40 4550 6
-2.38 4551 6
-0.52 4552 6
-6.55 4553 6
0.51 4554 6
-4.63 4555 6
0.43 4556 6
1.80 4557 6
-1.83 4558 6
-0.76 4559 6
43.00 4560 6
-0.84 4561 6
2.49 4562 6
-1.37 4563 6
8.53 4564 6
0.63 4565 6
-0.64 4566 6
-0.39 4567 6
0.73 4568 6
5.57 4569 6
0.51 4570 6
1.38 4571 6
0.81 4572 6
9.96 4573 6
0.41 4574 6
-0.10 4575 6
0.26 4576 6
0.17 4577 6
0.22 4578 6
0.02 4579 6
-0.10 4580 6
0.87 4581 6
1.00 4582 6
0.03 4583 6
-0.03 4584 6
-1.18 4585 6
41.53 4586 6
1.44 4587 6
0.20 4588 6
0.04 4589 6
-0.31 4590 6
0.22 4591 6
1.54 4592 6
-50.18 4593 6
-0.34 4594 6
0.25 4595 6
30.24 4596 6
8.92 4597 6
0.46 4598 6
1.87 4599 6
-0.58 4600 6
0.67 4601 6
0.32 4602 6
0.93 4603 6
0.27 4604 6
0.35 4605 6
0.34 4606 6
-0.15 4607 6
0.10 4608 6
0.20 4609 6
-0.95 4610 6
1.04 4611 6
-0.68 4612 6
-0.38 4613 6
0.88 4614 6
0.07 4615 6
0.73 4616 6
-0.31 4617 6
-0.66 4618 6
1.01 4619 6
-0.07 4620 6
0.36 4621 6
1.71 4622 6
0.34 4623 6
1.19 4624 6
0.04 4625 6
-0.06 4626 6
-0.87 4627 6
0.99 4628 6
0.26 4629 6
4.06 4630 6
1.35 4631 6
0.68 4632 6
-0.32 4633 6
0.39 4634 6
0.54 4635 6
0.37 4636 6
0.06 4637 6
1.55 4638 6
-0.11 4639 6
0.22 4640 6
0.76 4641 6
0.13 4642 6
0.79 4643 6
0.64 4644 6
2.03 4645 6
0.26 4646 6
-0.98 4647 6
0.75 4648 6
-1.85 4649 6
0.37 4650 6
1.12 4651 6
0.23 4652 6
-0.75 4653 6
1.51 4654 6
0.42 4655 6
0.26 4656 6
-0.50 4657 6
0.39 4658 6
0.97 4659 6
0.55 4660 6
1.52 4661 6
-0.07 4662 6
0.35 4663 6
1.62 4664 6
0.15 4665 6
-0.23 4666 6
0.73 4667 6
1.80 4668 6
80.85 4669 6
-0.11 4670 6
0.39 4671 6
-0.98 4672 6
0.15 4673 6
1.98 4674 6
-0.03 4675 6
0.66 4676 6
-1.67 4677 6
0.22 4678 6
0.39 4679 6
-2.71 4680 6
-2.29 4681 6
0.35 4682 6
3.34 4683 6
0.19 4684 6
0.38 4685 6
-1.32 4686 6
2.23 4687 6
-1.91 4688 6
0.83 4689 6
0.33 4690 6
0.33 4691 6
0.47 4692 6
0.95 4693 6
1.11 4694 6
0.11 4695 6
0.76 4696 6
0.02 4697 6
0.42 4698 6
0.33 4699 6
0.63 4700 6
0.66 4701 6
0.28 4702 6
-0.26 4703 6
0.59 4704 6
-0.50 4705 6
1.22 4706 6
-1.11 4707 6
-1.24 4708 6
0.66 4709 6
0.61 4710 6
-5.85 4711 6
-0.03 4712 6
0.25 4713 6
0.43 4714 6
-0.11 4715 6
-0.26 4716 6
-0.90 4717 6
-13.07 4718 6
-0.13 4719 6
0.72 4720 6
0.36 4721 6
4.92 4722 6
2.02 4723 6
-1.62 4724 6
-0.07 4725 6
1.86 4726 6
-0.06 4727 6
0.01 4728 6
0.31 4729 6
2.13 4730 6
-0.39 4731 6
4.50 4732 6
0.05 4733 6
-0.53 4734 6
1.27 4735 6
0.09 4736 6
-0.35 4737 6
0.31 4738 6
1.41 4739 6
0.11 4740 6
0.98 4741 6
1.20 4742 6
-0.20 4743 6
0.24 4744 6
-0.15 4745 6
-1.76 4746 6
0.04 4747 6
0.23 4748 6
0.24 4749 6
-1.04 4750 6
1.77 4751 6
0.58 4752 6
0.45 4753 6
-0.10 4754 6
0.89 4755 6
-1.02 4756 6
0.67 4757 6
-0.30 4758 6
1.23 4759 6
-0.17 4760 6
2.20 4761 6
-0.48 4762 6
-2.66 4763 6
1.87 4764 6
-1.32 4765 6
-1.29 4766 6
0.07 4767 6
-0.15 4768 6
-1.22 4769 6
1.10 4770 6
-0.14 4771 6
-0.17 4772 6
3.52 4773 6
0.36 4774 6
-0.02 4775 6
0.19 4776 6
0.18 4777 6
0.20 4778 6
-0.31 4779 6
0.63 4780 6
0.06 4781 6
0.86 4782 6
-0.13 4783 6
0.49 4784 6
1.40 4785 6
0.47 4786 6
10.64 4787 6
11.42 4788 6
16.72 4789 6
-0.28 4790 6
-0.92 4791 6
-0.67 4792 6
-1.77 4793 6
0.79 4794 6
0.94 4795 6
-0.62 4796 6
10.77 4797 6
0.03 4798 6
0.04 4799 6
0.23 4800 6
0.45 4801 7
0.59 4802 7
0.85 4803 7
0.90 4804 7
1.01 4805 7
0.81 4806 7
1.24 4807 7
1.10 4808 7
0.78 4809 7
0.73 4810 7
0.88 4811 7
0.88 4812 7
1.14 4813 7
1.07 4814 7
0.90 4815 7
1.20 4816 7
0.58 4817 7
0.99 4818 7
1.31 4819 7
1.20 4820 7
1.05 4821 7
1.46 4822 7
1.38 4823 7
1.02 4824 7
1.39 4825 7
1.04 4826 7
1.73 4827 7
1.23 4828 7
1.06 4829 7
0.61 4830 7
0.70 4831 7
0.88 4832 7
0.58 4833 7
0.77 4834 7
1.11 4835 7
0.70 4836 7
1.25 4837 7
-2.52 4838 7
-0.25 4839 7
-0.15 4840 7
0.04 4841 7
0.00 4842 7
0.14 4843 7
-0.21 4844 7
0.03 4845 7
0.18 4846 7
0.09 4847 7
0.17 4848 7
0.18 4849 7
-0.04 4850 7
0.16 4851 7
0.12 4852 7
-0.00 4853 7
0.02 4854 7
0.25 4855 7
0.17 4856 7
0.06 4857 7
-0.06 4858 7
0.03 4859 7
0.11 4860 7
0.13 4861 7
-0.03 4862 7
0.02 4863 7
0.11 4864 7
-0.02 4865 7
-0.11 4866 7
-0.08 4867 7
-0.00 4868 7
0.02 4869 7
0.10 4870 7
-0.01 4871 7
-0.08 4872 7
0.33 4873 7
0.03 4874 7
0.64 4875 7
-0.04 4876 7
0.26 4877 7
1.17 4878 7
0.13 4879 7
0.15 4880 7
0.76 4881 7
-0.27 4882 7
0.24 4883 7
-0.09 4884 7
0.47 4885 7
0.75 4886 7
0.31 4887 7
0.40 4888 7
0.45 4889 7
0.65 4890 7
0.27 4891 7
-0.11 4892 7
-0.07 4893 7
-0.10 4894 7
0.25 4895 7
0.87 4896 7
0.11 4897 7
-0.08 4898 7
1.21 4899 7
0.00 4900 7
2.36 4901 7
0.53 4902 7
-0.46 4903 7
1.70 4904 7
-0.14 4905 7
0.49 4906 7
-0.18 4907 7
-0.74 4908 7
0.31 4909 7
0.53 4910 7
-1.16 4911 7
-0.42 4912 7
0.73 4913 7
13.46 4914 7
-0.17 4915 7
0.20 4916 7
0.41 4917 7
0.54 4918 7
0.70 4919 7
0.17 4920 7
0.31 4921 7
0.06 4922 7
0.68 4923 7
5.44 4924 7
-0.12 4925 7
5.36 4926 7
-0.38 4927 7
1.58 4928 7
4.30 4929 7
10.08 4930 7
0.94 4931 7
0.36 4932 7
-1.01 4933 7
-15.88 4934 7
0.20 4935 7
1.05 4936 7
0.34 4937 7
0.34 4938 7
1.23 4939 7
1.62 4940 7
0.30 4941 7
0.73 4942 7
0.57 4943 7
0.45 4944 7
3.69 4945 7
1.12 4946 7
0.64 4947 7
0.45 4948 7
-0.57 4949 7
1.05 4950 7
0.16 4951 7
1.37 4952 7
-0.35 4953 7
0.22 4954 7
0.03 4955 7
-1.10 4956 7
-0.10 4957 7
-0.58 4958 7
-0.09 4959 7
0.18 4960 7
0.53 4961 7
0.30 4962 7
-0.24 4963 7
0.32 4964 7
1.71 4965 7
-0.06 4966 7
-0.02 4967 7
0.23 4968 7
0.31 4969 7
-0.45 4970 7
5.43 4971 7
1.07 4972 7
-0.08 4973 7
-0.45 4974 7
0.69 4975 7
0.89 4976 7
0.23 4977 7
-1.14 4978 7
0.49 4979 7
0.93 4980 7
-0.78 4981 7
2.25 4982 7
16.35 4983 7
0.81 4984 7
0.31 4985 7
10.49 4986 7
2.14 4987 7
-1.33 4988 7
5.68 4989 7
-1.22 4990 7
-1.60 4991 7
3.31 4992 7
0.01 4993 7
0.80 4994 7
-0.73 4995 7
-0.27 4996 7
0.31 4997 7
-35.27 4998 7
0.33 4999 7
0.28 5000 7
2.22 5001 7
0.66 5002 7
0.40 5003 7
-0.66 5004 7
0.64 5005 7
-0.82 5006 7
-0.10 5007 7
6.10 5008 7
0.00 5009 7
-0.56 5010 7
6.62 5011 7
-0.54 5012 7
-2.32 5013 7
-0.10 5014 7
0.25 5015 7
-3.48 5016 7
-4.80 5017 7
0.26 5018 7
-5.06 5019 7
0.61 5020 7
1.13 5021 7
0.89 5022 7
3.38 5023 7
0.27 5024 7
0.61 5025 7
0.05 5026 7
0.74 5027 7
-0.12 5028 7
0.35 5029 7
0.17 5030 7
3.43 5031 7
-0.67 5032 7
7.17 5033 7
0.45 5034 7
0.94 5035 7
1.15 5036 7
-1.63 5037 7
0.16 5038 7
1.14 5039 7
0.24 5040 7
-2.18 5041 7
3.84 5042 7
2.75 5043 7
0.15 5044 7
1.94 5045 7
1.03 5046 7
-0.81 5047 7
-0.27 5048 7
2.13 5049 7
0.07 5050 7
0.61 5051 7
-1.19 5052 7
6.88 5053 7
1.31 5054 7
-0.15 5055 7
-0.20 5056 7
-0.02 5057 7
0.24 5058 7
1.47 5059 7
1.10 5060 7
0.16 5061 7
0.43 5062 7
-0.03 5063 7
1.14 5064 7
-1.22 5065 7
0.10 5066 7
-0.25 5067 7
0.29 5068 7
0.43 5069 7
0.68 5070 7
-0.23 5071 7
-0.62 5072 7
-0.23 5073 7
-0.87 5074 7
-0.21 5075 7
4.27 5076 7
-4.65 5077 7
0.79 5078 7
0.32 5079 7
0.43 5080 7
-0.20 5081 7
-0.72 5082 7
0.44 5083 7
0.14 5084 7
-2.12 5085 7
0.63 5086 7
-0.42 5087 7
0.55 5088 7
-0.11 5089 7
1.94 5090 7
0.25 5091 7
2.55 5092 7
4.71 5093 7
1.09 5094 7
0.11 5095 7
-0.07 5096 7
1.04 5097 7
2.81 5098 7
0.06 5099 7
-0.03 5100 7
1.61 5101 7
0.05 5102 7
-0.90 5103 7
-2.62 5104 7
-0.01 5105 7
-0.30 5106 7
1.15 5107 7
0.64 5108 7
-1.57 5109 7
-0.00 5110 7
0.25 5111 7
0.94 5112 7
1.15 5113 7
-3.45 5114 7
1.77 5115 7
-0.55 5116 7
0.50 5117 7
-0.37 5118 7
0.19 5119 7
6.44 5120 7
1.47 5121 7
0.39 5122 7
0.48 5123 7
0.59 5124 7
0.09 5125 7
-1.55 5126 7
-1.29 5127 7
-1.25 5128 7
0.65 5129 7
1.64 5130 7
0.06 5131 7
0.24 5132 7
-0.39 5133 7
0.65 5134 7
1.89 5135 7
0.57 5136 7
3.93 5137 7
0.44 5138 7
-1.72 5139 7
0.20 5140 7
1.69 5141 7
0.44 5142 7
0.00 5143 7
0.03 5144 7
0.13 5145 7
0.42 5146 7
0.11 5147 7
0.03 5148 7
0.61 5149 7
0.98 5150 7
0.87 5151 7
0.12 5152 7
-2.43 5153 7
2.30 5154 7
-0.40 5155 7
0.13 5156 7
1.68 5157 7
1.09 5158 7
0.44 5159 7
0.05 5160 7
0.15 5161 7
-0.68 5162 7
1.51 5163 7
-5.73 5164 7
0.82 5165 7
3.60 5166 7
-0.12 5167 7
-0.68 5168 7
0.16 5169 7
1.20 5170 7
-0.22 5171 7
0.60 5172 7
-0.26 5173 7
1.26 5174 7
0.46 5175 7
0.16 5176 7
-0.07 5177 7
-0.12 5178 7
0.09 5179 7
0.23 5180 7
0.98 5181 7
0.58 5182 7
-4.89 5183 7
0.03 5184 7
41.77 5185 7
-1.81 5186 7
-0.96 5187 7
-0.63 5188 7
1.03 5189 7
11.77 5190 7
-2.98 5191 7
0.45 5192 7
-0.33 5193 7
3.20 5194 7
-0.16 5195 7
-2.05 5196 7
-0.31 5197 7
3.83 5198 7
1.00 5199 7
0.41 5200 7
0.31 5201 7
-0.00 5202 7
-2.99 5203 7
0.18 5204 7
0.00 5205 7
0.38 5206 7
0.59 5207 7
-0.59 5208 7
-0.27 5209 7
3.74 5210 7
0.59 5211 7
0.41 5212 7
2.73 5213 7
-0.19 5214 7
-0.13 5215 7
-0.04 5216 7
-0.30 5217 7
1.69 5218 7
0.52 5219 7
-0.39 5220 7
0.88 5221 7
0.69 5222 7
13.99 5223 7
-1.27 5224 7
-0.46 5225 7
3.97 5226 7
1.09 5227 7
0.32 5228 7
1.49 5229 7
1.24 5230 7
2.05 5231 7
-0.47 5232 7
-0.01 5233 7
-1.95 5234 7
-0.43 5235 7
-14.57 5236 7
-0.24 5237 7
-1.55 5238 7
-0.17 5239 7
0.70 5240 7
-1.61 5241 7
-1.21 5242 7
0.85 5243 7
0.09 5244 7
-2.10 5245 7
-0.05 5246 7
-0.46 5247 7
-1.18 5248 7
-0.46 5249 7
-2.10 5250 7
-0.29 5251 7
-5.83 5252 7
-0.40 5253 7
0.68 5254 7
0.55 5255 7
0.18 5256 7
0.13 5257 7
-3.62 5258 7
0.14 5259 7
0.26 5260 7
-0.43 5261 7
0.13 5262 7
0.12 5263 7
0.40 5264 7
0.22 5265 7
-0.14 5266 7
3.78 5267 7
2.11 5268 7
0.02 5269 7
-0.10 5270 7
0.64 5271 7
3.11 5272 7
-0.08 5273 7
2.49 5274 7
0.99 5275 7
2.31 5276 7
-10.63 5277 7
0.62 5278 7
0.55 5279 7
-0.23 5280 7
-0.70 5281 7
0.99 5282 7
0.14 5283 7
-0.24 5284 7
0.05 5285 7
0.04 5286 7
2.58 5287 7
0.32 5288 7
1.18 5289 7
3.97 5290 7
0.13 5291 7
-1.93 5292 7
0.26 5293 7
-36.32 5294 7
0.09 5295 7
2.75 5296 7
3.17 5297 7
0.71 5298 7
0.31 5299 7
-4.05 5300 7
0.75 5301 7
0.25 5302 7
0.26 5303 7
-0.56 5304 7
-0.20 5305 7
-9.92 5306 7
-1.86 5307 7
0.49 5308 7
2.02 5309 7
0.58 5310 7
-1.86 5311 7
0.49 5312 7
0.56 5313 7
1.02 5314 7
1.23 5315 7
0.05 5316 7
0.22 5317 7
