E T I
0.72 1651 9
0.87 1652 9
0.68 1653 9
1.09 1654 9
0.72 1655 9
0.77 1656 9
0.50 1657 9
0.60 1658 9
0.36 1659 9
0.73 1660 9
0.81 1661 9
0.90 1662 9
1.06 1663 9
0.65 1664 9
0.63 1665 9
0.82 1666 9
0.88 1667 9
0.77 1668 9
0.81 1669 9
0.83 1670 9
0.94 1671 9
0.71 1672 9
0.65 1673 9
0.63 1674 9
1.12 1675 9
0.74 1676 9
1.16 1677 9
0.82 1678 9
0.62 1679 9
0.75 1680 9
1.07 1681 9
0.93 1682 9
0.82 1683 9
0.96 1684 9
0.44 1685 9
0.75 1686 9
0.75 1687 9
1.03 1688 9
0.74 1689 9
0.66 1690 9
0.84 1691 9
0.73 1692 9
0.85 1693 9
0.90 1694 9
0.72 1695 9
0.72 1696 9
0.88 1697 9
0.78 1698 9
1.00 1699 9
0.81 1700 9
1.06 1701 9
0.73 1702 9
0.81 1703 9
0.77 1704 9
0.76 1705 9
0.68 1706 9
0.84 1707 9
0.71 1708 9
0.65 1709 9
0.95 1710 9
0.84 1711 9
0.84 1712 9
0.97 1713 9
0.85 1714 9
0.62 1715 9
0.83 1716 9
0.70 1717 9
0.81 1718 9
0.84 1719 9
0.75 1720 9
0.97 1721 9
0.74 1722 9
0.69 1723 9
0.99 1724 9
0.59 1725 9
1.03 1726 9
0.86 1727 9
0.96 1728 9
0.75 1729 9
0.85 1730 9
1.11 1731 9
0.88 1732 9
0.72 1733 9
0.79 1734 9
0.89 1735 9
0.98 1736 9
0.59 1737 9
0.85 1738 9
0.58 1739 9
0.63 1740 9
0.89 1741 9
0.62 1742 9
0.59 1743 9
0.82 1744 9
0.81 1745 9
0.79 1746 9
0.74 1747 9
0.74 1748 9
0.94 1749 9
0.84 1750 9
0.78 1751 9
0.69 1752 9
0.96 1753 9
0.86 1754 9
0.74 1755 9
0.79 1756 9
0.72 1757 9
0.67 1758 9
0.75 1759 9
0.98 1760 9
0.73 1761 9
0.74 1762 9
0.89 1763 9
0.83 1764 9
0.87 1765 9
1.00 1766 9
0.88 1767 9
0.88 1768 9
1.05 1769 9
0.77 1770 9
0.79 1771 9
0.89 1772 9
0.49 1773 9
0.35 1774 9
0.69 1775 9
1.06 1776 9
0.84 1777 9
0.78 1778 9
0.81 1779 9
0.99 1780 9
0.53 1781 9
1.01 1782 9
0.65 1783 9
0.74 1784 9
0.42 1785 9
0.59 1786 9
0.74 1787 9
1.04 1788 9
0.78 1789 9
0.82 1790 9
0.62 1791 9
0.86 1792 9
0.69 1793 9
0.75 1794 9
1.03 1795 9
0.72 1796 9
0.56 1797 9
0.67 1798 9
0.35 1799 9
0.77 1800 9
0.76 1801 9
0.77 1802 9
0.70 1803 9
0.79 1804 9
0.76 1805 9
0.88 1806 9
0.71 1807 9
0.82 1808 9
0.77 1809 9
0.51 1810 9
0.41 1811 9
0.77 1812 9
0.30 1813 9
0.52 1814 9
0.51 1815 9
0.52 1816 9
0.95 1817 9
0.63 1818 9
0.37 1819 9
0.85 1820 9
0.70 1821 9
1.07 1822 9
-0.05 1823 9
0.09 1824 9
0.05 1825 9
-0.01 1826 9
0.14 1827 9
0.60 1828 9
0.48 1829 9
0.63 1830 9
0.58 1831 9
0.90 1832 9
0.30 1833 10
0.43 1834 10
0.63 1835 10
0.66 1836 10
0.74 1837 10
0.89 1838 10
0.89 1839 10
0.61 1840 10
0.77 1841 10
0.82 1842 10
0.74 1843 10
0.71 1844 10
0.61 1845 10
-0.04 1846 10
0.07 1847 10
0.50 1848 10
0.52 1849 10
0.71 1850 10
0.73 1851 10
0.75 1852 10
0.89 1853 10
0.73 1854 10
0.54 1855 10
0.72 1856 10
0.66 1857 10
0.59 1858 10
0.65 1859 10
0.74 1860 10
0.73 1861 10
0.58 1862 10
0.59 1863 10
0.64 1864 10
0.71 1865 10
0.75 1866 10
0.71 1867 10
0.65 1868 10
0.67 1869 10
0.55 1870 10
0.45 1871 10
0.83 1872 10
0.60 1873 10
0.75 1874 10
0.61 1875 10
0.85 1876 10
0.77 1877 10
0.64 1878 10
0.89 1879 10
0.77 1880 10
0.69 1881 10
0.59 1882 10
0.74 1883 10
0.60 1884 10
0.64 1885 10
0.64 1886 10
0.76 1887 10
0.56 1888 10
0.51 1889 10
0.66 1890 10
0.75 1891 10
0.70 1892 10
0.66 1893 10
0.58 1894 10
0.63 1895 10
0.63 1896 10
0.72 1897 10
0.45 1898 10
0.36 1899 10
0.63 1900 10
0.58 1901 10
0.71 1902 10
0.73 1903 10
0.80 1904 10
0.47 1905 10
0.61 1906 10
0.67 1907 10
0.66 1908 10
0.76 1909 10
0.78 1910 10
0.77 1911 10
0.73 1912 10
0.62 1913 10
0.74 1914 10
0.50 1915 10
0.72 1916 10
0.65 1917 10
0.64 1918 10
0.78 1919 10
0.63 1920 10
0.91 1921 10
0.81 1922 10
0.66 1923 10
1.07 1924 10
0.73 1925 10
0.46 1926 10
0.63 1927 10
0.77 1928 10
0.68 1929 10
0.65 1930 10
0.84 1931 10
0.66 1932 10
0.62 1933 10
0.87 1934 10
0.48 1935 10
0.14 1936 10
0.46 1937 10
0.46 1938 10
0.42 1939 10
0.64 1940 10
0.51 1941 10
0.56 1942 10
0.70 1943 10
0.66 1944 10
0.85 1945 10
0.75 1946 10
0.71 1947 10
0.72 1948 10
0.71 1949 10
0.46 1950 10
0.67 1951 10
0.61 1952 10
0.68 1953 10
0.68 1954 10
0.63 1955 10
0.57 1956 10
0.71 1957 10
0.65 1958 10
0.74 1959 10
0.59 1960 10
0.46 1961 10
0.47 1962 10
0.39 1963 10
0.69 1964 10
0.42 1965 10
0.59 1966 10
0.79 1967 11
0.83 1968 11
1.02 1969 11
0.81 1970 11
0.42 1971 11
0.70 1972 11
0.88 1973 11
0.85 1974 11
0.75 1975 11
0.62 1976 11
0.65 1977 11
0.89 1978 11
0.75 1979 11
1.12 1980 11
0.69 1981 11
0.59 1982 11
0.70 1983 11
0.58 1984 11
1.11 1985 11
1.01 1986 11
0.86 1987 11
0.85 1988 11
0.94 1989 11
0.90 1990 11
0.67 1991 11
0.75 1992 11
0.80 1993 11
0.81 1994 11
0.80 1995 11
0.85 1996 11
0.62 1997 11
1.01 1998 11
0.85 1999 11
0.89 2000 11
1.07 2001 11
1.15 2002 11
0.76 2003 11
0.74 2004 11
0.83 2005 11
0.25 2006 11
0.52 2007 11
0.30 2008 11
0.19 2009 11
0.46 2010 11
0.57 2011 11
0.14 2012 11
0.43 2013 11
0.36 2014 11
0.30 2015 11
0.34 2016 11
0.23 2017 11
0.03 2018 11
0.13 2019 11
-0.06 2020 11
-0.10 2021 11
0.00 2022 11
-0.11 2023 11
0.14 2024 11
0.07 2025 11
0.13 2026 11
0.04 2027 11
-0.15 2028 11
0.15 2029 11
-0.00 2030 11
-0.07 2031 11
-0.06 2032 11
-0.01 2033 11
0.09 2034 11
0.02 2035 11
0.07 2036 11
-0.10 2037 11
-0.09 2038 11
0.15 2039 11
0.13 2040 11
0.17 2041 11
-0.09 2042 11
-0.15 2043 11
-0.06 2044 11
-0.04 2045 11
-0.09 2046 11
-0.06 2047 11
0.04 2048 11
-0.00 2049 11
-0.03 2050 11
0.04 2051 11
0.06 2052 11
0.01 2053 11
0.18 2054 11
0.10 2055 11
0.04 2056 11
0.07 2057 11
-0.01 2058 11
-0.02 2059 11
0.06 2060 11
-0.07 2061 11
-0.11 2062 11
-0.08 2063 11
-0.07 2064 11
-0.00 2065 11
0.17 2066 11
-0.12 2067 11
0.11 2068 11
-0.03 2069 11
-0.07 2070 11
-0.12 2071 11
0.00 2072 11
-0.00 2073 11
0.17 2074 11
-0.12 2075 11
0.07 2076 11
0.05 2077 11
-0.00 2078 11
-0.06 2079 11
0.15 2080 11
-0.02 2081 11
0.07 2082 11
0.01 2083 11
0.02 2084 11
0.13 2085 11
-0.18 2086 11
0.00 2087 11
-0.17 2088 11
-0.14 2089 11
-0.11 2090 11
0.03 2091 11
0.17 2092 11
-0.14 2093 11
0.16 2094 11
0.02 2095 11
0.11 2096 11
0.06 2097 11
0.04 2098 11
0.17 2099 11
-0.10 2100 11
0.04 2101 11
0.06 2102 11
0.13 2103 11
0.03 2104 11
0.04 2105 11
0.05 2106 11
0.23 2107 11
0.15 2108 11
0.15 2109 11
-0.01 2110 11
-0.00 2111 11
0.00 2112 11
-0.12 2113 11
0.00 2114 11
-0.03 2115 11
-0.20 2116 11
0.07 2117 11
0.55 2118 12
0.43 2119 12
0.46 2120 12
0.41 2121 12
0.27 2122 12
0.54 2123 12
0.43 2124 12
0.50 2125 12
0.48 2126 12
0.44 2127 12
0.75 2128 12
0.52 2129 12
0.49 2130 12
0.48 2131 12
0.63 2132 12
0.38 2133 12
0.31 2134 12
0.50 2135 12
0.48 2136 12
0.55 2137 12
0.61 2138 12
0.50 2139 12
0.52 2140 12
0.44 2141 12
0.54 2142 12
0.16 2143 12
0.53 2144 12
0.33 2145 12
0.68 2146 12
0.31 2147 12
0.39 2148 12
0.54 2149 12
0.37 2150 12
0.36 2151 12
0.63 2152 12
0.70 2153 12
0.51 2154 12
0.49 2155 12
0.57 2156 12
0.21 2157 12
0.21 2158 12
0.04 2159 12
0.57 2160 12
0.52 2161 12
0.56 2162 12
0.35 2163 12
0.43 2164 12
0.59 2165 12
0.30 2166 12
0.42 2167 12
0.43 2168 12
0.68 2169 12
0.53 2170 12
0.26 2171 12
0.56 2172 12
0.35 2173 12
0.43 2174 12
0.54 2175 12
0.61 2176 12
0.66 2177 12
0.70 2178 12
0.38 2179 12
0.31 2180 12
0.38 2181 12
0.09 2182 12
0.35 2183 12
0.67 2184 12
0.60 2185 12
0.49 2186 12
0.19 2187 12
0.24 2188 12
0.58 2189 12
0.39 2190 12
0.27 2191 12
0.17 2192 12
0.45 2193 12
0.34 2194 12
0.32 2195 12
0.51 2196 12
0.24 2197 12
0.16 2198 12
0.25 2199 12
0.42 2200 12
0.40 2201 12
0.44 2202 12
0.66 2203 12
0.32 2204 12
0.40 2205 12
0.61 2206 12
0.28 2207 12
0.50 2208 12
0.47 2209 12
0.60 2210 12
0.40 2211 12
0.55 2212 12
0.46 2213 12
0.58 2214 12
0.47 2215 12
0.50 2216 12
0.26 2217 12
0.67 2218 12
0.42 2219 12
0.36 2220 12
0.32 2221 12
0.46 2222 12
0.27 2223 12
0.38 2224 12
0.59 2225 12
0.28 2226 12
0.46 2227 12
0.57 2228 12
0.84 2229 12
0.37 2230 12
0.49 2231 12
0.43 2232 12
0.33 2233 12
0.56 2234 12
0.45 2235 12
0.45 2236 12
0.33 2237 12
0.48 2238 12
0.20 2239 12
0.62 2240 12
0.64 2241 12
0.40 2242 12
0.37 2243 12
0.30 2244 12
0.29 2245 12
0.51 2246 12
0.33 2247 12
0.40 2248 12
0.54 2249 12
0.32 2250 12
0.94 2251 12
0.47 2252 12
0.55 2253 12
0.57 2254 12
0.89 2255 12
1.01 2256 12
0.80 2257 12
0.56 2258 12
0.88 2259 12
-0.05 2260 12
0.22 2261 12
0.13 2262 12
0.01 2263 12
0.10 2264 12
-0.07 2265 12
-0.06 2266 12
0.30 2267 12
-0.02 2268 12
0.13 2269 12
0.05 2270 12
-0.19 2271 12
0.24 2272 12
-0.08 2273 12
0.25 2274 12
0.22 2275 12
0.14 2276 12
0.23 2277 12
0.18 2278 12
0.02 2279 12
0.16 2280 12
0.23 2281 12
0.06 2282 12
0.12 2283 12
0.02 2284 12
-0.11 2285 12
-0.06 2286 12
0.13 2287 12
0.36 2288 12
0.28 2289 12
0.26 2290 12
0.06 2291 12
0.13 2292 12
0.45 2293 12
0.15 2294 12
0.38 2295 12
-0.03 2296 12
0.62 2297 12
-0.15 2298 12
-0.19 2299 12
0.43 2300 12
0.19 2301 12
0.30 2302 12
0.41 2303 12
-0.16 2304 12
0.21 2305 12
-0.04 2306 12
0.03 2307 12
-0.09 2308 12
-0.10 2309 12
0.08 2310 12
0.00 2311 12
0.27 2312 12
0.16 2313 12
0.14 2314 12
-0.10 2315 12
0.24 2316 12
0.32 2317 12
0.36 2318 12
0.22 2319 12
-0.16 2320 12
-0.11 2321 12
0.33 2322 12
0.12 2323 12
-0.12 2324 12
-0.09 2325 12
-0.03 2326 12
-0.17 2327 12
0.04 2328 12
-0.18 2329 12
-0.11 2330 12
-0.05 2331 12
0.33 2332 12
-0.01 2333 12
0.07 2334 12
0.19 2335 12
0.02 2336 12
-0.01 2337 12
-0.05 2338 12
0.22 2339 12
0.16 2340 12
0.34 2341 12
-0.15 2342 12
-0.16 2343 12
0.18 2344 12
0.12 2345 12
0.17 2346 12
0.01 2347 12
0.19 2348 12
0.00 2349 12
0.47 2350 12
0.20 2351 12
0.07 2352 12
0.65 2353 12
-0.12 2354 12
-0.11 2355 12
0.06 2356 12
-0.19 2357 12
0.11 2358 12
0.15 2359 12
0.47 2360 12
0.54 2361 13
0.41 2362 13
0.49 2363 13
0.55 2364 13
0.17 2365 13
-0.05 2366 13
0.18 2367 13
0.09 2368 13
-0.19 2369 13
0.23 2370 13
0.38 2371 13
0.04 2372 13
-0.20 2373 13
0.10 2374 13
-0.05 2375 13
0.09 2376 13
0.04 2377 13
0.24 2378 13
0.26 2379 13
-0.02 2380 13
0.20 2381 13
-0.09 2382 13
0.18 2383 13
-0.05 2384 13
0.09 2385 13
0.08 2386 13
0.36 2387 13
0.26 2388 13
0.06 2389 13
-0.11 2390 13
0.04 2391 13
-0.10 2392 13
0.05 2393 13
-0.14 2394 13
0.05 2395 13
0.24 2396 13
0.60 2397 13
0.25 2398 13
0.17 2399 13
0.27 2400 13
0.30 2401 13
0.01 2402 13
-0.15 2403 13
-0.01 2404 13
-0.19 2405 13
0.28 2406 13
0.08 2407 13
0.06 2408 13
0.12 2409 13
0.09 2410 13
-0.11 2411 13
0.09 2412 13
0.30 2413 13
0.14 2414 13
0.01 2415 13
0.34 2416 13
0.23 2417 13
-0.04 2418 13
-0.08 2419 13
-0.06 2420 13
0.23 2421 13
0.23 2422 13
0.26 2423 13
0.46 2424 13
0.22 2425 13
0.10 2426 13
0.12 2427 13
0.24 2428 13
0.03 2429 13
-0.06 2430 13
0.09 2431 13
0.22 2432 13
-0.06 2433 13
-0.10 2434 13
0.10 2435 13
0.02 2436 13
0.19 2437 13
0.29 2438 13
0.31 2439 14
0.12 2440 14
0.16 2441 14
0.11 2442 14
0.13 2443 14
0.19 2444 14
0.25 2445 14
0.19 2446 14
0.25 2447 14
0.26 2448 14
0.13 2449 14
0.06 2450 14
0.04 2451 14
-0.05 2452 14
0.10 2453 14
-0.03 2454 14
0.21 2455 14
0.13 2456 14
0.01 2457 14
0.16 2458 14
0.35 2459 14
0.10 2460 14
0.19 2461 14
-0.03 2462 14
-0.06 2463 14
0.13 2464 14
0.09 2465 14
0.26 2466 14
0.28 2467 14
-0.02 2468 14
0.04 2469 14
-0.06 2470 14
0.10 2471 14
0.13 2472 14
0.19 2473 14
0.17 2474 14
0.19 2475 14
0.11 2476 14
0.04 2477 14
0.10 2478 14
0.12 2479 14
0.22 2480 14
0.00 2481 14
0.06 2482 14
0.12 2483 14
0.03 2484 14
0.11 2485 14
0.19 2486 14
0.02 2487 14
0.05 2488 14
-0.13 2489 14
0.03 2490 14
0.13 2491 14
0.08 2492 14
0.16 2493 14
0.11 2494 14
0.09 2495 14
0.29 2496 14
0.23 2497 14
0.05 2498 14
0.32 2499 14
0.18 2500 14
0.13 2501 14
0.18 2502 14
0.09 2503 14
0.21 2504 14
0.06 2505 14
0.13 2506 14
0.15 2507 14
-0.00 2508 14
0.09 2509 14
0.14 2510 14
-0.17 2511 14
0.00 2512 14
-0.16 2513 14
0.00 2514 14
-0.13 2515 14
-0.06 2516 14
-0.02 2517 14
0.05 2518 14
0.02 2519 14
-0.08 2520 14
-0.00 2521 14
-0.02 2522 14
-0.09 2523 14
0.01 2524 14
0.12 2525 14
0.08 2526 14
0.03 2527 14
0.12 2528 14
0.09 2529 14
0.20 2530 14
0.23 2531 14
0.23 2532 14
0.16 2533 14
0.32 2534 14
0.25 2535 14
0.04 2536 14
0.05 2537 14
-0.07 2538 14
0.07 2539 14
0.05 2540 14
0.09 2541 14
0.03 2542 14
-0.12 2543 14
0.12 2544 14
0.23 2545 14
0.29 2546 14
0.02 2547 14
0.08 2548 14
0.27 2549 14
0.16 2550 14
-0.18 2551 14
0.08 2552 14
0.29 2553 14
-0.07 2554 14
0.19 2555 14
0.34 2556 14
0.06 2557 14
0.04 2558 14
0.57 2559 14
0.80 2560 14
1.20 2561 14
1.07 2562 14
0.77 2563 14
1.02 2564 14
0.63 2565 14
0.67 2566 14
0.34 2567 14
0.73 2568 14
0.67 2569 14
1.04 2570 14
0.54 2571 14
0.74 2572 14
0.58 2573 14
0.54 2574 14
0.49 2575 14
0.44 2576 14
0.79 2577 14
0.57 2578 14
0.27 2579 14
0.95 2580 14
1.18 2581 14
0.69 2582 14
0.55 2583 14
0.95 2584 14
0.89 2585 14
0.74 2586 14
0.79 2587 14
0.53 2588 14
1.01 2589 14
0.49 2590 14
0.75 2591 14
0.67 2592 15
0.98 2593 15
1.04 2594 15
0.59 2595 15
0.48 2596 15
0.75 2597 15
0.40 2598 15
0.55 2599 15
0.72 2600 15
0.90 2601 15
0.75 2602 15
0.97 2603 15
0.84 2604 15
0.82 2605 15
0.66 2606 15
0.30 2607 15
-0.02 2608 15
-0.18 2609 15
-0.07 2610 15
-0.08 2611 15
-0.14 2612 15
-0.09 2613 15
-0.10 2614 15
0.32 2615 15
0.06 2616 15
0.04 2617 15
-0.11 2618 15
-0.05 2619 15
-0.02 2620 15
0.33 2621 15
0.18 2622 15
0.01 2623 15
-0.00 2624 15
-0.17 2625 15
-0.03 2626 15
0.19 2627 15
0.03 2628 15
-0.00 2629 15
-0.16 2630 15
0.03 2631 15
-0.13 2632 15
0.23 2633 15
-0.04 2634 15
-0.09 2635 15
-0.03 2636 15
0.45 2637 16
0.39 2638 16
0.46 2639 16
0.41 2640 16
0.40 2641 16
0.41 2642 16
0.42 2643 16
0.46 2644 16
0.61 2645 16
0.54 2646 16
0.57 2647 16
0.55 2648 16
0.61 2649 16
0.27 2650 16
0.43 2651 16
0.71 2652 16
0.51 2653 16
0.57 2654 16
0.65 2655 16
0.57 2656 16
0.55 2657 16
0.65 2658 16
0.64 2659 16
0.89 2660 16
0.66 2661 16
0.47 2662 16
0.67 2663 16
0.62 2664 16
0.57 2665 16
0.73 2666 16
0.66 2667 16
0.65 2668 16
0.89 2669 16
0.82 2670 16
0.66 2671 16
0.75 2672 16
0.43 2673 16
0.46 2674 16
0.48 2675 16
0.36 2676 16
0.55 2677 16
0.67 2678 16
0.62 2679 16
0.70 2680 16
0.80 2681 16
0.96 2682 16
0.48 2683 16
0.57 2684 16
0.64 2685 16
0.48 2686 16
0.60 2687 16
0.69 2688 16
0.41 2689 16
0.70 2690 16
0.46 2691 16
0.49 2692 16
0.87 2693 16
0.92 2694 16
0.68 2695 16
0.78 2696 16
0.84 2697 16
0.87 2698 16
0.75 2699 16
0.64 2700 16
0.64 2701 16
0.70 2702 16
0.83 2703 16
0.70 2704 16
0.62 2705 16
0.77 2706 16
0.87 2707 16
0.55 2708 16
0.31 2709 16
0.79 2710 16
0.50 2711 16
0.44 2712 16
0.56 2713 16
0.47 2714 16
0.44 2715 16
0.66 2716 16
0.45 2717 16
0.62 2718 16
0.70 2719 16
0.63 2720 16
0.52 2721 16
0.70 2722 16
0.41 2723 16
0.61 2724 16
0.51 2725 16
0.55 2726 16
0.43 2727 16
0.56 2728 16
0.39 2729 16
0.77 2730 16
0.64 2731 16
0.37 2732 16
0.70 2733 16
0.56 2734 16
0.56 2735 16
0.77 2736 16
0.64 2737 16
0.50 2738 16
0.94 2739 16
0.92 2740 16
0.70 2741 16
0.39 2742 16
0.40 2743 16
0.48 2744 16
0.50 2745 16
0.43 2746 16
0.50 2747 16
0.73 2748 16
0.50 2749 16
0.80 2750 16
0.91 2751 16
0.87 2752 16
0.51 2753 16
0.70 2754 16
0.83 2755 16
0.73 2756 16
0.92 2757 16
0.69 2758 16
0.84 2759 16
0.83 2760 16
0.58 2761 16
0.74 2762 16
0.89 2763 16
0.89 2764 16
0.96 2765 16
1.13 2766 16
0.94 2767 16
0.68 2768 16
0.90 2769 16
1.11 2770 16
0.62 2771 16
0.91 2772 16
0.97 2773 16
0.98 2774 16
0.88 2775 16
1.08 2776 16
0.64 2777 16
0.71 2778 16
0.88 2779 16
0.69 2780 16
0.65 2781 16
0.60 2782 16
0.83 2783 16
0.38 2784 16
0.61 2785 16
0.84 2786 16
0.89 2787 16
0.68 2788 16
0.58 2789 16
0.78 2790 16
0.77 2791 16
0.68 2792 16
0.68 2793 16
0.66 2794 16
0.55 2795 16
0.52 2796 16
0.57 2797 16
0.65 2798 16
0.46 2799 16
0.46 2800 16
0.62 2801 16
0.47 2802 16
0.44 2803 16
0.25 2804 16
0.50 2805 16
0.35 2806 16
0.61 2807 16
0.53 2808 16
0.67 2809 16
0.45 2810 16
0.51 2811 16
0.49 2812 16
0.59 2813 16
0.58 2814 16
0.38 2815 16
0.34 2816 16
0.63 2817 16
0.48 2818 16
0.64 2819 16
0.59 2820 16
0.42 2821 16
0.46 2822 16
0.52 2823 16
0.73 2824 16
0.94 2825 16
0.70 2826 16
0.56 2827 16
0.89 2828 16
0.70 2829 16
0.76 2830 16
0.91 2831 16
1.03 2832 16
0.50 2833 16
0.63 2834 16
0.64 2835 16
0.88 2836 16
0.69 2837 16
0.74 2838 16
0.81 2839 16
0.56 2840 16
0.60 2841 16
0.63 2842 16
0.50 2843 16
0.52 2844 16
0.45 2845 16
0.42 2846 16
0.51 2847 16
0.74 2848 16
0.32 2849 16
0.63 2850 16
0.69 2851 16
0.78 2852 16
0.55 2853 16
0.45 2854 16
0.97 2855 16
1.16 2856 16
0.84 2857 16
0.70 2858 16
0.52 2859 16
0.66 2860 16
0.93 2861 16
0.94 2862 16
0.74 2863 16
0.87 2864 16
1.03 2865 16
0.48 2866 16
0.67 2867 16
0.61 2868 16
0.74 2869 16
0.65 2870 16
0.86 2871 16
0.73 2872 16
0.73 2873 16
0.67 2874 16
0.97 2875 16
0.83 2876 16
0.68 2877 16
0.79 2878 16
0.82 2879 16
0.64 2880 16
0.67 2881 16
0.77 2882 16
0.77 2883 16
0.85 2884 16
0.72 2885 16
0.99 2886 16
0.82 2887 16
0.65 2888 16
0.63 2889 16
0.45 2890 16
0.76 2891 16
1.00 2892 16
0.67 2893 16
1.20 2894 16
0.94 2895 16
0.61 2896 16
0.79 2897 16
0.69 2898 16
0.71 2899 16
0.54 2900 16
0.49 2901 16
0.71 2902 16
0.64 2903 16
0.71 2904 16
0.66 2905 16
0.81 2906 16
0.59 2907 16
0.72 2908 16
0.61 2909 16
0.77 2910 16
0.80 2911 16
0.71 2912 16
0.52 2913 16
0.65 2914 16
0.63 2915 16
0.85 2916 16
0.61 2917 16
0.89 2918 16
0.74 2919 16
0.62 2920 16
0.55 2921 16
0.64 2922 16
0.71 2923 16
0.94 2924 16
0.50 2925 16
0.62 2926 16
0.65 2927 16
0.62 2928 16
0.45 2929 16
1.10 2930 16
0.66 2931 16
0.47 2932 16
0.42 2933 16
0.62 2934 16
0.58 2935 16
0.69 2936 16
0.56 2937 16
0.67 2938 16
0.61 2939 16
0.60 2940 16
0.72 2941 16
0.65 2942 16
0.70 2943 16
0.85 2944 16
0.79 2945 16
0.60 2946 16
0.66 2947 16
0.56 2948 16
0.46 2949 16
0.38 2950 16
0.48 2951 16
0.55 2952 16
0.41 2953 16
0.48 2954 16
0.46 2955 16
0.45 2956 16
0.85 2957 16
0.61 2958 16
0.88 2959 16
0.58 2960 16
0.71 2961 16
0.48 2962 16
0.97 2963 16
0.69 2964 16
0.52 2965 16
0.73 2966 16
0.66 2967 16
0.75 2968 16
0.51 2969 16
0.74 2970 16
0.82 2971 16
0.59 2972 16
0.86 2973 16
0.58 2974 16
0.68 2975 16
0.77 2976 16
0.62 2977 16
0.36 2978 16
1.13 2979 16
0.91 2980 16
0.49 2981 16
0.68 2982 16
0.66 2983 16
0.76 2984 16
0.52 2985 16
0.62 2986 16
0.90 2987 16
0.58 2988 16
0.76 2989 16
0.67 2990 16
0.70 2991 16
0.58 2992 16
0.88 2993 16
0.78 2994 16
0.85 2995 16
0.71 2996 16
0.90 2997 16
0.67 2998 16
1.00 2999 16
0.96 3000 16
0.71 3001 16
0.56 3002 16
0.66 3003 16
0.78 3004 16
1.11 3005 16
0.59 3006 16
0.49 3007 16
0.39 3008 16
0.15 3009 16
-0.08 3010 16
0.23 3011 16
0.13 3012 16
-0.00 3013 16
-0.08 3014 16
-0.01 3015 16
0.05 3016 16
0.11 3017 16
0.09 3018 16
0.24 3019 16
-0.12 3020 16
0.11 3021 16
-0.04 3022 16
0.03 3023 16
-0.03 3024 16
0.06 3025 16
-0.20 3026 16
-0.14 3027 16
-0.09 3028 16
0.03 3029 16
-0.01 3030 16
-0.12 3031 16
0.02 3032 16
0.12 3033 16
-0.02 3034 16
0.14 3035 16
0.09 3036 16
-0.13 3037 16
0.00 3038 16
-0.03 3039 16
-0.10 3040 16
-0.20 3041 16
-0.09 3042 16
-0.10 3043 16
0.18 3044 16
0.54 3045 16
-0.03 3046 16
-0.11 3047 16
0.63 3048 16
0.28 3049 16
-0.08 3050 16
0.37 3051 16
0.38 3052 16
0.19 3053 16
0.19 3054 16
0.15 3055 16
-0.05 3056 16
0.25 3057 16
-0.02 3058 16
0.24 3059 16
0.00 3060 16
-0.01 3061 16
0.65 3062 16
0.43 3063 16
0.32 3064 16
0.09 3065 16
0.76 3066 16
0.19 3067 16
0.50 3068 16
0.46 3069 16
0.18 3070 16
0.49 3071 16
1.16 3072 16
-0.06 3073 16
0.35 3074 16
0.29 3075 16
-0.14 3076 16
-0.06 3077 16
0.23 3078 16
-0.10 3079 16
0.42 3080 16
-0.14 3081 16
0.20 3082 16
-0.08 3083 16
0.15 3084 16
0.01 3085 16
0.01 3086 16
0.11 3087 16
0.05 3088 16
0.39 3089 16
0.03 3090 16
0.22 3091 16
0.13 3092 16
0.12 3093 16
0.34 3094 16
0.06 3095 16
-0.19 3096 16
0.14 3097 16
0.23 3098 16
0.58 3099 16
0.08 3100 16
0.10 3101 16
0.09 3102 16
0.10 3103 16
0.62 3104 16
0.27 3105 16
0.47 3106 16
0.14 3107 16
-0.02 3108 16
-0.06 3109 16
-0.12 3110 16
-0.04 3111 16
-0.02 3112 16
0.13 3113 16
-0.00 3114 16
-0.12 3115 16
-0.01 3116 16
-0.03 3117 16
0.32 3118 16
0.08 3119 16
0.18 3120 16
-0.09 3121 16
0.08 3122 16
0.07 3123 16
0.07 3124 16
-0.00 3125 16
-0.06 3126 16
-0.03 3127 16
0.11 3128 16
0.06 3129 16
0.10 3130 16
-0.10 3131 16
0.02 3132 16
-0.02 3133 16
0.01 3134 16
0.10 3135 16
0.10 3136 16
0.03 3137 16
-0.02 3138 16
0.02 3139 16
-0.06 3140 16
0.08 3141 16
0.03 3142 16
0.13 3143 16
0.01 3144 16
0.07 3145 16
0.05 3146 16
0.09 3147 16
-0.02 3148 16
0.16 3149 16
0.38 3150 16
0.07 3151 16
0.29 3152 16
0.10 3153 16
0.04 3154 16
0.10 3155 16
0.18 3156 16
0.08 3157 16
-0.01 3158 16
0.28 3159 16
-0.01 3160 16
0.08 3161 16
0.16 3162 16
-0.00 3163 16
0.10 3164 16
0.27 3165 16
0.06 3166 16
0.08 3167 16
0.12 3168 16
-0.13 3169 16
0.16 3170 16
0.13 3171 16
0.12 3172 16
0.06 3173 16
-0.03 3174 16
-0.12 3175 16
0.12 3176 16
0.21 3177 16
0.30 3178 16
0.10 3179 16
0.09 3180 16
0.09 3181 16
-0.11 3182 16
-0.00 3183 16
