E T I
0.02 3184 16
0.18 3185 16
0.01 3186 16
0.04 3187 16
0.28 3188 16
0.17 3189 16
0.15 3190 16
0.26 3191 16
-0.01 3192 16
-0.08 3193 16
0.20 3194 16
0.02 3195 16
0.20 3196 16
-0.04 3197 16
0.01 3198 16
0.32 3199 16
0.19 3200 16
0.09 3201 16
0.13 3202 16
0.32 3203 16
0.41 3204 16
0.14 3205 16
-0.01 3206 16
0.41 3207 16
0.21 3208 16
0.16 3209 16
0.94 3210 17
0.91 3211 17
0.99 3212 17
0.96 3213 17
0.97 3214 17
0.77 3215 17
0.33 3216 17
0.41 3217 17
0.92 3218 17
0.87 3219 17
0.35 3220 17
0.40 3221 17
1.01 3222 17
0.17 3223 17
0.04 3224 17
0.12 3225 17
-0.02 3226 17
-0.12 3227 17
0.04 3228 17
-0.04 3229 17
0.29 3230 17
-0.10 3231 17
-0.03 3232 17
-0.00 3233 17
-0.08 3234 17
-0.08 3235 17
-0.03 3236 17
0.18 3237 17
-0.04 3238 17
0.03 3239 17
-0.14 3240 17
-0.20 3241 17
0.13 3242 17
0.12 3243 17
-0.20 3244 17
0.01 3245 17
-0.13 3246 17
0.05 3247 17
0.02 3248 17
0.02 3249 17
-0.11 3250 17
-0.20 3251 17
-0.11 3252 17
-0.00 3253 17
0.06 3254 17
-0.16 3255 17
-0.03 3256 17
0.89 3257 18
1.19 3258 18
0.89 3259 18
0.55 3260 18
0.83 3261 18
1.10 3262 18
0.80 3263 18
1.14 3264 18
0.80 3265 18
1.05 3266 18
0.88 3267 18
0.76 3268 18
0.68 3269 18
0.75 3270 18
1.05 3271 18
1.10 3272 18
0.85 3273 18
0.79 3274 18
0.77 3275 18
0.98 3276 18
0.72 3277 18
0.63 3278 18
0.77 3279 18
0.75 3280 18
0.76 3281 18
0.97 3282 18
0.69 3283 18
0.54 3284 18
0.86 3285 18
0.87 3286 18
1.00 3287 18
0.75 3288 18
0.97 3289 18
0.83 3290 18
0.93 3291 18
0.99 3292 18
1.00 3293 18
0.61 3294 18
1.05 3295 18
0.87 3296 18
1.01 3297 18
0.83 3298 18
1.11 3299 18
0.94 3300 18
0.89 3301 18
0.59 3302 18
1.04 3303 18
0.66 3304 18
0.97 3305 18
0.77 3306 18
1.05 3307 18
0.78 3308 18
0.93 3309 18
0.52 3310 18
0.58 3311 18
0.76 3312 18
0.67 3313 18
0.60 3314 18
0.74 3315 18
0.78 3316 18
0.58 3317 18
1.05 3318 18
0.96 3319 18
0.86 3320 18
0.73 3321 18
0.99 3322 18
0.57 3323 18
1.16 3324 18
0.74 3325 18
0.77 3326 18
0.79 3327 18
0.85 3328 18
0.76 3329 18
0.75 3330 18
1.07 3331 18
0.86 3332 18
0.65 3333 18
0.75 3334 18
0.47 3335 18
0.56 3336 18
0.92 3337 18
0.64 3338 18
0.68 3339 18
0.49 3340 18
0.95 3341 18
0.77 3342 18
0.83 3343 18
0.78 3344 18
0.56 3345 18
0.79 3346 18
0.77 3347 18
0.60 3348 18
0.70 3349 18
0.65 3350 18
0.73 3351 18
0.66 3352 18
0.61 3353 18
0.90 3354 18
1.01 3355 18
1.06 3356 18
0.89 3357 18
1.11 3358 18
0.65 3359 18
0.94 3360 18
0.80 3361 18
0.89 3362 18
0.65 3363 18
0.80 3364 18
0.40 3365 18
1.20 3366 18
0.87 3367 18
0.99 3368 18
0.70 3369 18
1.09 3370 18
0.84 3371 18
0.95 3372 18
0.76 3373 18
0.63 3374 18
1.18 3375 18
0.47 3376 18
0.59 3377 18
0.74 3378 18
1.11 3379 18
0.63 3380 18
0.78 3381 18
0.98 3382 18
1.04 3383 18
0.72 3384 18
0.65 3385 18
0.71 3386 18
0.58 3387 18
0.68 3388 18
0.99 3389 18
0.72 3390 18
0.47 3391 18
0.71 3392 18
0.62 3393 18
0.80 3394 18
0.72 3395 18
0.64 3396 18
0.47 3397 18
0.91 3398 18
0.09 3399 18
-0.02 3400 18
0.00 3401 18
-0.19 3402 18
0.10 3403 18
-0.03 3404 18
0.16 3405 18
0.01 3406 18
-0.15 3407 18
-0.13 3408 18
0.01 3409 18
-0.00 3410 18
-0.00 3411 18
-0.05 3412 18
0.05 3413 18
0.05 3414 18
-0.04 3415 18
-0.19 3416 18
0.14 3417 18
0.00 3418 18
-0.09 3419 18
-0.01 3420 18
-0.15 3421 18
-0.03 3422 18
-0.13 3423 18
0.12 3424 18
-0.20 3425 18
0.05 3426 18
0.11 3427 18
0.92 3428 19
0.84 3429 19
1.00 3430 19
0.76 3431 19
0.91 3432 19
0.91 3433 19
0.88 3434 19
0.79 3435 19
0.80 3436 19
0.77 3437 19
0.72 3438 19
0.42 3439 19
0.90 3440 19
0.83 3441 19
0.86 3442 19
0.92 3443 19
0.59 3444 19
0.72 3445 19
0.77 3446 19
0.68 3447 19
0.78 3448 19
0.66 3449 19
0.84 3450 19
0.96 3451 19
0.56 3452 19
0.39 3453 19
0.65 3454 19
0.85 3455 19
0.31 3456 19
0.73 3457 19
0.77 3458 19
0.55 3459 19
0.97 3460 19
0.75 3461 19
1.09 3462 19
0.74 3463 19
0.65 3464 19
0.55 3465 19
0.67 3466 19
0.73 3467 19
0.85 3468 19
0.73 3469 19
0.69 3470 19
1.05 3471 19
0.63 3472 19
0.90 3473 19
0.74 3474 19
0.99 3475 19
0.93 3476 19
0.84 3477 19
1.01 3478 19
0.91 3479 19
0.86 3480 19
0.93 3481 19
-0.08 3482 19
-0.14 3483 19
0.09 3484 19
-0.01 3485 19
-0.06 3486 19
0.13 3487 19
-0.06 3488 19
0.27 3489 19
-0.00 3490 19
-0.04 3491 19
0.11 3492 19
-0.15 3493 19
0.18 3494 19
0.07 3495 19
0.00 3496 19
0.11 3497 19
0.04 3498 19
0.03 3499 19
0.42 3500 19
0.37 3501 19
0.04 3502 19
0.00 3503 19
0.15 3504 19
0.01 3505 19
-0.06 3506 19
-0.18 3507 19
-0.03 3508 19
0.17 3509 19
0.03 3510 19
0.05 3511 19
0.09 3512 19
-0.13 3513 19
0.07 3514 19
-0.17 3515 19
0.65 3516 20
1.06 3517 20
1.15 3518 20
0.72 3519 20
0.73 3520 20
0.91 3521 20
0.78 3522 20
0.89 3523 20
1.16 3524 20
0.77 3525 20
0.96 3526 20
0.93 3527 20
0.95 3528 20
0.90 3529 20
0.78 3530 20
0.84 3531 20
0.81 3532 20
0.96 3533 20
1.14 3534 20
0.87 3535 20
0.96 3536 20
0.76 3537 20
0.95 3538 20
1.06 3539 20
0.68 3540 20
0.71 3541 20
0.84 3542 20
0.73 3543 20
0.92 3544 20
0.93 3545 20
0.78 3546 20
0.82 3547 20
0.65 3548 20
0.76 3549 20
0.64 3550 20
0.57 3551 20
1.12 3552 20
0.79 3553 20
0.74 3554 20
1.01 3555 20
0.76 3556 20
0.71 3557 20
0.68 3558 20
0.82 3559 20
0.77 3560 20
0.61 3561 20
0.89 3562 20
0.90 3563 20
0.63 3564 20
0.47 3565 20
-0.06 3566 20
0.18 3567 20
0.29 3568 20
0.51 3569 20
0.09 3570 20
0.39 3571 20
0.03 3572 20
0.24 3573 20
0.30 3574 20
0.54 3575 20
0.47 3576 20
0.48 3577 20
0.41 3578 20
0.78 3579 20
0.47 3580 20
0.06 3581 20
0.07 3582 20
-0.02 3583 20
0.08 3584 20
0.38 3585 20
0.05 3586 20
0.26 3587 20
0.42 3588 20
0.28 3589 20
0.33 3590 20
0.41 3591 20
0.27 3592 20
0.15 3593 20
0.56 3594 20
0.50 3595 20
0.29 3596 20
0.34 3597 20
0.13 3598 20
0.45 3599 20
0.37 3600 20
0.74 3601 20
0.34 3602 20
0.42 3603 20
0.23 3604 20
0.36 3605 20
0.56 3606 20
0.40 3607 20
0.39 3608 20
0.59 3609 20
0.14 3610 20
0.00 3611 20
0.06 3612 20
-0.15 3613 20
0.11 3614 20
0.14 3615 20
0.13 3616 20
-0.03 3617 20
0.45 3618 20
0.17 3619 20
0.15 3620 20
0.75 3621 21
0.90 3622 21
0.70 3623 21
1.16 3624 21
0.68 3625 21
0.71 3626 21
0.77 3627 21
0.75 3628 21
0.90 3629 21
0.96 3630 21
0.85 3631 21
0.89 3632 21
0.81 3633 21
0.82 3634 21
1.02 3635 21
0.82 3636 21
0.91 3637 21
0.80 3638 21
0.40 3639 21
0.06 3640 21
0.04 3641 21
-0.06 3642 21
-0.01 3643 21
-0.03 3644 21
0.03 3645 21
0.03 3646 21
0.04 3647 21
-0.13 3648 21
-0.05 3649 21
-0.03 3650 21
0.02 3651 21
0.05 3652 21
-0.08 3653 21
0.03 3654 21
0.19 3655 21
-0.07 3656 21
0.10 3657 21
0.00 3658 21
0.04 3659 21
-0.09 3660 21
-0.15 3661 21
0.01 3662 21
0.87 3663 22
0.83 3664 22
0.60 3665 22
0.67 3666 22
0.64 3667 22
0.34 3668 22
0.45 3669 22
0.29 3670 22
0.70 3671 22
0.72 3672 22
0.57 3673 22
0.59 3674 22
0.52 3675 22
0.60 3676 22
0.55 3677 22
0.78 3678 22
0.56 3679 22
0.55 3680 22
0.57 3681 22
0.77 3682 22
0.81 3683 22
0.59 3684 22
0.52 3685 22
0.42 3686 22
0.21 3687 22
0.45 3688 22
0.70 3689 22
0.63 3690 22
0.79 3691 22
0.30 3692 22
0.07 3693 22
0.19 3694 22
-0.14 3695 22
-0.09 3696 22
0.10 3697 22
0.03 3698 22
0.03 3699 22
-0.06 3700 22
-0.01 3701 22
0.05 3702 22
-0.04 3703 22
-0.15 3704 22
0.09 3705 22
-0.12 3706 22
-0.16 3707 22
-0.00 3708 22
-0.04 3709 22
-0.13 3710 22
0.03 3711 22
-0.15 3712 22
0.05 3713 22
0.12 3714 22
-0.03 3715 22
0.05 3716 22
-0.06 3717 22
-0.05 3718 22
0.06 3719 22
0.02 3720 22
0.00 3721 22
-0.06 3722 22
-0.00 3723 22
-0.13 3724 22
0.10 3725 22
0.05 3726 22
-0.13 3727 22
-0.05 3728 22
0.01 3729 22
0.02 3730 22
-0.06 3731 22
-0.04 3732 22
-0.16 3733 22
-0.01 3734 22
0.05 3735 22
-0.00 3736 22
0.03 3737 22
0.09 3738 22
-0.02 3739 22
0.03 3740 22
-0.02 3741 22
0.07 3742 22
-0.04 3743 22
-0.01 3744 22
0.00 3745 22
0.10 3746 22
-0.16 3747 22
-0.16 3748 22
0.02 3749 22
-0.10 3750 22
-0.19 3751 22
0.04 3752 22
0.22 3753 22
0.91 3754 23
0.65 3755 23
0.64 3756 23
0.64 3757 23
0.70 3758 23
0.52 3759 23
0.92 3760 23
0.66 3761 23
0.52 3762 23
0.64 3763 23
0.32 3764 23
0.41 3765 23
0.42 3766 23
0.11 3767 23
0.36 3768 23
0.38 3769 23
0.58 3770 23
0.35 3771 23
0.80 3772 23
0.49 3773 23
0.63 3774 23
0.71 3775 23
0.56 3776 23
0.69 3777 23
0.48 3778 23
0.83 3779 23
0.77 3780 23
0.51 3781 23
0.65 3782 23
0.52 3783 23
0.68 3784 23
0.71 3785 23
0.76 3786 23
0.83 3787 23
0.45 3788 23
0.33 3789 23
0.52 3790 23
0.77 3791 23
0.41 3792 23
0.32 3793 23
0.55 3794 23
0.66 3795 23
0.48 3796 23
0.68 3797 23
0.80 3798 23
0.49 3799 23
0.47 3800 23
0.61 3801 23
0.58 3802 23
0.42 3803 23
0.66 3804 23
0.51 3805 23
0.66 3806 23
0.51 3807 23
0.69 3808 23
0.67 3809 23
0.59 3810 23
0.64 3811 23
0.92 3812 23
0.20 3813 23
0.07 3814 23
-0.19 3815 23
-0.02 3816 23
0.07 3817 23
-0.00 3818 23
0.06 3819 23
0.28 3820 23
0.68 3821 23
-0.13 3822 23
0.34 3823 23
0.26 3824 23
-0.07 3825 23
0.05 3826 23
0.25 3827 23
0.68 3828 23
0.33 3829 23
0.81 3830 23
-0.01 3831 23
0.57 3832 23
0.17 3833 23
0.56 3834 23
0.29 3835 23
0.42 3836 23
0.15 3837 23
0.51 3838 23
-0.17 3839 23
-0.08 3840 23
0.30 3841 23
-0.15 3842 23
0.09 3843 23
0.10 3844 23
0.38 3845 23
0.42 3846 23
0.22 3847 23
-0.08 3848 23
0.34 3849 23
1.03 3850 23
0.26 3851 23
0.69 3852 23
-0.05 3853 23
0.18 3854 23
0.27 3855 23
-0.05 3856 23
-0.08 3857 23
-0.13 3858 23
0.02 3859 23
-0.04 3860 23
0.29 3861 23
0.50 3862 23
-0.01 3863 23
0.36 3864 23
0.40 3865 23
0.21 3866 23
0.26 3867 23
0.28 3868 23
0.08 3869 23
0.75 3870 23
0.20 3871 23
-0.15 3872 23
-0.19 3873 23
0.72 3874 23
-0.06 3875 23
-0.04 3876 23
-0.05 3877 23
0.16 3878 23
-0.12 3879 23
0.39 3880 23
0.03 3881 23
0.70 3882 23
0.21 3883 23
0.31 3884 23
-0.20 3885 23
0.31 3886 23
0.16 3887 23
0.20 3888 23
0.31 3889 23
1.00 3890 23
0.77 3891 23
0.72 3892 23
0.76 3893 23
0.64 3894 23
0.92 3895 23
0.97 3896 23
0.75 3897 23
0.62 3898 23
0.64 3899 23
0.91 3900 23
0.75 3901 23
0.66 3902 23
0.85 3903 23
0.57 3904 23
0.97 3905 23
0.66 3906 23
0.88 3907 23
0.98 3908 23
0.66 3909 23
0.63 3910 23
0.78 3911 23
0.60 3912 23
0.76 3913 23
0.68 3914 23
0.51 3915 23
0.47 3916 23
0.64 3917 23
0.87 3918 23
0.74 3919 23
0.74 3920 23
1.03 3921 23
0.27 3922 23
0.64 3923 23
0.60 3924 23
0.45 3925 23
0.88 3926 23
0.68 3927 23
0.86 3928 23
0.63 3929 23
0.33 3930 23
0.55 3931 23
0.67 3932 23
0.61 3933 23
1.14 3934 23
0.39 3935 23
0.81 3936 23
0.68 3937 23
0.54 3938 23
0.68 3939 23
0.54 3940 23
0.50 3941 23
0.53 3942 23
0.79 3943 23
0.51 3944 23
0.68 3945 23
0.56 3946 23
0.56 3947 23
0.51 3948 23
0.90 3949 23
0.74 3950 23
0.75 3951 23
0.21 3952 23
0.12 3953 23
0.25 3954 23
-0.01 3955 23
0.09 3956 23
-0.15 3957 23
0.12 3958 23
0.00 3959 23
0.20 3960 23
0.21 3961 23
0.15 3962 23
0.26 3963 23
0.45 3964 23
-0.03 3965 23
-0.02 3966 23
