DemDexc	AemDexc	E	T
770.1	323.1806	0.3476	0.05
252.0	270.6581	0.6188	0.1
-212.45	242.0387	1.9386	0.15000000000000002
-196.1	248.9548	1.7797	0.2
-195.95	250.7484	1.7696	0.25
-179.85	112.0452	5.8784	0.3
11.1	257.8323	0.9747	0.35000000000000003
54.65	348.9742	0.9129	0.4
-113.15	359.9419	1.2238	0.45
24.35	288.6581	0.9514	0.5
155.65	370.8	0.7918	0.55
-277.95	269.7677	2.2751	0.6000000000000001
89.8	127.5161	0.6875	0.6500000000000001
-103.9	272.7032	1.2824	0.7000000000000001
-205.4	351.0516	1.4962	0.7500000000000001
-52.75	176.8194	1.2104	0.8
84.65	181.1097	0.7727	0.8500000000000001
-162.8	274.5806	1.5056	0.9000000000000001
114.95	241.3355	0.7692	0.9500000000000001
392.6	249.7032	0.4718	1.0
122.0	235.729	0.7533	1.05
-50.6	211.9484	1.1627	1.1
-167.05	266.871	1.5467	1.1500000000000001
130.15	187.8839	0.6913	1.2000000000000002
-78.15	334.0581	1.159	1.2500000000000002
33.8	247.8323	0.9234	1.3
-228.7	271.1161	1.8753	1.35
-87.05	179.9226	1.3829	1.4000000000000001
-174.85	327.3484	1.4373	1.4500000000000002
124.6	175.5677	0.6857	1.5000000000000002
-62.15	49.8258	2.9887	1.55
129.4	198.671	0.7052	1.6
72.65	185.5484	0.8035	1.6500000000000001
170.2	267.6323	0.7105	1.7000000000000002
-141.55	287.7742	1.3914	1.7500000000000002
149.9	224.7613	0.6999	1.8
-41.6	317.5548	1.0841	1.85
-191.9	382.4968	1.4018	1.9000000000000001
-89.4	80.2323	2.5096	1.9500000000000002
-110.6	355.8065	1.2208	2.0
24.7	288.4129	0.9507	2.05
-118.0	254.7548	1.3617	2.1
-104.55	251.1161	1.3155	2.15
-87.6	277.6968	1.2247	2.1999999999999997
183.65	262.2258	0.6888	2.25
143.7	231.1742	0.7155	2.3
-217.7	328.5742	1.5945	2.35
55.0	398.1871	0.9225	2.4
-225.15	247.5419	2.0009	2.45
-49.6	246.2129	1.1344	2.5
-435.6	299.6	4.1951	2.55
133.35	138.7161	0.6105	2.6
-126.0	376.5484	1.2411	2.65
-103.8	120.3484	1.9099	2.7
138.75	364.1935	0.808	2.75
-229.5	208.2323	2.473	2.8
207.7	275.2839	0.6713	2.85
162.25	125.8968	0.5298	2.9
16.3	185.4194	0.9495	2.95
250.75	229.8903	0.5765	3.0
-1.9	178.5097	1.0064	3.05
400.05	237.2	0.451	3.1
-38.4	316.7226	1.0774	3.15
-18.4	136.7355	1.0866	3.2
117.35	273.671	0.7881	3.25
150.8	239.4968	0.7127	3.3
385.3	258.5097	0.4876	3.35
331.95	330.1613	0.5986	3.4
306.9	230.0903	0.5199	3.45
641.8	84.6452	0.0505	3.5
426.4	-157.1161	-3.5617	3.55
535.55	-3.3032	-0.215	3.6
322.1	41.071	0.0438	3.65
262.85	-3.1355	-0.2293	3.7
304.65	24.4065	-0.0343	3.75
240.2	-76.7613	-2.3254	3.8
141.85	100.1484	0.5025	3.85
264.35	22.129	-0.0279	3.9
402.4	83.0581	0.1506	3.95
103.4	50.471	0.3928	4.0
280.75	45.5161	0.0938	4.05
113.15	63.6258	0.4352	4.1
447.7	74.0903	0.0984	4.15
328.95	3.7484	-0.1733	4.2
332.95	30.4194	-0.0146	4.25
156.65	119.8839	0.5258	4.3
418.9	-76.6323	-0.8924	4.35
367.0	61.5161	0.1013	4.4
283.5	46.7871	0.0978	4.45
175.3	180.9871	0.6085	4.5
249.3	78.1226	0.2623	4.55
375.2	134.1548	0.3003	4.6
354.35	-12.1419	-0.2883	4.65
354.85	147.671	0.3451	4.7
508.6	147.1742	0.2399	4.75
675.05	76.8323	0.0225	4.8
479.6	-12.9226	-0.2684	4.8500000000000005
424.05	-47.9871	-0.551	4.9
136.3	55.5806	0.339	4.95
132.6	18.7419	0.0645	5.0
570.45	172.929	0.2529	5.05
225.6	125.4387	0.4318	5.1000000000000005
21.05	45.1032	0.773	5.15
-15.9	27.1419	1.4971	5.2
264.15	50.2323	0.1306	5.25
358.05	115.5161	0.2706	5.3
334.25	270.0452	0.5413	5.3500000000000005
496.75	257.9677	0.4114	5.4
484.2	336.7548	0.4981	5.45
488.2	409.9355	0.5521	5.5
722.55	166.2452	0.1782	5.55
