DemDexc	AemDexc	E	T
1364.3517	352.95	0.2092	0.05
670.2966	222.5	0.2788	0.1
224.5862	304.25	0.6765	0.15000000000000002
6.0828	260.45	0.9861	0.2
-8.6759	118.5	1.0456	0.25
309.5034	307.4	0.5982	0.3
506.0897	331.85	0.4808	0.35000000000000003
-87.1034	228.8	1.2821	0.4
88.9931	173.95	0.7556	0.45
528.6552	267.65	0.4037	0.5
224.4966	190.6	0.5552	0.55
104.6	178.0	0.7275	0.6000000000000001
56.4	335.5	0.907	0.6500000000000001
133.8552	257.75	0.7526	0.7000000000000001
10.5586	251.0	0.9753	0.7500000000000001
105.3724	357.45	0.8458	0.8
87.9793	266.2	0.8298	0.8500000000000001
218.0414	283.25	0.6665	0.9000000000000001
313.4759	280.0	0.5693	0.9500000000000001
236.7586	252.95	0.6174	1.0
51.3241	264.35	0.8938	1.05
79.4138	145.1	0.7422	1.1
199.0207	385.55	0.7538	1.1500000000000001
70.2966	344.3	0.8888	1.2000000000000002
36.2552	276.8	0.9262	1.2500000000000002
307.2621	249.5	0.5427	1.3
-324.5034	141.95	-8.5904	1.35
267.9793	331.25	0.6544	1.4000000000000001
317.6759	130.5	0.3412	1.4500000000000002
10.7793	101.0	0.9392	1.5000000000000002
-71.8207	131.8	1.4494	1.55
-81.0621	205.3	1.2952	1.6
-195.8276	166.65	2.7094	1.6500000000000001
10.3379	110.35	0.9463	1.7000000000000002
389.3034	210.15	0.423	1.7500000000000002
53.1724	91.65	0.7302	1.8
95.4759	352.95	0.857	1.85
-273.1586	284.6	2.1072	1.9000000000000001
329.4	231.3	0.5009	1.9500000000000002
106.0828	121.75	0.6359	2.0
207.0	179.8	0.5616	2.05
210.4552	-17.6	-0.441	2.1
250.2759	98.25	0.3278	2.15
-70.5931	191.45	1.2712	2.1999999999999997
341.4483	109.9	0.27	2.25
177.5655	70.3	0.3303	2.3
102.7172	212.0	0.766	2.35
139.069	108.75	0.532	2.4
248.1586	136.2	0.4279	2.45
184.3379	19.9	0.0131	2.5
85.7517	147.3	0.7295	2.55
137.2138	156.2	0.6338	2.6
178.2621	188.2	0.6143	2.65
-7.5586	153.1	1.0304	2.7
267.2759	117.3	0.3609	2.75
232.8069	240.15	0.6082	2.8
125.3448	110.3	0.5652	2.85
-110.7655	72.85	4.8048	2.9
96.8759	149.7	0.7066	2.95
25.6414	84.45	0.8418	3.0
-17.1241	55.3	1.2198	3.05
293.0621	85.75	0.243	3.1
-148.6483	188.45	1.7815	3.15
35.8207	40.65	0.633	3.2
44.0966	96.0	0.7759	3.25
-25.7793	11.95	-15.4609	3.3
639.8966	18.05	-0.1359	3.35
755.2207	151.15	0.143	3.4
697.8138	36.85	-0.0854	3.45
839.8621	11.45	-0.1681	3.5
611.5793	-34.75	-0.3539	3.55
614.6759	-69.1	-0.5481	3.6
612.6069	95.5	0.0852	3.65
778.7586	138.6	0.115	3.7
499.8276	34.2	-0.0556	3.75
580.2828	-49.9	-0.4492	3.8
514.0828	11.05	-0.1505	3.85
535.1931	9.3	-0.1597	3.9
643.0828	38.75	-0.0709	3.95
827.0345	128.0	0.0836	4.0
551.1931	6.35	-0.173	4.05
356.5586	48.75	0.0577	4.1
558.2414	27.6	-0.092	4.15
1052.1655	147.1	0.0622	4.2
445.5379	-25.4	-0.3544	4.25
682.8207	61.75	-0.0162	4.3
510.9103	10.0	-0.1548	4.35
690.0414	-38.75	-0.3518	4.4
463.9241	20.3	-0.1034	4.45
687.2828	-44.05	-0.3764	4.5
579.6138	-21.7	-0.2971	4.55
464.5586	114.25	0.1956	4.6
720.9172	-7.85	-0.2267	4.65
250.8069	103.05	0.3413	4.7
594.6414	30.8	-0.0874	4.75
682.1793	80.1	0.0282	4.8
566.1034	15.4	-0.1381	4.8500000000000005
746.4828	30.8	-0.1085	4.9
549.3034	86.0	0.0861	4.95
1187.931	11.8	-0.1766	5.0
622.1448	83.35	0.0536	5.05
716.8483	129.0	0.1176	5.1000000000000005
407.069	-3.5	-0.221	5.15
582.7793	103.0	0.1134	5.2
827.6069	116.85	0.0642	5.25
765.2207	88.3	0.025	5.3
560.4276	15.0	-0.139	5.3500000000000005
371.2276	135.55	0.3065	5.4
495.2552	42.6	-0.0239	5.45
580.4828	2.7	-0.1889	5.5
642.3724	37.85	-0.0735	5.55
815.7034	42.4	-0.087	5.6000000000000005
1056.0414	27.05	-0.1415	5.65
615.4966	28.05	-0.0998	5.7
675.331	-54.0	-0.4284	5.75
705.0552	29.4	-0.1076	5.8
464.9655	180.65	0.3247	5.8500000000000005
362.2276	52.25	0.0687	5.9
797.3655	103.35	0.047	5.95
541.4276	20.3	-0.1163	6.0
844.9655	58.55	-0.0539	6.05
608.0759	51.2	-0.027	6.1000000000000005
346.4	141.0	0.3385	6.15
333.6621	78.8	0.185	6.2
678.5103	74.15	0.0152	6.25
512.3103	48.75	-0.0081	6.3
809.3931	7.8	-0.1773	6.3500000000000005
521.869	40.65	-0.0383	6.4
477.3034	118.25	0.1976	6.45
670.5724	-72.7	-0.5322	6.5
720.2	-12.75	-0.244	6.55
584.6	-1.9	-0.2079	6.6000000000000005
709.3448	70.4	-0.0013	6.65
378.9448	172.2	0.3713	6.7
725.8	123.35	0.1044	6.75
634.0897	26.55	-0.1073	6.8
352.8828	40.9	0.0258	6.8500000000000005
228.9034	53.3	0.1813	6.9
124.7931	149.2	0.6461	6.95
694.8138	111.15	0.0909	7.0
544.8276	-44.95	-0.4371	7.05
470.9241	109.55	0.181	7.1000000000000005
703.8138	84.4	0.0321	7.15
647.3586	98.05	0.079	7.2
772.0966	20.6	-0.1392	7.25
473.1724	-85.05	-0.8735	7.3
741.1379	106.05	0.067	7.3500000000000005
580.5586	80.2	0.0598	7.4
725.9034	-66.3	-0.4682	7.45
595.7655	92.3	0.0839	7.5
426.3724	87.05	0.1479	7.55
383.3034	-28.55	-0.4101	7.6000000000000005
784.6759	99.1	0.042	7.65
699.2621	-25.95	-0.2962	7.7
437.7103	52.6	0.0325	7.75
569.5586	79.05	0.0607	7.8
560.2	91.25	0.0949	7.8500000000000005
718.7655	-16.15	-0.2565	7.9
682.5172	19.0	-0.1367	7.95
671.0828	-13.45	-0.2501	8.0
953.2276	44.75	-0.097	8.05
607.2414	10.65	-0.1593	8.100000000000001
489.4	29.85	-0.0695	8.15
699.0276	33.35	-0.0955	8.200000000000001
739.531	137.9	0.126	8.250000000000002
638.6621	27.15	-0.106	8.3
1075.7586	177.85	0.0982	8.350000000000001
622.7862	16.85	-0.1384	8.4
613.1793	75.95	0.0382	8.450000000000001
981.8414	97.2	-0.0017	8.500000000000002
257.6966	3.7	-0.1665	8.55
612.1448	73.75	0.033	8.600000000000001
764.7931	21.2	-0.137	8.65
