DemDexc	AemDexc	E	T
886.5484	249.8839	0.2326	0.05
472.8903	133.729	0.2335	0.1
-176.729	3.5419	-0.2501	0.15000000000000002
-146.0194	131.8323	2.4894	0.2
40.5419	41.5548	0.6066	0.25
29.8387	64.3484	0.7741	0.3
-349.3355	-13.2258	-0.1155	0.35000000000000003
318.5161	95.4903	0.2498	0.4
40.9161	349.7097	0.9337	0.45
219.5613	474.5484	0.7746	0.5
35.2323	558.0581	0.9633	0.55
290.1742	364.3419	0.6582	0.6000000000000001
-56.2516	526.5161	1.0677	0.6500000000000001
-74.8968	323.5355	1.1571	0.7000000000000001
243.2194	413.6839	0.7274	0.7500000000000001
187.4645	338.3226	0.7397	0.8
87.4129	571.9226	0.9148	0.8500000000000001
106.5548	237.4065	0.7801	0.9000000000000001
66.9806	345.8387	0.8941	0.9500000000000001
-75.0387	314.9097	1.1623	1.0
191.1806	410.671	0.7734	1.05
23.1355	355.671	0.9622	1.1
79.0839	641.6774	0.9303	1.1500000000000001
-149.8258	403.0323	1.274	1.2000000000000002
57.2645	703.3677	0.9531	1.2500000000000002
84.0065	486.8645	0.9047	1.3
204.0968	461.0581	0.7825	1.35
84.9548	295.071	0.849	1.4000000000000001
104.7871	283.929	0.8131	1.4500000000000002
13.0968	240.8258	0.9682	1.5000000000000002
-112.5032	516.2323	1.1467	1.55
161.2387	714.9742	0.8784	1.6
35.2387	573.6194	0.9642	1.6500000000000001
184.7806	370.4968	0.7605	1.7000000000000002
33.6129	459.9419	0.9577	1.7500000000000002
-26.2452	258.7935	1.0641	1.8
239.7161	340.7548	0.6877	1.85
231.7806	364.2452	0.7104	1.9000000000000001
127.4323	423.9548	0.8432	1.9500000000000002
212.7548	366.6	0.7301	2.0
67.8968	523.0968	0.9269	2.05
57.671	471.4129	0.9308	2.1
93.8387	209.4452	0.7804	2.15
-62.5032	108.271	1.4869	2.1999999999999997
155.5742	446.7677	0.8221	2.25
191.929	233.1806	0.6501	2.3
84.9161	178.9097	0.7698	2.35
210.4968	252.1097	0.6466	2.4
242.3226	217.7484	0.571	2.45
-117.5742	209.5548	1.4679	2.5
-62.3871	334.4	1.1235	2.55
140.4774	332.8258	0.7909	2.6
215.6194	400.4129	0.7454	2.65
-213.6839	346.3677	1.5353	2.7
-10.1806	315.8903	1.0197	2.75
233.8774	487.7548	0.7679	2.8
295.2968	466.4516	0.7115	2.85
164.6323	234.1097	0.6878	2.9
124.0258	365.6839	0.826	2.95
209.2581	448.5935	0.773	3.0
321.471	342.5548	0.6168	3.05
68.3871	339.9613	0.8903	3.1
115.1226	660.9935	0.9039	3.15
325.3161	374.6194	0.6367	3.2
298.5548	188.9484	0.4704	3.25
585.7806	37.3742	-0.0642	3.3
175.7806	41.3613	0.184	3.35
610.2065	214.5806	0.2955	3.4
