DemDexc	AemDexc	E	T
389.4516	2.5188	-0.1847	28.55
123.5677	-26.0562	-1.0752	28.6
120.6581	41.8875	0.2918	28.650000000000002
295.4387	-36.0813	-0.5878	28.700000000000003
279.2774	-14.4	-0.338	28.750000000000004
295.3548	-2.4375	-0.2201	28.8
27.7032	66.3687	0.7928	28.85
37.929	20.25	0.4197	28.900000000000002
434.8452	19.2563	-0.1024	28.950000000000003
670.8645	9.6	-0.1666	29.000000000000004
192.6452	49.9563	0.2098	29.05
541.9226	-18.7188	-0.2891	29.1
434.3742	16.5	-0.1153	29.150000000000002
154.9161	-50.0375	-2.3898	29.200000000000003
55.7871	64.2	0.6365	29.250000000000004
377.7677	30.4062	-0.0336	29.3
-57.4903	82.0875	1.6467	29.35
140.9097	1.775	-0.1705	29.400000000000002
215.7226	-6.6938	-0.2794	29.450000000000003
91.6968	-54.4062	7.4289	29.500000000000004
623.3742	15.8562	-0.1419	29.55
197.871	101.2312	0.4069	29.6
217.529	42.2563	0.1358	29.650000000000002
311.4387	21.075	-0.057	29.700000000000003
68.0387	2.6562	-0.1131	29.750000000000004
248.5419	29.2312	0.0285	29.8
183.4129	66.5688	0.3047	29.85
-93.9032	33.3562	-3.1442	29.900000000000002
262.9935	53.575	0.1474	29.950000000000003
287.1613	-29.9688	-0.5165	30.000000000000004
61.3806	-21.1938	-2.8781	30.05
383.4129	1.0625	-0.1934	30.1
39.5097	26.0	0.4819	30.150000000000002
114.8387	145.0	0.6596	30.200000000000003
-27.9484	44.75	1.5449	30.250000000000004
296.3419	66.3562	0.1712	30.3
217.5548	134.1125	0.4626	30.35
289.5677	38.8562	0.0539	30.400000000000002
651.4129	7.8438	-0.1718	30.450000000000003
275.5677	-78.45	-1.7866	30.500000000000004
363.0129	-75.35	-1.0518	30.55
380.0065	52.2125	0.0587	30.6
121.8258	115.45	0.5855	30.650000000000002
-252.5935	10.9875	-0.3143	30.700000000000003
367.8516	-37.2625	-0.5049	30.750000000000004
260.4516	-57.8813	-1.1601	30.8
473.6903	78.55	0.0989	30.85
146.5355	68.375	0.3793	30.900000000000002
311.4	8.175	-0.1401	30.950000000000003
143.2194	51.7625	0.3035	31.000000000000004
219.8452	-10.3438	-0.3246	31.05
55.5806	-21.0562	-3.9522	31.1
150.2387	15.8125	0.0087	31.150000000000002
316.0065	22.325	-0.0514	31.200000000000003
97.0968	-97.725	2.1847	31.250000000000004
93.3226	94.8938	0.6044	31.3
175.9548	-32.875	-0.9159	31.35
-24.0516	71.275	1.2436	31.400000000000002
290.6065	73.1938	0.202	31.450000000000003
222.5742	-92.775	-6.2139	31.500000000000004
312.0065	87.2937	0.2306	31.55
395.8	-76.425	-0.955	31.6
289.8258	-87.6313	-2.0358	31.650000000000002
-172.2968	38.475	-1.1685	31.700000000000003
465.5097	24.1187	-0.0873	31.750000000000004
253.6839	-94.5813	-3.7181	31.8
261.271	-28.6125	-0.5365	31.85
327.1161	75.5063	0.179	31.900000000000002
208.7226	101.05	0.3903	31.950000000000003
90.7677	93.1562	0.6069	32.0
295.1161	-10.425	-0.2912	32.05
298.5677	-57.1625	-0.9446	32.1
89.9161	11.8875	0.0509	32.15
-123.4774	-37.8	0.2557	32.199999999999996
25.6065	-70.0813	1.2682	32.25
-135.5548	7.3	-0.3448	32.3
275.2387	63.4625	0.1787	32.35
209.7032	54.8813	0.2123	32.4
199.0323	18.3125	-0.0135	32.449999999999996
450.9484	-27.3687	-0.3658	32.5
312.3548	32.475	0.0066	32.55
108.3032	-7.5125	-0.3933	32.6
279.9032	1.4438	-0.1877	32.65
212.7871	-46.8375	-1.1437	32.699999999999996
261.6968	-22.7063	-0.452	32.75
33.9871	-27.9875	2.8549	32.8
