DemDexc	AemDexc	E	T
1472.6645	501.1226	0.286	0.05
912.0903	357.0645	0.327	0.1
-135.0129	276.1677	1.3882	0.15000000000000002
41.0387	244.9032	0.9072	0.2
342.9548	313.1161	0.5754	0.25
222.1935	358.3613	0.716	0.3
45.3935	321.0258	0.9208	0.35000000000000003
-127.6323	221.7097	1.485	0.4
-32.3871	182.2645	1.117	0.45
1.4452	298.6452	0.9971	0.5
12.3419	388.3548	0.9812	0.55
304.6258	335.7613	0.6255	0.6000000000000001
464.9419	346.9355	0.5185	0.6500000000000001
218.2516	370.2194	0.7268	0.7000000000000001
5.5484	363.9742	0.9909	0.7500000000000001
84.1484	268.0387	0.8372	0.8
30.9806	121.1871	0.864	0.8500000000000001
267.929	99.5226	0.3115	0.9000000000000001
0.4516	-94.6194	1.0029	0.9500000000000001
143.1871	-12.6452	-0.4574	1.0
-106.8065	-70.329	0.4821	1.05
76.3677	-17.0065	-1.1637	1.1
298.0387	110.6516	0.3113	1.1500000000000001
461.7484	-41.871	-0.4658	1.2000000000000002
266.0903	38.5226	0.0694	1.2500000000000002
153.5484	38.2452	0.199	1.3
207.0387	39.071	0.1288	1.35
-36.871	-42.2968	0.6357	1.4000000000000001
406.0645	75.5871	0.1255	1.4500000000000002
591.3355	102.871	0.1097	1.5000000000000002
-44.8516	-46.3097	0.6085	1.55
384.4194	119.2774	0.2595	1.6
358.0129	-27.3871	-0.4168	1.6500000000000001
200.1484	88.929	0.3646	1.7000000000000002
428.8968	33.8774	-0.0363	1.7500000000000002
304.6387	32.3548	0.0102	1.8
194.729	11.4065	-0.0742	1.85
693.8774	71.329	0.0046	1.9000000000000001
1151.3484	63.1677	-0.0813	1.9500000000000002
598.2645	268.071	0.3671	2.0
819.1032	216.9742	0.2156	2.05
972.9742	53.4774	-0.0812	2.1
1089.5871	-19.8581	-0.2454	2.15
656.271	149.3484	0.1753	2.1999999999999997
821.8065	-27.1484	-0.2849	2.25
581.871	7.1935	-0.171	2.3
737.2903	81.8903	0.0181	2.35
822.5419	111.8839	0.0566	2.4
685.4452	-0.5419	-0.2019	2.45
908.2774	1.4194	-0.1963	2.5
1000.929	-53.5677	-0.3438	2.55
486.1484	36.1871	-0.0445	2.6
684.3935	9.1484	-0.1688	2.65
881.1161	34.7613	-0.1122	2.7
780.0194	26.0903	-0.1248	2.75
738.5613	161.0839	0.1645	2.8
1142.9742	-18.2258	-0.2395	2.85
1099.4	225.3226	0.1489	2.9
996.9097	88.129	-0.0197	2.95
721.7742	44.7097	-0.0677	3.0
1286.8	37.0645	-0.1346	3.05
1204.4645	71.6452	-0.0724	3.1
884.2968	122.0774	0.0596	3.15
936.0129	-79.2903	-0.4448	3.2
1095.0	49.4774	-0.1005	3.25
629.7226	43.7484	-0.0536	3.3
1161.7548	69.0452	-0.0725	3.35
842.5355	113.529	0.0547	3.4
1181.5161	-19.929	-0.2419	3.45
1241.9613	23.6452	-0.156	3.5
1035.729	-50.9484	-0.3309	3.55
1003.0065	23.7484	-0.1457	3.6
966.8194	18.6258	-0.1555	3.65
1464.7419	95.871	-0.0611	3.7
801.271	-76.5484	-0.4834	3.75
863.7935	-7.7419	-0.2219	3.8
774.4194	3.7419	-0.1885	3.85
728.5742	54.1419	-0.0447	3.9
920.8129	104.7935	0.0225	3.95
1186.2065	16.0452	-0.1684	4.0
1103.4	168.7097	0.081	4.05
1353.7935	3.5226	-0.1938	4.1
1165.4	91.0452	-0.0378	4.15
1201.3935	28.6065	-0.1455	4.2
1108.7484	121.1032	0.0151	4.25
1209.0194	114.7677	-0.0085	4.3
854.529	1.871	-0.1948	4.35
1096.7484	93.4774	-0.0252	4.4
1061.2194	40.9548	-0.114	4.45
1015.9613	12.1871	-0.1719	4.5
967.271	87.1871	-0.0167	4.55
1320.8516	-15.2129	-0.2283	4.6
1297.4903	36.6194	-0.1359	4.65
854.3419	10.8968	-0.1702	4.7
1444.529	142.5935	-0.0021	4.75
874.1677	119.2839	0.0573	4.8
1047.4	23.8903	-0.1476	4.8500000000000005
830.2194	-67.6258	-0.4335	4.9
911.3161	73.9032	-0.0325	4.95
900.2581	125.7613	0.0621	5.0
1218.8774	185.2774	0.0798	5.05
866.1871	79.1226	-0.0146	5.1000000000000005
1357.5677	-25.9032	-0.2476	5.15
1101.1226	67.0065	-0.0698	5.2
993.4968	24.2968	-0.144	5.25
1035.0968	-16.1548	-0.2387	5.3
763.2581	-42.4581	-0.3502	5.3500000000000005
941.4	-17.9226	-0.2475	5.4
971.7226	8.8194	-0.1786	5.45
965.8774	189.2516	0.1379	5.5
1144.529	28.9871	-0.1421	5.55
668.1032	160.2387	0.189	5.6000000000000005
855.3548	86.9548	0.0028	5.65
872.3871	15.5871	-0.1586	5.7
1198.3806	106.0323	-0.0196	5.75
1209.2129	146.271	0.0338	5.8
903.4194	58.3355	-0.0628	5.8500000000000005
896.071	-52.2387	-0.3584	5.9
928.9548	3.4129	-0.1912	5.95
820.9677	34.6774	-0.1065	6.0
1073.7742	23.7613	-0.1491	6.05
1000.0774	51.4258	-0.0881	6.1000000000000005
1151.8323	194.1806	0.1026	6.15
1144.8452	75.7935	-0.0597	6.2
1207.7806	-1.1871	-0.2024	6.25
1106.8258	50.871	-0.099	6.3
988.5935	178.3419	0.1182	6.3500000000000005
1130.8129	256.3613	0.1744	6.4
1303.0387	130.2258	-0.0001	6.45
1166.3548	9.2581	-0.1812	6.5
761.6774	86.9806	0.0231	6.55
942.729	36.8323	-0.113	6.6000000000000005
1132.9677	7.8387	-0.1836	6.65
1103.3419	116.671	0.0095	6.7
956.1613	43.6581	-0.0996	6.75
1036.7097	111.3161	0.0121	6.8
1214.7935	-6.3806	-0.2127	6.8500000000000005
1542.9097	36.6258	-0.1456	6.9
