DemDexc	AemDexc	E	T
2221.2839	283.94	0.0443	0.05
1545.4581	369.38	0.1881	0.1
1072.5097	99.04	-0.0129	0.15000000000000002
1408.8258	237.98	0.103	0.2
1208.1419	160.2	0.0515	0.25
1344.0258	261.94	0.1366	0.3
968.1032	181.12	0.1267	0.35000000000000003
1129.8581	287.58	0.2048	0.4
1181.9871	492.3	0.3453	0.45
1450.7613	265.88	0.1219	0.5
1326.9677	276.02	0.1526	0.55
938.4774	349.3	0.3121	0.6000000000000001
819.6645	152.32	0.1252	0.6500000000000001
971.6968	212.82	0.1655	0.7000000000000001
888.4194	159.06	0.1164	0.7500000000000001
1329.2968	255.4	0.1331	0.8
1022.9677	254.02	0.1982	0.8500000000000001
1320.0516	407.56	0.2581	0.9000000000000001
1103.871	268.8	0.193	0.9500000000000001
1228.5742	377.84	0.257	1.0
1161.4645	365.3	0.2634	1.05
852.3871	163.18	0.1322	1.1
1189.5677	168.18	0.0645	1.1500000000000001
1309.3871	167.04	0.0439	1.2000000000000002
1791.0903	125.38	-0.0526	1.2500000000000002
1348.9742	225.5	0.1007	1.3
1144.4645	93.4	-0.0316	1.35
1122.7806	292.44	0.211	1.4000000000000001
1076.2387	204.26	0.1302	1.4500000000000002
1206.7806	130.12	0.0129	1.5000000000000002
1396.4065	306.36	0.166	1.55
1114.6323	480.28	0.3555	1.6
1526.9161	258.54	0.1036	1.6500000000000001
1061.2774	263.08	0.1977	1.7000000000000002
1519.5419	124.84	-0.0307	1.7500000000000002
1295.9161	84.82	-0.0611	1.8
1056.6516	208.7	0.1398	1.85
1077.4903	174.7	0.0938	1.9000000000000001
1107.8839	351.48	0.2658	1.9500000000000002
1188.0839	403.4	0.2853	2.0
1565.1677	134.28	-0.0243	2.05
1530.8452	193.32	0.042	2.1
1015.8645	61.86	-0.0697	2.15
1194.5742	202.18	0.1035	2.1999999999999997
1185.3355	232.5	0.1381	2.25
1237.8065	299.14	0.191	2.3
1389.6323	315.28	0.1746	2.35
1021.2258	250.14	0.1946	2.4
1439.9935	257.5	0.1161	2.45
1139.8129	148.78	0.0484	2.5
1083.8516	181.84	0.1015	2.55
1167.9935	220.6	0.129	2.6
1176.1871	324.38	0.2266	2.65
1108.4968	114.24	0.0051	2.7
1583.329	224.46	0.0651	2.75
1105.3871	206.02	0.1258	2.8
1295.1935	154.96	0.0317	2.85
1144.7226	207.52	0.1193	2.9
1058.2645	257.74	0.1931	2.95
1666.2387	194.02	0.0267	3.0
1093.9097	147.42	0.0548	3.05
1374.1161	42.3	-0.1304	3.1
1536.8903	186.76	0.0346	3.15
1354.3097	257.28	0.1304	3.2
1067.4258	169.26	0.0889	3.25
1328.6065	290.94	0.1655	3.3
1330.2516	233.64	0.1119	3.35
1726.4839	281.86	0.0954	3.4
1191.3935	417.54	0.2945	3.45
1218.2	341.7	0.2313	3.5
1086.0323	145.7	0.0539	3.55
904.4903	346.3	0.3204	3.6
1295.8452	301.72	0.1813	3.65
1210.7032	233.42	0.1339	3.7
1367.2323	322.52	0.1847	3.75
1246.3419	201.56	0.0933	3.8
1170.4323	304.74	0.2109	3.85
1444.1226	199.78	0.0601	3.9
1251.7484	240.2	0.1328	3.95
1245.2581	266.58	0.1598	4.0
1450.4968	144.22	-0.001	4.05
1266.2581	208.4	0.0972	4.1
1162.2323	234.76	0.1453	4.15
1512.4194	18.28	-0.1717	4.2
1246.8065	126.98	0.0031	4.25
1302.9097	21.1	-0.1624	4.3
1177.3161	122.28	0.0064	4.35
1352.7032	36.2	-0.139	4.4
1552.7097	102.44	-0.0601	4.45
1329.2258	116.34	-0.0212	4.5
818.0581	107.64	0.05	4.55
1319.0452	155.3	0.0287	4.6
1134.2194	59.48	-0.0861	4.65
1160.6	113.2	-0.0041	4.7
962.7935	81.84	-0.0256	4.75
1276.129	59.78	-0.0972	4.8
1538.1677	168.98	0.0162	4.8500000000000005
1373.9935	256.82	0.1265	4.9
1439.4387	228.0	0.0887	4.95
1321.8452	163.72	0.0382	5.0
1202.0194	220.5	0.1221	5.05
1555.9032	250.92	0.0927	5.1000000000000005
1176.2	295.9	0.2017	5.15
1029.5742	287.68	0.2302	5.2
1008.3548	291.48	0.2396	5.25
1012.8774	225.56	0.1698	5.3
1014.0194	391.5	0.3229	5.3500000000000005
1211.4452	376.06	0.2596	5.4
1175.5097	152.98	0.0478	5.45
973.0645	129.58	0.0524	5.5
1078.9032	62.76	-0.0749	5.55
1020.1484	153.94	0.0782	5.6000000000000005
1325.6903	174.76	0.0504	5.65
689.329	113.96	0.0982	5.7
765.9097	92.0	0.0324	5.75
494.0387	16.4	-0.1253	5.8
817.1097	154.92	0.1299	5.8500000000000005
331.6516	93.26	0.2319	5.9
428.7935	148.58	0.2912	5.95
897.6452	104.76	0.0271	6.0
662.1419	104.54	0.088	6.05
642.0065	211.42	0.2765	6.1000000000000005
915.7742	197.74	0.1619	6.15
1092.929	5.42	-0.1882	6.2
710.9677	111.56	0.0866	6.25
674.2258	233.96	0.2916	6.3
907.9161	54.12	-0.0722	6.3500000000000005
692.9226	-34.56	-0.333	6.4
896.4323	223.5	0.1993	6.45
495.8194	208.38	0.348	6.5
877.6258	125.42	0.0667	6.55
406.3484	51.4	0.0423	6.6000000000000005
663.5677	135.18	0.1474	6.65
751.3484	34.94	-0.0979	6.7
892.5806	6.68	-0.1823	6.75
787.8774	-38.68	-0.3307	6.8
624.8065	205.6	0.2763	6.8500000000000005
623.2839	68.3	0.0157	6.9
620.2839	4.34	-0.1834	6.95
841.2	-10.62	-0.2311	7.0
515.3548	108.16	0.1548	7.05
916.0452	133.94	0.0715	7.1000000000000005
780.9484	56.54	-0.0482	7.15
584.0645	75.26	0.0459	7.2
957.0645	-10.62	-0.2272	7.25
755.529	7.58	-0.1764	7.3
676.8774	157.14	0.1805	7.3500000000000005
387.9677	50.46	0.0477	7.4
518.1161	25.64	-0.0919	7.45
566.9097	-13.8	-0.2614	7.5
585.1226	137.26	0.1832	7.55
676.4	-32.0	-0.3254	7.6000000000000005
694.1742	48.3	-0.0534	7.65
658.9742	70.42	0.0113	7.7
564.9484	35.4	-0.0664	7.75
708.9935	46.14	-0.0618	7.8
367.6387	30.9	-0.0273	7.8500000000000005
741.1806	-65.86	-0.4594	7.9
634.271	-5.84	-0.2225	7.95
955.3226	206.3	0.162	8.0
522.5097	12.46	-0.1454	8.05
624.2452	63.64	0.0032	8.100000000000001
824.8645	38.8	-0.0968	8.15
605.6581	95.8	0.0884	8.200000000000001
946.2065	102.8	0.0142	8.250000000000002
760.9677	117.48	0.0831	8.3
589.6903	45.6	-0.0393	8.350000000000001
340.871	114.16	0.2814	8.4
-111.7419	20.26	-0.8827	8.450000000000001
357.9419	53.32	0.0754	8.500000000000002
334.8903	127.54	0.3188	8.55
140.8129	17.06	0.0341	8.600000000000001
76.4452	33.42	0.3598	8.65
-12.7484	58.98	1.1454	8.700000000000001
439.0387	38.64	-0.0204	8.750000000000002
138.1677	-71.32	38.0733	8.8
133.2774	144.0	0.6204	8.850000000000001
133.4387	6.7	-0.0905	8.9
26.0516	-33.88	1.7495	8.950000000000001
78.1161	34.88	0.3661	9.000000000000002
122.4516	54.78	0.3667	9.05
323.8839	159.74	0.3959	9.100000000000001
177.4839	-10.96	-0.3691	9.15
240.5226	-69.18	-1.8252	9.200000000000001
200.0968	-87.76	-8.77	9.250000000000002
320.5161	3.1	-0.1772	9.3
465.8581	-58.84	-0.6056	9.350000000000001
289.8581	148.14	0.4066	9.4
265.6968	19.34	-0.0475	9.450000000000001
424.6903	68.06	0.0913	9.500000000000002
137.329	-1.8	-0.2323	9.55
36.3161	-10.58	-1.8754	9.600000000000001
446.8194	68.62	0.082	9.650000000000002
83.5419	-22.24	-1.5664	9.700000000000001
-13.6323	81.4	1.1097	9.750000000000002
176.7226	91.06	0.409	9.8
219.7226	1.74	-0.1813	9.850000000000001
-37.5484	10.34	-1.6712	9.900000000000002
307.2645	32.36	0.0088	9.950000000000001
278.129	11.46	-0.1086	10.000000000000002
-159.7613	-34.92	0.165	10.05
158.6194	20.12	0.0428	10.100000000000001
585.2774	-8.64	-0.2365	10.150000000000002
196.5097	9.88	-0.0904	10.200000000000001
243.4	-14.68	-0.3646	10.250000000000002
146.8	38.54	0.2131	10.3
271.5935	137.38	0.4035	10.350000000000001
148.4194	-9.48	-0.3757	10.400000000000002
85.2065	-39.98	-18.4889	10.450000000000001
177.3032	224.32	0.6601	10.500000000000002
444.1161	124.28	0.2306	10.55
72.1742	175.08	0.7949	10.600000000000001
68.9806	159.28	0.7864	10.650000000000002
123.9032	204.56	0.7211	10.700000000000001
83.2968	153.1	0.7434	10.750000000000002
249.4452	205.5	0.5468	10.8
48.9161	151.7	0.8334	10.850000000000001
300.7032	67.42	0.1715	10.900000000000002
58.7226	196.8	0.8442	10.950000000000001
120.6	145.78	0.6489	11.000000000000002
212.6452	378.5	0.7368	11.05
-79.7032	112.84	1.6552	11.100000000000001
291.8258	264.94	0.5738	11.150000000000002
124.4452	327.86	0.8086	11.200000000000001
-73.1484	249.78	1.2059	11.250000000000002
-36.9742	312.42	1.0755	11.3
145.7677	309.22	0.7711	11.350000000000001
-9.4774	221.72	1.0262	11.400000000000002
206.929	237.88	0.6363	11.450000000000001
138.8581	190.34	0.6793	11.500000000000002
231.3032	97.68	0.3495	11.55
87.3742	395.98	0.8808	11.600000000000001
213.5935	217.12	0.6044	11.650000000000002
181.129	238.46	0.6697	11.700000000000001
-263.0323	185.7	3.9127	11.750000000000002
154.0774	216.14	0.6847	11.8
110.5355	155.52	0.6854	11.850000000000001
198.6903	201.84	0.6042	11.900000000000002
424.6129	173.34	0.3394	11.950000000000001
396.0129	194.16	0.3941	12.000000000000002
117.6516	157.34	0.6734	12.05
370.0839	94.12	0.2046	12.100000000000001
-111.129	160.44	1.6358	12.150000000000002
26.3871	175.0	0.9159	12.200000000000001
-104.7871	170.88	1.5306	12.250000000000002
95.9742	325.64	0.8459	12.3
38.0387	133.58	0.8504	12.350000000000001
58.2	217.54	0.8584	12.400000000000002
128.1226	175.1	0.6786	12.450000000000001
-44.1871	134.64	1.2356	12.500000000000002
-213.2903	222.38	2.1058	12.55
334.7677	269.2	0.5399	12.600000000000001
229.0	423.2	0.7445	12.650000000000002
360.1419	138.02	0.3207	12.700000000000001
118.5032	99.92	0.5533	12.750000000000002
104.4968	106.18	0.6042	12.8
233.8323	102.72	0.3612	12.850000000000001
119.2258	136.88	0.6359	12.900000000000002
-105.6581	24.94	-1.2731	12.950000000000001
325.1806	192.66	0.4508	13.000000000000002
103.2258	142.3	0.6806	13.05
465.529	73.22	0.0872	13.100000000000001
50.3742	49.98	0.5979	13.150000000000002
-200.9742	203.02	2.1761	13.200000000000001
220.6129	152.96	0.4972	13.250000000000002
51.9161	186.74	0.8535	13.3
114.2903	200.46	0.7338	13.350000000000001
-170.9097	122.38	3.7771	13.400000000000002
113.4258	-22.1	-0.9662	13.450000000000001
32.129	118.44	0.8567	13.500000000000002
34.4645	224.18	0.9143	13.55
111.8645	151.14	0.6759	13.600000000000001
84.6	184.98	0.7767	13.650000000000002
261.7226	126.6	0.3901	13.700000000000001
139.0839	139.26	0.6003	13.750000000000002
-123.7226	149.64	1.8457	13.8
83.2516	182.28	0.7769	13.850000000000001
152.9355	-22.5	-0.7003	13.900000000000002
119.0258	85.82	0.5086	13.950000000000001
266.6	207.16	0.5302	14.000000000000002
298.4645	189.78	0.4718	14.05
242.0581	145.08	0.4542	14.100000000000001
136.129	158.34	0.6392	14.150000000000002
84.3871	152.44	0.7399	14.200000000000001
45.4065	60.18	0.6713	14.250000000000002
-4.1871	62.52	1.0416	14.3
113.5742	92.96	0.5449	14.350000000000001
48.5935	91.12	0.7474	14.400000000000002
172.4194	163.22	0.5852	14.450000000000001
331.2968	273.96	0.5478	14.500000000000002
78.8258	54.96	0.4988	14.55
170.3871	97.62	0.4408	14.600000000000001
98.3032	237.74	0.7944	14.650000000000002
272.6645	247.4	0.5737	14.700000000000001
237.4452	76.96	0.2719	14.750000000000002
19.4903	267.5	0.9578	14.8
-82.6839	310.1	1.1846	14.850000000000001
89.8323	131.8	0.695	14.900000000000002
283.4194	240.32	0.5549	14.950000000000001
20.2452	280.82	0.9582	15.000000000000002
-160.0774	182.38	1.9385	15.05
47.0968	254.46	0.8984	15.100000000000001
102.4968	193.7	0.7489	15.150000000000002
89.2968	221.42	0.7986	15.200000000000001
217.4903	172.38	0.5358	15.250000000000002
-3.4129	184.88	1.0112	15.3
161.2903	110.08	0.4926	15.350000000000001
-40.471	114.08	1.2588	15.400000000000002
113.4645	222.86	0.7565	15.450000000000001
283.1935	158.94	0.4346	15.500000000000002
117.4065	161.28	0.6798	15.55
145.8258	171.68	0.6423	15.600000000000001
79.1484	252.52	0.8374	15.650000000000002
-27.3161	186.42	1.0949	15.700000000000001
-70.2839	302.12	1.158	15.750000000000002
-78.1871	232.88	1.2421	15.8
450.2581	167.38	0.3117	15.850000000000001
100.4903	188.44	0.7474	15.900000000000002
134.5226	175.32	0.6673	15.950000000000001
315.4903	98.54	0.2614	16.0
249.9161	59.98	0.1892	16.05
3.5548	55.6	0.9628	16.1
185.5484	-92.24	-207.4058	16.150000000000002
327.4452	39.28	0.0322	16.200000000000003
204.3419	-55.34	-1.618	16.25
-122.2903	-27.7	0.1741	16.3
79.8452	0.6	-0.1822	16.35
293.7613	-52.24	-0.8624	16.400000000000002
78.4258	-6.24	-0.4271	16.450000000000003
46.6194	-78.28	1.5088	16.5
254.6323	39.56	0.0845	16.55
188.6903	-7.36	-0.3015	16.6
60.671	-37.0	6.4621	16.650000000000002
140.2839	-19.98	-0.678	16.700000000000003
415.6194	36.12	-0.0223	16.75
358.4194	-12.52	-0.2901	16.8
255.0581	26.62	0.0072	16.85
42.2581	60.9	0.6909	16.900000000000002
604.7419	-29.76	-0.331	16.950000000000003
213.1935	-22.96	-0.5294	17.0
129.729	101.46	0.532	17.05
108.271	61.22	0.4368	17.1
146.0258	-60.3	-5.8919	17.150000000000002
-41.8774	-45.14	0.6197	17.200000000000003
226.3871	-59.34	-1.5223	17.25
-60.2839	40.72	4.4194	17.3
278.2129	-42.32	-0.7247	17.35
292.2129	-31.66	-0.532	17.400000000000002
123.8839	-43.6	-3.0525	17.450000000000003
52.8258	41.9	0.536	17.5
76.5742	18.66	0.1932	17.55
151.6129	-24.96	-0.7891	17.6
213.1548	-11.0	-0.3381	17.650000000000002
283.8516	-16.58	-0.3587	17.700000000000003
153.6774	28.4	0.1238	17.75
86.3484	-15.62	-0.8803	17.8
140.6194	-50.4	-3.2377	17.85
-70.8323	-61.16	0.5599	17.900000000000002
53.7548	-47.22	2.5855	17.950000000000003
-12.471	-16.32	0.6683	18.0
64.6968	-37.88	8.0175	18.05
163.6258	17.18	0.0083	18.1
132.729	-36.94	-1.7065	18.150000000000002
-98.8839	-68.28	0.496	18.200000000000003
-63.0323	-18.98	0.251	18.25
-14.6258	-8.36	0.4401	18.3
65.1032	15.94	0.1945	18.35
294.4065	-33.74	-0.5568	18.400000000000002
75.529	-30.18	-4.975	18.450000000000003
188.4452	-5.54	-0.275	18.5
-142.7355	61.26	-7.4728	18.55
98.5484	-53.98	13.5651	18.6
205.5806	-3.02	-0.2363	18.650000000000002
233.7484	76.4	0.2744	18.700000000000003
328.1355	-41.56	-0.6071	18.75
44.471	40.36	0.5737	18.8
337.7032	48.76	0.0689	18.85
44.1161	-2.2	-0.3329	18.900000000000002
226.7548	34.5	0.08	18.950000000000003
-17.8	14.64	2.8606	19.0
-41.6774	-52.58	0.6594	19.05
76.0968	-84.84	1.9758	19.1
188.8323	-45.3	-1.3068	19.150000000000002
381.0452	21.22	-0.0797	19.200000000000003
279.729	-38.56	-0.6568	19.250000000000004
-109.9806	-13.2	0.0323	19.3
258.5226	-64.86	-1.4085	19.35
280.3871	-17.92	-0.3759	19.400000000000002
335.2129	-36.56	-0.5348	19.450000000000003
890.8645	67.7	-0.0417	19.500000000000004
868.9935	27.3	-0.1291	19.55
1045.0194	51.66	-0.092	19.6
138.6516	-102.78	3.4867	19.650000000000002
303.7871	42.36	0.0617	19.700000000000003
62.7419	3.52	-0.0789	19.750000000000004
-37.4194	-27.68	0.516	19.8
-32.6516	-64.1	0.7564	19.85
22.3871	4.22	0.1285	19.900000000000002
98.3484	-26.34	-1.5842	19.950000000000003
100.729	22.06	0.1655	20.000000000000004
199.8903	14.0	-0.0526	20.05
130.4903	17.0	0.048	20.1
99.7161	152.54	0.7044	20.150000000000002
103.4	169.98	0.7201	20.200000000000003
-27.6903	98.98	1.1952	20.250000000000004
-24.8065	141.56	1.1152	20.3
-5.129	76.0	1.0419	20.35
-121.4258	85.68	3.9181	20.400000000000002
85.3548	96.18	0.6312	20.450000000000003
55.2774	-133.98	1.3119	20.500000000000004
382.9484	88.04	0.178	20.55
428.6645	-5.46	-0.2314	20.6
225.2	-81.64	-3.3643	20.650000000000002
457.7161	-36.06	-0.4244	20.700000000000003
3.5548	27.08	0.9261	20.750000000000004
54.8516	-31.64	8.8096	20.8
11.0774	-18.76	1.5027	20.85
75.3032	-42.86	9.6748	20.900000000000002
-235.2645	-36.6	0.0848	20.950000000000003
219.8129	20.94	-0.008	21.000000000000004
-83.3032	-37.94	0.372	21.05
-73.9419	48.04	5.008	21.1
-24.9419	-43.62	0.7332	21.150000000000002
-162.9806	21.76	-0.6372	21.200000000000003
-92.2516	52.46	9.7384	21.250000000000004
112.2839	14.18	0.042	21.3
-22.0129	5.5	-1.3986	21.35
-101.2387	-16.58	0.0961	21.400000000000002
96.2903	119.1	0.6546	21.450000000000003
-88.7871	-56.98	0.4745	21.500000000000004
-12.9097	79.44	1.1061	21.55
87.1742	-47.76	13.5343	21.6
163.6323	65.84	0.3351	21.650000000000002
126.2452	27.26	0.1619	21.700000000000003
-74.0194	-9.82	0.0516	21.750000000000004
-1.6129	-104.36	0.9908	21.8
26.3548	9.08	0.2895	21.85
147.1871	-30.88	-1.0675	21.900000000000002
327.0323	-79.8	-1.3439	21.950000000000003
276.7677	-123.1	-9.8651	22.000000000000004
143.8323	48.88	0.2856	22.05
-164.9355	-50.46	0.2555	22.1
149.2129	-62.08	-6.1471	22.150000000000002
83.8968	106.24	0.6603	22.200000000000003
-101.471	-46.04	0.3709	22.250000000000004
144.4194	93.74	0.4778	22.3
256.7355	-76.4	-1.9642	22.35
337.5032	40.56	0.0325	22.400000000000002
138.7097	-21.74	-0.7479	22.450000000000003
-89.5548	51.98	8.4602	22.500000000000004
66.4774	64.5	0.5919	22.55
-70.129	-15.62	0.1698	22.6
154.6581	87.22	0.4361	22.650000000000002
72.5097	94.24	0.6666	22.700000000000003
415.8452	-33.26	-0.4285	22.750000000000004
589.5548	57.66	-0.0037	22.8
178.2516	63.78	0.3005	22.85
110.4645	118.02	0.6174	22.900000000000002
38.0323	-7.52	-0.985	22.950000000000003
50.9806	14.96	0.2438	23.000000000000004
228.929	91.28	0.3324	23.05
196.6129	91.08	0.3771	23.1
161.0323	-3.56	-0.2555	23.150000000000002
411.3742	-20.28	-0.3313	23.200000000000003
189.8194	-3.68	-0.2484	23.250000000000004
9.1484	90.3	0.9421	23.3
144.8774	21.06	0.0703	23.35
112.5742	-3.24	-0.2733	23.400000000000002
45.3806	-43.8	2.2899	23.450000000000003
91.1806	-29.94	-2.4957	23.500000000000004
15.9226	-101.24	1.1024	23.55
211.1548	-106.56	129.9389	23.6
245.0645	-34.04	-0.6616	23.650000000000002
123.9677	-14.68	-0.5724	23.700000000000003
172.6839	0.42	-0.1942	23.750000000000004
133.1226	-6.0	-0.3189	23.8
105.8323	86.42	0.5443	23.85
172.4516	-2.38	-0.2341	23.900000000000002
-99.0581	-11.66	0.0287	23.950000000000003
53.7419	-5.44	-0.5046	24.000000000000004
44.071	-85.44	1.417	24.05
-77.3484	-29.68	0.3211	24.1
-13.3613	13.66	2.1486	24.150000000000002
57.1355	-63.04	1.9945	24.200000000000003
59.1548	-2.62	-0.3166	24.250000000000004
20.2387	29.54	0.6938	24.3
80.7613	-12.92	-0.7646	24.35
136.9419	120.9	0.5661	24.400000000000002
-47.9677	42.32	2.5696	24.450000000000003
157.1097	16.92	0.0127	24.500000000000004
122.7032	24.0	0.1374	24.55
213.9355	-75.28	-3.0508	24.6
220.0774	8.84	-0.1108	24.650000000000002
16.4968	0.44	-0.1392	24.700000000000003
129.0194	-58.66	-12.2335	24.750000000000004
-119.2968	-80.8	0.4904	24.8
89.9742	-50.38	11.0103	24.85
-95.3677	39.32	-5.8414	24.900000000000002
-18.3613	88.42	1.139	24.950000000000003
79.729	36.84	0.3763	25.000000000000004
149.6194	105.52	0.5022	25.05
17.2	-26.22	1.5857	25.1
-55.3226	-66.06	0.6458	25.150000000000002
363.1097	-38.78	-0.5259	25.200000000000003
78.5613	39.26	0.3998	25.250000000000004
246.3419	-29.08	-0.5709	25.3
88.6968	194.36	0.7771	25.35
