DemDexc	AemDexc	E	T
780.2	708.9	0.574	0.05
301.38	714.24	0.7909	0.1
-151.22	763.52	1.1319	0.15000000000000002
20.26	677.5	0.9823	0.2
59.72	745.42	0.9538	0.25
-237.56	544.74	1.3346	0.3
-118.82	552.36	1.1446	0.35000000000000003
-107.14	449.06	1.1625	0.4
25.98	655.04	0.9767	0.45
-255.4	543.1	1.3689	0.5
-34.88	705.2	1.0304	0.55
-128.86	602.08	1.1438	0.6000000000000001
40.42	421.36	0.9451	0.6500000000000001
90.84	623.36	0.9185	0.7000000000000001
11.58	748.82	0.9908	0.7500000000000001
219.56	528.8	0.7937	0.8
-133.18	522.84	1.1751	0.8500000000000001
139.02	452.3	0.8401	0.9000000000000001
264.48	413.14	0.709	0.9500000000000001
-16.42	460.4	1.0218	1.0
-56.24	418.62	1.0864	1.05
-114.66	792.72	1.0936	1.1
45.04	618.36	0.9578	1.1500000000000001
-278.04	625.96	1.3426	1.2000000000000002
-255.7	630.46	1.3052	1.2500000000000002
-411.92	536.38	1.748	1.3
-106.42	715.58	1.0964	1.35
23.72	655.42	0.9787	1.4000000000000001
111.58	706.56	0.9122	1.4500000000000002
135.22	398.62	0.826	1.5000000000000002
-48.22	627.54	1.0479	1.55
31.4	452.24	0.9597	1.6
-157.44	458.1	1.249	1.6500000000000001
73.08	335.92	0.8823	1.7000000000000002
-139.64	461.36	1.214	1.7500000000000002
183.9	296.4	0.7159	1.8
-150.92	294.8	1.4128	1.85
159.68	762.66	0.8863	1.9000000000000001
-122.24	604.12	1.1351	1.9500000000000002
-196.68	518.08	1.2811	2.0
-97.16	573.3	1.1111	2.05
-51.4	472.96	1.069	2.1
92.7	377.8	0.8689	2.15
80.84	353.66	0.8769	2.1999999999999997
-11.98	152.48	1.0491	2.25
12.3	178.22	0.96	2.3
12.32	333.76	0.9783	2.35
195.0	428.28	0.7775	2.4
209.9	83.72	0.3325	2.45
108.36	56.4	0.412	2.5
12.74	97.86	0.9267	2.55
22.42	97.36	0.8761	2.6
54.2	23.48	0.3571	2.65
146.96	73.9	0.4017	2.7
-4.98	194.94	1.0155	2.75
27.94	-37.92	1.7	2.8
975.4	218.52	0.1713	2.85
1019.78	129.7	0.0433	2.9
755.54	139.04	0.1228	2.95
885.46	76.72	-0.0228	3.0
747.66	25.72	-0.1228	3.05
1147.66	145.36	0.0425	3.1
569.66	42.3	-0.0448	3.15
425.8	148.0	0.2921	3.2
707.58	32.08	-0.1002	3.25
454.34	35.38	-0.0383	3.3
532.96	51.06	-0.007	3.35
845.64	46.32	-0.0815	3.4
1035.42	52.7	-0.0891	3.45
593.74	47.54	-0.0344	3.5
995.1	237.98	0.1883	3.55
788.28	56.34	-0.0499	3.6
703.26	87.52	0.0392	3.65
658.36	17.34	-0.14	3.7
606.0	-2.12	-0.2085	3.75
409.98	80.92	0.1396	3.8
488.38	88.98	0.1205	3.85
838.18	-2.26	-0.2065	3.9
796.36	-5.02	-0.2153	3.95
879.56	98.38	0.0194	4.0
1160.42	32.08	-0.1371	4.05
680.72	90.0	0.051	4.1
778.28	90.24	0.0259	4.15
629.06	71.82	0.0231	4.2
1086.12	41.32	-0.1152	4.25
1054.64	-0.72	-0.2016	4.3
1066.68	40.4	-0.1155	4.35
1170.08	115.36	-0.0024	4.4
1288.96	182.48	0.0648	4.45
1127.2	16.68	-0.1655	4.5
1212.8	97.36	-0.034	4.55
1037.48	88.58	-0.025	4.6
902.5	106.78	0.0296	4.65
732.8	43.56	-0.0725	4.7
1058.18	16.42	-0.1639	4.75
1221.06	194.88	0.0904	4.8
877.48	158.5	0.1185	4.8500000000000005
1030.16	64.7	-0.0661	4.9
993.72	15.8	-0.163	4.95
882.82	71.48	-0.0328	5.0
674.54	-12.12	-0.2447	5.05
717.54	-17.86	-0.2629	5.1000000000000005
672.46	8.18	-0.1715	5.15
574.52	-27.72	-0.3282	5.2
909.54	8.86	-0.1771	5.25
644.08	63.36	-0.0027	5.3
669.92	10.62	-0.1631	5.3500000000000005
732.0	-26.66	-0.2943	5.4
695.58	39.78	-0.0768	5.45
805.6	-0.06	-0.2002	5.5
691.54	-42.0	-0.3659	5.55
568.62	14.32	-0.1425	5.6000000000000005
894.46	59.34	-0.0594	5.65
1071.74	120.4	0.0202	5.7
825.3	175.84	0.1586	5.75
25.74	17.72	0.4951	5.8
-94.16	16.88	-0.8707	5.8500000000000005
102.06	49.3	0.3897	5.9
17.78	-10.3	8.566	5.95
-141.14	55.62	-4.6645	6.0
-203.76	32.24	-0.7555	6.05
-121.88	-43.74	0.3014	6.1000000000000005
194.6	76.28	0.3273	6.15
-22.92	-32.78	0.6892	6.2
-256.46	-4.26	-0.1614	6.25
121.22	138.34	0.6344	6.3
37.6	-24.82	4.7475	6.3500000000000005
-280.02	-46.36	0.0985	6.4
-216.3	-53.14	0.1954	6.45
29.2	-2.42	-0.4384	6.5
-75.0	-28.04	0.3134	6.55
95.7	15.66	0.0959	6.6000000000000005
-1.24	-110.12	0.9933	6.65
-78.74	-13.86	0.1125	6.7
-85.06	10.68	-0.6024	6.75
-130.28	-68.56	0.4153	6.8
70.16	-34.5	-71.5793	6.8500000000000005
-121.56	44.86	-3.5814	6.9
68.22	43.12	0.47	6.95
-246.52	-29.0	0.0286	7.0
32.08	3.98	0.0386	7.05
-221.0	-9.1	-0.1087	7.1000000000000005
21.92	1.3	-0.0728	7.15
-111.22	-61.48	0.4301	7.2
36.18	57.88	0.7143	7.25
20.52	-0.56	-0.2693	7.3
-25.58	22.8	2.5333	7.3500000000000005
142.3	-44.44	-2.1966	7.4
60.06	-27.98	-16.5785	7.45
-8.18	55.14	1.0961	7.5
-53.86	56.9	2.0783	7.55
174.98	37.38	0.1592	7.6000000000000005
-32.02	104.78	1.2164	7.65
-176.14	-12.22	-0.0538	7.7
182.6	128.5	0.5015	7.75
-15.54	-58.48	0.8593	7.8
-27.64	62.8	1.3386	7.8500000000000005
-121.48	-42.84	0.2963	7.9
-338.26	133.64	-4.7187	7.95
53.46	-2.3	-0.313	8.0
-114.3	0.68	-0.2145	8.05
-120.34	-55.82	0.3775	8.100000000000001
200.3	16.26	-0.0324	8.15
4.24	-13.3	1.2275	8.200000000000001
72.28	-22.32	-2.1381	8.250000000000002
-279.64	28.72	-0.5102	8.3
245.76	-107.76	-8.7524	8.350000000000001
60.58	46.08	0.5241	8.4
-147.16	55.54	-3.8945	8.450000000000001
-119.22	-27.72	0.1809	8.500000000000002
-117.72	-10.82	-0.0137	8.55
-76.64	190.1	1.303	8.600000000000001
-261.2	55.1	-1.0758	8.65
-117.5	28.94	-1.365	8.700000000000001
-149.4	3.6	-0.2608	8.750000000000002
84.32	39.72	0.3821	8.8
5.74	92.5	0.9639	8.850000000000001
-76.26	-90.28	0.6437	8.9
-140.62	-17.22	0.0361	8.950000000000001
-21.66	84.22	1.1771	9.000000000000002
87.88	-44.48	98.6444	9.05
134.48	64.96	0.3897	9.100000000000001
-14.04	-44.06	0.8351	9.15
-185.44	-62.44	0.2829	9.200000000000001
107.3	2.94	-0.1377	9.250000000000002
102.88	-42.22	-5.695	9.3
-199.54	73.16	-3.4992	9.350000000000001
94.1	94.72	0.6017	9.4
-156.14	-86.0	0.429	9.450000000000001
-159.2	-13.56	-0.0253	9.500000000000002
-71.26	130.12	1.4525	9.55
-72.36	127.28	1.4766	9.600000000000001
-170.64	80.96	-22.4826	9.650000000000002
-291.74	66.6	-1.2082	9.700000000000001
33.3	0.6	-0.1583	9.750000000000002
-143.32	-54.5	0.3184	9.8
-168.38	-29.74	0.1132	9.850000000000001
-102.6	-25.12	0.1945	9.900000000000002
162.0	-30.52	-0.9255	9.950000000000001
-8.2	-42.76	0.895	10.000000000000002
-111.56	-63.98	0.4411	10.05
-14.48	-57.96	0.8667	10.100000000000001
-99.88	35.42	-3.1273	10.150000000000002
73.16	-63.28	2.644	10.200000000000001
-27.4	37.16	1.7008	10.250000000000002
174.28	101.32	0.4451	10.3
-67.74	33.82	-811.88	10.350000000000001
275.3	-42.7	-0.7397	10.400000000000002
-38.18	-41.88	0.6243	10.450000000000001
-102.36	-33.04	0.2708	10.500000000000002
-296.2	23.28	-0.4238	10.55
75.34	44.12	0.4473	10.600000000000001
60.82	-39.9	4.8453	10.650000000000002
4.64	16.16	0.8494	10.700000000000001
68.12	-4.12	-0.3651	10.750000000000002
-146.08	-29.98	0.1492	10.8
-213.82	-46.14	0.1618	10.850000000000001
31.26	37.4	0.6463	10.900000000000002
-21.68	81.82	1.1833	10.950000000000001
-304.62	24.94	-0.435	11.000000000000002
-163.88	172.62	2.0843	11.05
-542.2	75.82	-0.6659	11.100000000000001
-90.4	40.58	-10.7403	11.150000000000002
173.86	-5.92	-0.2877	11.200000000000001
124.68	16.66	0.0531	11.250000000000002
-264.5	-20.6	-0.0383	11.3
8.28	20.56	0.7989	11.350000000000001
-361.62	83.22	-1.2233	11.400000000000002
-72.6	150.1	1.3828	11.450000000000001
-79.7	-24.06	0.2518	11.500000000000002
0.22	-19.16	1.0069	11.55
40.44	-10.68	-1.5434	11.600000000000001
-138.74	-25.44	0.122	11.650000000000002
67.24	-82.7	1.822	11.700000000000001
-40.18	-112.66	0.8184	11.750000000000002
-63.98	54.0	2.7441	11.8
-255.56	-107.76	0.349	11.850000000000001
11.14	-57.4	1.129	11.900000000000002
-175.44	-41.54	0.1856	11.950000000000001
