DemDexc	AemDexc	E	T
810.85	890.2065	0.6245	0.05
596.65	801.6	0.6745	0.1
42.4	784.0581	0.9684	0.15000000000000002
-223.6	666.8903	1.2417	0.2
-5.6	835.7548	1.004	0.25
34.1	762.9355	0.9738	0.3
273.15	738.2129	0.8127	0.35000000000000003
45.75	674.8258	0.9607	0.4
365.2	664.0968	0.7412	0.45
-47.4	875.5419	1.0334	0.5
235.55	734.1871	0.8341	0.55
194.95	622.7484	0.8376	0.6000000000000001
224.85	595.8	0.8095	0.6500000000000001
261.75	503.1871	0.7523	0.7000000000000001
98.6	472.8	0.8867	0.7500000000000001
77.3	645.8194	0.9322	0.8
183.7	621.0194	0.8454	0.8500000000000001
18.0	907.1226	0.9882	0.9000000000000001
341.75	693.5613	0.7628	0.9500000000000001
460.3	917.9677	0.7594	1.0
183.0	635.1677	0.8489	1.05
174.75	771.4452	0.8779	1.1
-48.3	474.0645	1.0644	1.1500000000000001
10.25	543.2968	0.9888	1.2000000000000002
303.6	489.7677	0.7161	1.2500000000000002
360.5	660.9871	0.7429	1.3
348.85	799.5419	0.7851	1.35
232.15	589.0968	0.8025	1.4000000000000001
73.55	484.6452	0.9154	1.4500000000000002
217.6	677.4452	0.8339	1.5000000000000002
237.3	536.8129	0.7828	1.55
424.35	33.3226	-0.0371	1.6
61.3	-51.8	2.739	1.6500000000000001
132.55	-39.9355	-2.0194	1.7000000000000002
235.15	-49.1548	-1.0621	1.7500000000000002
99.85	15.6065	0.0858	1.8
630.15	91.3032	0.0696	1.85
923.85	74.871	-0.0326	1.9000000000000001
1236.4	-18.2	-0.2364	1.9500000000000002
999.85	5.0	-0.1881	2.0
993.45	18.7032	-0.1565	2.05
1018.25	38.9032	-0.1148	2.1
1047.2	70.5806	-0.0575	2.15
1279.95	34.7355	-0.1382	2.1999999999999997
721.7	54.3677	-0.0429	2.25
410.7	44.2968	0.0129	2.3
918.8	-4.3806	-0.2116	2.35
742.3	24.2	-0.1265	2.4
1081.55	52.7548	-0.0933	2.45
868.35	87.5806	0.0014	2.5
1250.0	27.3935	-0.1496	2.55
732.45	-68.2129	-0.4747	2.6
697.45	42.1613	-0.0706	2.65
1181.45	17.7677	-0.165	2.7
793.05	184.9355	0.1817	2.75
1039.1	17.7226	-0.1604	2.8
788.0	60.5935	-0.04	2.85
908.0	58.2452	-0.0636	2.9
801.05	46.129	-0.0761	2.95
1030.05	18.8452	-0.1576	3.0
1129.25	69.7613	-0.068	3.05
908.2	91.5677	0.0014	3.1
963.45	95.5032	-0.0015	3.15
720.6	37.9806	-0.0856	3.2
607.8	79.8387	0.0497	3.25
1306.65	73.4258	-0.0788	3.3
1107.45	46.7032	-0.1067	3.35
996.7	126.7742	0.0434	3.4
522.6	67.9355	0.0476	3.45
868.45	-43.3032	-0.3329	3.5
1239.75	13.9419	-0.1736	3.55
477.55	-37.9548	-0.4268	3.6
1147.65	-12.7355	-0.2272	3.65
738.75	64.729	-0.0211	3.7
964.05	-9.2645	-0.2235	3.75
817.95	113.3355	0.0604	3.8
746.15	56.0839	-0.0432	3.85
699.6	72.071	0.005	3.9
802.55	67.7097	-0.0267	3.95
912.3	126.3097	0.0602	4.0
603.6	107.5419	0.1153	4.05
899.35	13.5161	-0.165	4.1
653.5	-20.0387	-0.2784	4.15
104.35	20.4323	0.1377	4.2
99.6	1.6065	-0.1625	4.25
322.3	11.7613	-0.1184	4.3
187.8	80.8968	0.3554	4.35
42.65	-27.129	5.409	4.4
136.8	67.7355	0.3971	4.45
107.0	9.6	-0.0174	4.5
33.35	27.2387	0.5443	4.55
123.75	101.2581	0.5449	4.6
45.65	28.4129	0.4654	4.65
316.05	45.0903	0.0664	4.7
-34.6	-42.2452	0.6514	4.75
139.05	53.2258	0.3203	4.8
204.9	49.4516	0.1907	4.8500000000000005
111.6	107.7355	0.5905	4.9
167.6	-2.5677	-0.2379	4.95
